gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,human_label,notes
20240401194500-T1005,20240401194500,navabharat.com,https://navabharat.com/?p=8260,"लगातार तीसरे दिन चढ़ा बाजार, सेंसेक्स 74 हजार अंक के पार",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402034500-537,20240402034500,rashtranews.com,https://www.rashtranews.com/bears-return-to-d-street-after-two-day-rally-sensex-tumbles-over-700-points-nifty-ends-below-17200/,"Bears return to D-Street after two-day rally; Sensex tumbles over 700 points, Nifty ends below 17,200",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402041500-385,20240402041500,afaqs.com,https://www.afaqs.com/news/digital/arm-worldwides-ceo-on-the-popularity-of-podcasts-and-how-he-leverages-the-medium-for-clients,#ARM Worldwide's CEO on the popularity of podcasts and how he leverages the medium for clients,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402043000-988,20240402043000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/mc-inside-edge-pfizer-sees-heavy-volumes-bulls-follow-tortoise-into-zee-d-street-veterans-load-up-on-concor-hnis-buy-value-unlocking-story-in-bajaj-finserv-12558161.html,"MC Inside Edge: Pfizer sees heavy volumes, bulls follow Tortoise into Zee, D-Street veterans load up on Concor, HNIs buy value unlocking story in Bajaj Finserv",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Standalone Bajaj Finserv holding company
20240402051500-T2098,20240402051500,prabhatkhabar.com,https://www.prabhatkhabar.com/state/bihar/arrah/bihar-early-morning-firing-in-bhojpur-one-dead-asj,"Bihar: भोजपुर में अहले सुबह फायरिंग, एक की मौत",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402053000-254,20240402053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/108962183.cms,active stocks: Share market update: Most active stocks of the day in terms of total traded value,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402053000-873,20240402053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/108962863.cms,Stock Market Sectors: Stock market update: FMCG stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402053000-215,20240402053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/108962497.cms,52 week high stocks: Stock market update: Stocks that hit 52-week highs on NSE,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402081500-673,20240402081500,financialexpress.com,https://www.financialexpress.com/healthcare/news-healthcare/alembic-pharmaceuticals-appoints-manish-kejriwal-as-independent-director/3443713/,Alembic Pharmaceuticals appoints Manish Kejriwal as Independent Director,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402093000-700,20240402093000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/corporate-governance-guidelines-for-family-businesses-soon-sanjiv-bajaj-12561081.html,Corporate governance guidelines for family businesses soon: Sanjiv Bajaj,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Bajaj family leadership without Bajaj Finance context
20240402104500-1085,20240402104500,bignewsnetwork.com,https://www.bignewsnetwork.com/news/274223835/unlock-financial-freedom-with-a-free-cibil-score-check-on-bajaj-markets,Unlock Financial Freedom with a Free CIBIL Score Check on Bajaj Markets,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402121500-733,20240402121500,menafn.com,https://menafn.com/1108047244/Unlock-Financial-Freedom-With-A-Free-CIBIL-Score-Check-On-Bajaj-Markets,Unlock Financial Freedom With A Free CIBIL Score Check On Bajaj Markets,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402123000-887,20240402123000,aninews.in,https://aninews.in/news/business/unlock-financial-freedom-with-a-free-cibil-score-check-on-bajaj-markets20240402152200/,Unlock Financial Freedom with a Free CIBIL Score Check on Bajaj Markets,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402144500-1619,20240402144500,latestly.com,https://www.latestly.com/agency-news/business-news-unlock-financial-freedom-with-a-free-cibil-score-check-on-bajaj-markets-5863999.html,Business News | Unlock Financial Freedom with a Free CIBIL Score Check on Bajaj Markets,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402161500-233,20240402161500,biospectrumindia.com,https://www.biospectrumindia.com/news/66/24453/alembic-pharma-appoints-manish-kejriwal-as-independent-director.html,Alembic Pharma appoints Manish Kejriwal as Independent Director,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240402173000-1874,20240402173000,marketbusinessnews.com,https://marketbusinessnews.com/tips-to-consider-for-securing-a-low-interest-gold-loan/376104/,Tips to Consider for Securing a Low Interest Gold Loan,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403013000-37,20240403013000,livemint.com,https://www.livemint.com/market/stock-market-news/stock-market-today-day-trading-guide-for-nifty-50-to-sensex-seven-stocks-to-buy-or-sell-on-april-3-11712075144566.html,"Stock market today: Day trading guide for Nifty 50 to Sensex, seven stocks to buy or sell on April 3",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403050000-1004,20240403050000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/108992377.cms,Stock Market Sectors: Stock market update: Sugar stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403053000-864,20240403053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/108993163.cms,Stock Market Sectors: Stock market update: FMCG stocks down as market rises,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403054500-1028,20240403054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/108993477.cms,Stock Market Sectors: Stock market update: Fertilisers stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403061500-838,20240403061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/108994255.cms,Stock Market Sectors: Stock market update: Power stocks up as market rises,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403063000-1383,20240403063000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/108994819.cms,Stock Market Sectors: Stock market update: Mining stocks up as market rises,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403071500-290,20240403071500,moneycontrol.com,https://www.moneycontrol.com/news/technology/ondc-monthly-retail-purchases-surge-sixfold-in-six-months-reaching-3-6-million-in-march-12566401.html,"ONDC monthly retail purchases surge sixfold in six months, reaching 3.6 million in March",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403100000-726,20240403100000,indiainfoline.com,https://www.indiainfoline.com/news/markets/market-surges-sensex-up-0-26-nifty-up-0-22-it-and-media-stocks-lead-gains,"Market Surges: Sensex Up 0.26%, Nifty Up 0.22%; IT and Media Stocks Lead Gains",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403110000-772,20240403110000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-closes-flat-after-volatile-session-nifty-below-22450/articleshow/109004262.cms,"sensex news today: Sensex closes flat after volatile session, Nifty below 22,450",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403111500-T1262,20240403111500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/irctc-option-will-give-huge-profit-and-can-fin-homes-voltas-l-and-t-tech-services-are-big-bets-of-axis-securities-in-f-and-o-1886211.html,"Axis Securities के 3 एफएंडओ कॉल्स निवेशकों को करेंगे मालामाल, IRCTC का सस्ता ऑप्शन देगा तगड़ा मुनाफा",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403113000-363,20240403113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/109005506.cms,Stock Market Sectors: Stock market update: Mining stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403113000-972,20240403113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/109004906.cms,Stock Market Sectors: Stock market update: Sugar stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403113000-1058,20240403113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/109004742.cms,Stock Market Sectors: Stock market update: Power stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403113000-556,20240403113000,livemint.com,https://www.livemint.com/market/stock-market-news/top-gainers-and-losers-today-on-3-april-2024-shriram-finance-ntpc-nestle-india-bajaj-auto-among-most-active-stocks-check-full-list-here-11712140398434.html,"Top Gainers and Losers today on 3 April, 2024: Shriram Finance, NTPC, Nestle India, Bajaj Auto among most active stocks; Check full list here",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Other Bajaj Group standalone company
20240403114500-1173,20240403114500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/109005913.cms,Stock Market Sectors: Stock market update: Fertilisers stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403130000-1020,20240403130000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/109007732.cms,Stock Market Sectors: Stock market update: FMCG stocks down as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403131500-T2110,20240403131500,pudhari.news,https://pudhari.news/national/766787/stock-market-closing-bell-sensex-nifty-ends-flat/ar,"Stock Market Closing Bell | सेन्सेक्स, निफ्टी सपाट, realty ला फटका, IT तेजीत",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403131500-T2114,20240403131500,pudhari.news,https://pudhari.news/features/arthabhan/766787/stock-market-closing-bell-sensex-nifty-ends-flat/ar,"Stock Market Closing Bell | सेन्सेक्स, निफ्टी सपाट, realty ला फटका, IT तेजीत",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403133000-1636,20240403133000,thehindubusinessline.com,https://www.thehindubusinessline.com/brandhub/tax-saving-strategies-for-senior-citizen-health-insurance-insights-to-itr-2024/article68023982.ece,Tax-Saving Strategies for Senior Citizen Health Insurance: Insights to ITR 2024,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240403183000-1460,20240403183000,theindianawaaz.com,https://theindianawaaz.com/final-trade-april-3-stock-market-ends-lower-on-profit-booking-midcap-smallcap-indices-gain/,"FINAL TRADE APRIL 3: Stock Market Ends Lower On Profit-Booking; MidCap, SmallCap Indices Gain",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240404010000-T1232,20240404010000,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-prediction-today-these-shares-including-pnb-and-laurus-labs-showing-bullish-signs-will-you-bet/articleshow/109013543.cms,"Stock Market Prediction Today these shares including PNB and Laurus Labs showing bullish signs will you bet: आज PNB और Laurus Labs सहित ये शेयर भरेंगे झोली, दिख रही तेजी",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240404033000-536,20240404033000,businesstoday.in,https://www.businesstoday.in/markets/trending-stocks/story/stocks-in-news-bajaj-finserv-vodafone-idea-vedanta-dmart-federal-bank-and-more-424226-2024-04-04,"Stocks in news: Bajaj Finserv, Vodafone Idea, Vedanta, DMart, Federal Bank and more",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic stock watchlist mentioning Bajaj Finserv
20240404044500-388,20240404044500,hindustantimes.com,https://www.hindustantimes.com/business/rahul-gandhis-portfolio-congress-leader-has-invested-in-these-10-stocks-5-mutual-funds-101712203981387.html,"Rahul Gandhi's portfolio: Congress leader has invested in these 10 stocks, 5 mutual funds",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240404051500-786,20240404051500,businesstoday.in,https://www.businesstoday.in/markets/stocks/story/rahul-gandhi-stock-portfolio-pidilite-gmm-pfaudler-deepak-nitrite-among-25-shares-inc-leader-owns-424237-2024-04-04,"Rahul Gandhi stock portfolio: Pidilite, GMM Pfaudler, Deepak Nitrite among 25 shares INC leader owns",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240404063000-256,20240404063000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-rises/articleshow/109024862.cms,Stock Market Sectors: Stock market update: Mining stocks down as market rises,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240404074500-823,20240404074500,marketscreener.com,https://www.marketscreener.com/quote/stock/BSE-LIMITED-33930062/news/BSE-Suspension-of-trading-in-Debt-securities-46360126/,"BSE : Suspension of trading in Debt securities -April 04, 2024 at 03:28 am EDT",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240404090000-713,20240404090000,theweek.in,https://www.theweek.in/news/biz-tech/2024/04/04/rahul-gandhi-portfolio-stocks-mutual-funds-sovereign-gold-bond.html,"Rahul Gandhi's portfolio: A look at Congress MP's stocks, mutual funds and SGBs",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240404100000-1014,20240404100000,businesstoday.in,https://www.businesstoday.in/markets/stocks/story/rahul-gandhi-midcap-smallcap-debt-mf-schemes-that-inc-leader-owns-their-returns-top-holdings-424299-2024-04-04,"Rahul Gandhi: Midcap, smallcap, debt MF schemes that INC leader owns, their returns, top holdings",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240404171500-T1078,20240404171500,navabharat.com,https://navabharat.com/?p=9358,आरबीआई के नीतिगत निर्णय से पहले बाजार ने लगाई छलांग,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405010000-T1094,20240405010000,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-prediction-today-these-shares-including-alkyl-amines-and-policybazaar-showing-bullishness-earning-opportunity/articleshow/109044858.cms,"Stock Market Prediction Today these shares including Alkyl Amines and Policybazaar showing bullishness earning opportunity: आज Alkyl Amines और Policybazaar समेत दौड़ेंगे ये शेयर, दिख रही तेजी!",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405013000-959,20240405013000,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/sensex-hits-all-time-high-of-74228-on-it-fin-buying/articleshow/109047918.cms,"Sensex: Sensex Hits All-time High Of 74,228 On It, Fin Buying | India Business News",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405020000-441,20240405020000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-hdfc-bank-indusind-bank-ultratech-bajaj-finance-prestige-estates/articleshow/109049440.cms,"Stocks in news: Stocks in news: HDFC Bank, IndusInd Bank, Ultratech, Bajaj Finance, Prestige Estates",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic stocks in news list
20240405021500-181,20240405021500,financialexpress.com,https://www.financialexpress.com/market/stocks-to-watch-muthoot-finance-nestle-india-vedanta-dabur-bajaj-finance-3446954/,"Stocks To Watch: Muthoot Finance, Nestle India, Vedanta, Dabur, Bajaj Finance",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic stocks to watch list
20240405043000-245,20240405043000,businesstoday.in,https://www.businesstoday.in/markets/stocks/story/rahul-gandhi-is-more-invested-than-ever-in-stock-market-heres-how-his-portfolio-changed-since-2014-424374-2024-04-05,Rahul Gandhi is more invested than ever in stock market; here's how his portfolio changed since 2014,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405044500-773,20240405044500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-falls-nearly-300-points-slips-below-74k-ahead-of-rbi-policy-outcome/articleshow/109052376.cms,"sensex fall today: Sensex falls nearly 300 points, slips below 74K ahead of RBI policy outcome",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405053000-T2122,20240405053000,tarunbharat.com,https://www.tarunbharat.com/the-market-recovered-due-to-it-banking-boom/,The market recovered due to IT-banking boom,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405054500-297,20240405054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/109054577.cms,Stock Market Sectors: Stock market update: Mining stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405054500-742,20240405054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/109054699.cms,Stock Market Sectors: Stock market update: Sugar stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405054500-T11,20240405054500,lokmat.com,https://www.lokmat.com/business/stock-market/opening-bell-stock-market-begins-with-a-fall-sbi-life-gains-axis-bank-declines-a-a720/,"Opening Bell: शेअर बाजाराची घसरणीसह सुरुवात; SBI लाईफमध्ये तेजी, Axis बँक घसरला",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405060000-316,20240405060000,news18.com,https://www.news18.com/business/stocks-to-watch-hdfc-bank-bajaj-finance-indusind-bank-nestle-cipla-nazara-and-others-8840341.html,"Stocks to Watch: HDFC Bank, Bajaj Finance, IndusInd Bank, Nestle, Cipla, Nazara, and Others",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic stocks to watch list
20240405060000-T938,20240405060000,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/stock-market-opening-bell-sensex-nifty-slips-investors-losses-over-31-thousand-crore-rupees-smallcap-midcap-ahead-fy25-first-rbi-mpc-rate-announcement-1890831.html,"Stock Market Opening Bell: Repo Rate के ऐलान से पहले फिसले Sensex-Nifty, डूबे निवेशकों के ₹31000 करोड़",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405061500-670,20240405061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/109054829.cms,Stock Market Sectors: Stock market update: Power stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405061500-71,20240405061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/109055576.cms,active stocks: Share market update: Most active stocks of the day in terms of total traded value,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405061500-384,20240405061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/109054993.cms,Stock Market Sectors: Stock market update: Fertilisers stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
20240405063000-1145,20240405063000,ticker.com,"https://ticker.com/Asia-Stock-Movers-News-Today/India-Movers:-Aavas-Financiers,-Bajaj-Finance,-Equitas-Small-Finance,-IndusInd-Bank,-Prestige-Estates,-Rashi-Peripherals,-Sobha-Developers/Apr%205-2024/T-28103","India Movers: Aavas Financiers, Bajaj Finance, Equitas Small Finance, IndusInd Bank, Prestige Estates, Rashi Peripherals, Sobha Developers",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic market movers list
20240405064500-606,20240405064500,india.com,https://www.india.com/business/stock-market-news-sensex-down-by-220-pts-nifty-trades-below-22500-rbi-monetary-policy-in-focus-6836990/,"Stock Market News; Sensex Down By 220 PTS; Nifty Trades Below 22,500 | RBI Monetary Policy In Focus",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic V2Organizations match without Bajaj Finance in headline
