audit_id,article_id,date_extracted,timestamp_basis,source,headline,url,human_label,human_notes
ITC_JAN25_AUDIT_011,dd11eb85de59100e8b2054ea43699022a2625962,,gdelt_gkg_observation,news18.com,"Stocks to Watch on January 1: SJVN, Kalpataru, ITC, Sun Pharma, Piramal Enterprises, LT Foods",https://www.news18.com/business/markets/stocks-to-watch-on-january-1-sjvn-kalpataru-itc-sun-pharma-piramal-enterprises-lt-foods-9174284.html,INDIRECTLY_RELEVANT,Market commentary including ITC.NS.
ITC_JAN25_AUDIT_012,ae8080d8e0dd7a9a7f4e711a11aef27d92653ac4,,gdelt_gkg_observation,businesstoday.in,"ITC shares at Rs 500, ITC Hotels stock at Rs 150-175? What analysts say",https://www.businesstoday.in/markets/stocks/story/itc-shares-at-rs-500-itc-hotels-stock-at-rs-150-175-what-analysts-say-459198-2025-01-01,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_013,bb78dcb8e59cae8bed694fccd62b5cad9ef38a1f,,gdelt_gkg_observation,business-standard.com,"ITC Hotels demerger: आईटीसी होटल्स का डीमर्जर हुआ प्रभावी, निवेशकों के लिए क्या है इसके मायने ? - itc hotels demerger itc hotels demerger what does it mean for influential investors",https://hindi.business-standard.com/companies/itc-hotels-demerger-itc-hotels-demerger-what-does-it-mean-for-influential-investors-id-399294,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_014,5863456b40d76a3b30fc86f62db4bf4f0b95fe0f,,gdelt_gkg_observation,businesstoday.in,"Buy ITC shares, ITC Hotels demerger positive, says Centrum; here's target price",https://www.businesstoday.in/markets/stocks/story/buy-itc-shares-itc-hotels-demerger-positive-says-centrum-heres-target-price-459260-2025-01-02,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_015,33ad8aac747225754b268027fee343b4d0ed1a74,,gdelt_gkg_observation,indiatimes.com,ITC Hotels share listing price can go up to Rs 300 after demerger. What brokerages say,https://economictimes.indiatimes.com/markets/stocks/news/itc-hotels-share-listing-price-can-go-up-to-rs-300-after-demerger-what-brokerages-say/articleshow/116874217.cms,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_016,a0306d4fce0316928430632d3a1bb332e0731c05,,gdelt_gkg_observation,thehindubusinessline.com,ITC shares rise 0.67% following hotels business demerger - The Hindu BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/itc-shares-rise-067-following-hotels-business-demerger/article69052923.ece,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_017,40e387b2f8b0d762151bf1b65a743c82a592b3f2,,gdelt_gkg_observation,rediff.com,ITC Hotels' demerger to mirror Reliance Industries-Jio Financial playbook,https://www.rediff.com/business/report/itc-hotels-demerger-to-mirror-reliance-industries-jio-financial-playbook/20250102.htm,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_018,112eb53bbb510436dce1a6b675be0e3630b4fe99,,gdelt_gkg_observation,rediff.com,ITC demerger: Analysts upbeat on ITC share outlook; support seen at Rs 442,https://www.rediff.com/business/report/itc-demerger-analysts-upbeat-on-itc-share-outlook-support-seen-at-rs-442/20250102.htm,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_019,e24947706882697d3651fd8cd83d9d8d68796a61,,gdelt_gkg_observation,financialexpress.com,ITC Share demerger: When will you get the ITC Hotel shares in your account?,https://www.financialexpress.com/market/itc-share-demerger-when-will-you-get-the-itc-hotel-shares-in-your-account-3705751,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_020,419b441aaf193cb0d70517a4c0d2c6c2327732da,,gdelt_gkg_observation,indiatimes.com,"Stocks in news: Stocks in news: DMart, ITC, Hero MotoCorp, Pricol, NHPC",https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-dmart-itc-hero-motocorp-pricol-nhpc/articleshow/116892405.cms,INDIRECTLY_RELEVANT,Market commentary including ITC.NS.
ITC_JAN25_AUDIT_021,39ea92bf1d794b205475e1f425c1f89ee926c69d,,gdelt_gkg_observation,moneycontrol.com,"Trade Spotlight: How should you trade Kotak Mahindra Bank, Kalyan Jewellers, HCL Technologies, ITC, PB Fintech, and others on January 3?",https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-kotak-mahindra-bank-kalyan-jewellers-hcl-technologies-itc-pb-fintech-and-others-on-january-3-12902467.html,INDIRECTLY_RELEVANT,Indirect corporate/market mention.
ITC_JAN25_AUDIT_022,2238f92723c04ef2ef25f353f09eaaf62f1f22fe,,gdelt_gkg_observation,indiatimes.com,ITC Hotels to be 51st Nifty stock in dummy form till listing. Last day to buy today before demerger,https://economictimes.indiatimes.com/markets/stocks/news/itc-hotels-to-be-51st-nifty-stock-in-dummy-form-till-listing-last-day-to-buy-today-before-demerger/articleshow/116900833.cms,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_023,684535d51850c2c84bfaec5a6750cdd047317a60,,gdelt_gkg_observation,news18.com,"Stocks To Watch: Tata Motors, ITC, DMart, IRFC, Varun Beverages, IOC, And Others",https://www.news18.com/business/markets/stocks-to-watch-tata-motors-itc-dmart-irfc-varun-beverages-ioc-and-others-9175754.html,INDIRECTLY_RELEVANT,Market commentary including ITC.NS.
ITC_JAN25_AUDIT_024,238b9f78f282f2b2fb3e0691df0aa06f61961909,,gdelt_gkg_observation,moneycontrol.com,"ITC Hotels Demerger: Final boarding call to hop on before the D-day, here's all you need to know",https://www.moneycontrol.com/news/business/markets/itc-demerger-final-boarding-call-to-hop-on-before-the-d-day-all-you-need-to-know-12902525.html,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_025,cddaf818d7859bc79e9e7179c0f426d25f361097,,gdelt_gkg_observation,thehindubusinessline.com,Explained: ITC's strategic demerger of its hotel business - The Hindu BusinessLine,https://www.thehindubusinessline.com/companies/explained-itcs-strategic-demerger-of-its-hotel-business/article69056574.ece,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
ITC_JAN25_AUDIT_026,524e3564eebf15277bdbf35419a9cfed39a52e03,,gdelt_gkg_observation,livehindustan.com,"today is the last chance to buy itc shares before demerger it will be the 51st stock in nifty and 31st in Sensex डीमर्जर से पहले ITC के शेयर खरीदने का आज आखिरी मौका, निफ्टी का 51वां और सेंसेक्स में 31वां स्टॉक होगा, Business Hindi News",https://www.livehindustan.com/business/today-is-the-last-chance-to-buy-itc-shares-before-demerger-it-will-be-the-51st-stock-in-nifty-and-31st-in-sensex-201735887968816.html,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_027,095f621e2f60fc6720f6318bfde1c68b6e677c20,,gdelt_gkg_observation,wn.com,Explained: ITC's strategic demerger of its hotel business,https://article.wn.com/view/2025/01/03/Explained_ITC_s_strategic_demerger_of_its_hotel_business,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
ITC_JAN25_AUDIT_028,89d56fccc747a1f66764c9017d3c8cd60cce23ee,,gdelt_gkg_observation,indiatimes.com,"markets: ITC Hotels could see market cap of Rs 30,000-35,000 crore post-listing: Prashant Biyani",https://economictimes.indiatimes.com/markets/expert-view/itc-hotels-could-see-market-cap-of-rs-30000-35000-crore-post-listing-prashant-biyani/articleshow/116907856.cms,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_029,3f0a7374dd6aa564332d70690f9ee98d82893abd,,gdelt_gkg_observation,financialexpress.com,"What will be the price of ITC Hotels share? Listing date, price, valuation and all other details",https://www.financialexpress.com/market/what-will-be-the-price-of-itc-hotels-share-listing-date-price-valuation-and-all-other-details-3706544,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_030,a55519496da5793713bacd3642e5bc7f7901e65f,,gdelt_gkg_observation,skift.com,ITC Hotels' Demerger Takes Effect: What it Means for India's Hospitality Market,https://skift.com/2025/01/03/itc-hotels-demerger-takes-effect-what-it-means-for-indias-hospitality-market,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_031,e6180c5672176c54dee958b4c6e471c026a30af1,,gdelt_gkg_observation,moneycontrol.com,"Demerged ITC Hotels stock could get listed at Rs 150-175, says Nuvama; Nomura pegs range at Rs 200-300",https://www.moneycontrol.com/news/business/markets/demerged-itc-hotels-stock-could-get-listed-at-rs-150-175-says-nuvama-nomura-pegs-range-at-rs-200-300-12902894.html,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_032,837636b4e5d8de38d48fa66b99dda03743b56e91,,gdelt_gkg_observation,timesnownews.com,ITC Hotels Joins Nifty As Dummy Stock: Last Chance To Buy Before Demerger,https://www.timesnownews.com/business-economy/markets/itc-hotels-joins-nifty-as-dummy-stock-last-chance-to-buy-before-demerger-article-116904692,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_033,88473a91feecfcf3c9fd96e5aae20495ac38d5eb,,gdelt_gkg_observation,financialexpress.com,"Market cap of HDFC Bank, TCS, SBI decline nearly by Rs 1 lakh crore this week; RIL, ITC emerge winners",https://www.financialexpress.com/market/market-cap-of-hdfc-bank-tcs-sbi-decline-nearly-by-rs-1-lakh-crore-this-week-ril-itc-emerge-winners-3707624,INDIRECTLY_RELEVANT,Indirect corporate/market mention.
ITC_JAN25_AUDIT_034,e4eec87052769773eff29967109c4b1db40a4e1d,,gdelt_gkg_observation,livehindustan.com,"FMCG Sector companies Struggle in September Quarter HUL, ITC, टाटा कंज्यूमर जैसी FMCG सेक्टर की कंपनियों पर बनाए रखें नजर, इस रिपोर्ट ने बढ़ाई टेंशन, Business Hindi News",https://www.livehindustan.com/business/fmcg-sector-companies-struggle-in-september-quarter-201736072647847.html,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
ITC_JAN25_AUDIT_035,10da615ce4016a0e2969e9bc925dc7563dcbbc9e,,gdelt_gkg_observation,indiatimes.com,"Post-Adani exit, Wilmar to emulate ITC; leverage cash-cow oil business to expand FMCG portfolio",https://economictimes.indiatimes.com/industry/cons-products/fmcg/post-adani-exit-wilmar-to-emulate-itc-leverage-cash-cow-oil-business-to-expand-fmcg-portfolio/articleshow/116967807.cms,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
ITC_JAN25_AUDIT_036,70cdccd4f25edf2c13b9184d8e2a09eb309f26cd,,gdelt_gkg_observation,business-standard.com,"Adani के अलग होने के बाद ITC के नक्शेकदों पर चलेगी Wilmar, FMCG मार्केट में कैसे जमाएगी पैर? सामने रखा ब्लूप्रिंट - after the separation of adani wilmar will follow the footsteps of itc blueprint put forward on how it will establish its foothold in the fmcg market",https://hindi.business-standard.com/companies/after-the-separation-of-adani-wilmar-will-follow-the-footsteps-of-itc-blueprint-put-forward-on-how-it-will-establish-its-foothold-in-the-fmcg-market-id-400460,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
ITC_JAN25_AUDIT_037,c3672ec0b2ff7729fa8608a3ad7e7bde5e0c897a,,gdelt_gkg_observation,deccanherald.com,"Post-Adani exit, Wilmar to emulate ITC; leverage cash-cow oil business to expand FMCG portfolio",https://www.deccanherald.com/business/post-adani-exit-wilmar-to-emulate-itc-leverage-cash-cow-oil-business-to-expand-fmcg-portfolio-3342262,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
ITC_JAN25_AUDIT_038,16f21e5b7b098512970c0ded7834fa3f3550dbb9,,gdelt_gkg_observation,moneycontrol.com,"Post-Adani exit, Wilmar to emulate ITC; leverage cash-cow oil business to expand FMCG portfolio",https://www.moneycontrol.com/news/business/companies/post-adani-exit-wilmar-to-emulate-itc-leverage-cash-cow-oil-business-to-expand-fmcg-portfolio-12903705.html,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
ITC_JAN25_AUDIT_039,925eae173bc910efa1f9ec131ec6032474104d33,,gdelt_gkg_observation,indiatimes.com,"Adani Wilmar: Post-Adani exit, Wilmar to emulate ITC; leverage cash-cow oil business to expand FMCG portfolio, ET Retail",https://retail.economictimes.indiatimes.com/news/food-entertainment/personal-care-pet-supplies-liquor/post-adani-exit-wilmar-to-emulate-itc-leverage-cash-cow-oil-business-to-expand-fmcg-portfolio/116971169,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
ITC_JAN25_AUDIT_040,889fb29ac8e971101ad5efd549ab5d326bb551a3,,gdelt_gkg_observation,indiatimes.com,"Stocks in news: Stocks in news: ITC, HDFC Bank, Adani Wilmar, Kotak Bank, HUL",https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-itc-hdfc-bank-adani-wilmar-kotak-bank-hul/articleshow/116970960.cms,INDIRECTLY_RELEVANT,Market commentary including ITC.NS.
ITC_JAN25_AUDIT_041,654ba79678c34d295f051570d3ecd1a9da1631cf,,gdelt_gkg_observation,indiatimes.com,ITC demerger: ITC demerger: Stock exchanges to hold special session today to set ITC Hotels share price,https://economictimes.indiatimes.com/markets/stocks/news/itc-demerger-stock-exchanges-to-hold-special-session-today-to-set-itc-hotels-share-price/articleshow/116977022.cms,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_042,88eb8bce6950e1e54702c3f0b5cf2ed5a63ea20c,,gdelt_gkg_observation,moneycontrol.com,"Stocks to Watch Today: ITC, HDFC Bank, Bajaj Finance, AU SFB, Nykaa, HG Infra, Brigade Enterprises, NTPC Green, Marico, Bank of Baroda in focus on 6 January",https://www.moneycontrol.com/news/business/markets/stocks-to-watch-today-itc-hdfc-bank-bajaj-finance-au-sfb-nykaa-hg-infra-brigade-enterprises-ntpc-green-marico-bank-of-baroda-in-focus-on-6-january-12903688.html,INDIRECTLY_RELEVANT,Market commentary including ITC.NS.
ITC_JAN25_AUDIT_043,1ed6f086549d1a47d722ed48fb765c9f118b9173,,gdelt_gkg_observation,businesstoday.in,"Stocks in news: HDFC Bank, ICICI Bank, ITC, Bajaj Finance, Vedanta, NTPC Green, Nykaa & Tata Elxsi",https://www.businesstoday.in/markets/story/stocks-in-news-hdfc-bank-icici-bank-itc-bajaj-finance-vedanta-ntpc-green-nykaa-tata-elxsi-459647-2025-01-06,INDIRECTLY_RELEVANT,Market commentary including ITC.NS.
ITC_JAN25_AUDIT_044,ab6940f115c64288a58da5686b6e8ce46db9a58a,,gdelt_gkg_observation,indiatimes.com,ITC shares in focus as stock exchanges hold special session to set ITC hotels share price,https://economictimes.indiatimes.com/markets/stocks/news/itc-shares-in-focus-as-stock-exchanges-hold-special-session-to-set-itc-hotels-share-price/articleshow/116977904.cms,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_045,bfce24e87dbf4f6e31d05032b25c3b7cc6810247,,gdelt_gkg_observation,wn.com,"Stocks To Watch: HDFC Bank, ITC, Nykaa, Adani Wilmar, Coal India, HUL, And Others",https://article.wn.com/view/2025/01/06/Stocks_To_Watch_HDFC_Bank_ITC_Nykaa_Adani_Wilmar_Coal_India_,INDIRECTLY_RELEVANT,Market commentary including ITC.NS.
ITC_JAN25_AUDIT_046,a456699d1811166c4518e034a856a51bc17632d3,,gdelt_gkg_observation,business-standard.com,ITC शेयरहोल्डर्स के लिए आज बड़ा दिन! BSE और NSE पर स्पेशल सेशन; जानें क्या है इसका मतलब - today is a big day for itc shareholders special session on bse and nse,https://hindi.business-standard.com/markets/share-market/today-is-a-big-day-for-itc-shareholders-special-session-on-bse-and-nse-id-400622,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_047,4e3996ef24d0fa56800289df88448ed01a23cf63,,gdelt_gkg_observation,financialexpress.com,"Stocks To Watch: ITC, HDFC Bank, NTPC Green, Vedanta, Bajaj Finance, Brigade Enterprises, ICICI Bank, Kotak Mahindra Bank, JSW Infra",https://www.financialexpress.com/market/stocks-to-watch-itc-hdfc-bank-ntpc-green-vedanta-bajaj-finance-brigade-enterprises-icici-bank-kotak-mahindra-bank-jsw-infra-3707829,INDIRECTLY_RELEVANT,Market commentary including ITC.NS.
ITC_JAN25_AUDIT_048,5dde1453422323b459471146169e8e6e29ad7cd2,,gdelt_gkg_observation,news18.com,"ITC Demerger: BSE, NSE To Hold Special Session To Set ITC Hotels Share Price",https://www.news18.com/business/markets/itc-demerger-bse-nse-to-hold-special-session-to-set-itc-hotels-share-price-9178089.html,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_049,89b02c99ff933d10d643fafe4c3c328ee999ebc1,,gdelt_gkg_observation,news18.com,"Stocks To Watch: HDFC Bank, ITC, Nykaa, Adani Wilmar, Coal India, HUL, And Others",https://www.news18.com/business/markets/stocks-to-watch-hdfc-bank-itc-nykaa-adani-wilmar-coal-india-hul-and-others-9178038.html,INDIRECTLY_RELEVANT,Market commentary including ITC.NS.
ITC_JAN25_AUDIT_050,b110697a5b1a32b1bf4c4ed581db8cd07af82660,,gdelt_gkg_observation,livehindustan.com,"ITC Demerger Record date today Stock Market holds special session for ITC Hotels share price ITC के लिए आज बड़ा दिन, अलग हो रहा है होटल बिजनेस, जानें कब से खरीद और बेच पाएंगे शेयर, Business Hindi News",https://www.livehindustan.com/business/itc-demerger-record-date-today-stock-market-holds-special-session-for-itc-hotels-share-price-201736133220399.html,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_051,ef22ac5a1bef0f0117ef03c940e058b87effac35,,gdelt_gkg_observation,indiatimes.com,ITC share price adjusts by Rs 26 on NSE as stock trades ex-demerger of hotels biz,https://economictimes.indiatimes.com/markets/stocks/news/itc-share-price-adjusts-by-rs-26-on-nse-as-stock-trades-ex-demerger-of-hotels-biz/articleshow/116981313.cms,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_052,5ad17d800eff4267b4c7ddb8c1a5a9fd9249188e,,gdelt_gkg_observation,businesstoday.in,ITC shares turn ex-demerger; key things stock investors should know about ITC Hotels listing,https://www.businesstoday.in/markets/stocks/story/itc-shares-turn-ex-demerger-key-things-stock-investors-should-know-about-itc-hotels-listing-459664-2025-01-06,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_053,d245b1c93d4b2732cd245b05e6bcc1c2baae6e74,,gdelt_gkg_observation,businesstoday.in,ITC falls 6% as stock trades ex-demerger; ITC Hotels update & more,https://www.businesstoday.in/markets/company-stock/story/itc-falls-6-as-stock-trades-ex-demerger-itc-hotels-update-more-459662-2025-01-06,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_054,8acf335713d899884e221049761a436a6ab26426,,gdelt_gkg_observation,thehindu.com,"ITC hotels demerger: Shares falls 5% to ""discover"" price after hotels business spin off",https://www.thehindu.com/business/itc-hotels-demerger-shares-falls-5-to-discover-price-after-hotels-business-spin-off/article69067156.ece,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_055,5e733637bbe87e63fb3cd86750300e7c0a5f6392,,gdelt_gkg_observation,businesstoday.in,"ITC Hotels demerger: ITC shares to turn ex-date today; target prices, listing date & more",https://www.businesstoday.in/markets/stocks/story/itc-hotels-demerger-itc-shares-to-turn-ex-date-today-target-prices-listing-date-more-459649-2025-01-06,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_056,8ce9dc0e93d35d5d3d4e390ccdaee406f435086f,,gdelt_gkg_observation,yourstory.com,"Post-Adani exit, Wilmar to emulate ITC; leverage cash-cow oil business to expand FMCG portfolio",https://yourstory.com:443/2025/01/post-adani-exit-wilmar-emulate-itc-expand-fmcg-portfolio,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
ITC_JAN25_AUDIT_057,8b9056a0aed0b5dbee5e31ee102522a7762749a7,,gdelt_gkg_observation,thehindubusinessline.com,"ITC Hotels Demerger & Share Price Live Updates: ITC shares fall 5%, stock to turn ex-date today",https://www.thehindubusinessline.com/markets/stock-markets/itc-hotels-demerger-itc-hotels-share-price-live-updates/article69066936.ece,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_058,095bd077416578b097c5a42bd352ef3a76e7b9dc,,gdelt_gkg_observation,livehindustan.com,"ITC Demerger hotel business split check new stock price ITC से अलग हुआ होटल बिजनेस, जानें अब क्या है नया शेयर प्राइस?, Business Hindi News",https://www.livehindustan.com/business/itc-demerger-hotel-business-split-check-new-stock-price-201736142302515.html,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_059,c0526ac87641107032504daea9c4666013ba916a,,gdelt_gkg_observation,moneycontrol.com,ITC: Demerger to improve return profile for the existing business,https://www.moneycontrol.com/news/business/stocks/itc-demerger-to-improve-return-profile-for-the-existing-business-12903827.html,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
ITC_JAN25_AUDIT_060,82de50893e97efa55e9cee8ff471ede489d42628,,gdelt_gkg_observation,news18.com,ITC Demerger: ITC Shares Trade At Rs 455.8 After Special Session For Price Discovery; Check Details,https://www.news18.com/business/markets/itc-demerger-itc-shares-trade-at-rs-455-8-after-special-session-for-price-discovery-check-details-9178167.html,DIRECTLY_RELEVANT,"Direct operational earnings, demerger progress, corporate action, or stock price movement for ITC Limited."
ITC_JAN25_AUDIT_061,c84ee66e45af01c1dc0ca3395afd166644678872,,gdelt_gkg_observation,theweek.in,ITC declines as stock trades post demerger of hotels business,https://www.theweek.in/news/biz-tech/2025/01/06/itc-declines-in-price-discovery-after-demerger-of-hotels-business.html,DIRECTLY_RELEVANT,Direct operational performance or securities action of ITC.
