gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,human_label,notes
20240101084500-T420,20240101084500,pardaphash.com,https://hindi.pardaphash.com/shuats-university-vice-chancellor-prof-rb-lals-crime-horoscope-of-25-years-two-brothers-are-in-jail-and-search-for-the-third-continues/,"SHUATS University : कुलपति प्रो. आरबी लाल की पढ़ें 25 साल की क्राइम कुंडली,दो भाई जेल में और तीसरे की तलाश जारी",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240101090000-68,20240101090000,india.com,https://zeenews.india.com/markets/markets-off-to-weak-start-on-first-day-of-trade-of-2024-2704856.html,Markets Off To Weak Start On First Day Of Trade Of 2024,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240101111500-257,20240101111500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-close-flat-in-new-years-first-trading-session-dragged-by-banking-stocks/articleshow/106453315.cms,"sensex today: Sensex, Nifty kick off 2024 on a flat note dragged by banking, auto stocks",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240101113000-724,20240101113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-0-45/articleshow/106453803.cms,Indices: Stock market update: Nifty Bank index falls 0.45%,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic market roundup/index update
20240101120000-480,20240101120000,indiatimes.com,https://economictimes.indiatimes.com/markets/options/nifty-bank-closes-lower-amid-profit-booking-48000-may-act-as-strong-support/articleshow/106454451.cms,"nifty bank: Nifty Bank closes lower amid profit-booking; 48,000 may act as strong support",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic market roundup/index update
20240101140000-65,20240101140000,eturbonews.com,https://eturbonews.com/indian-banks-cashing-domestic-travel-industry-growth/,Indian banks cashing in on domestic travel industry growth,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240101141500-847,20240101141500,indiatimes.com,https://economictimes.indiatimes.com/markets/bonds/sale-of-30th-tranche-of-electoral-bonds-to-start-on-tuesday/articleshow/106456657.cms,electoral bonds: Sale of 30th tranche of electoral bonds to start on Tuesday,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240101151500-180,20240101151500,indiablooms.com,https://www.indiablooms.com/finance-details/19676/indian-market-marginally-rises-by-31-68-points-to-touch-72-271-94-on-new-year-s-day.html,"Indian market marginally rises by 31.68 points to touch 72,271.94 on New Year's Day | Indiablooms - First Portal on Digital News Management",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240101164500-535,20240101164500,trak.in,https://trak.in/stories/leverage-upi-for-investing-in-stock-market-upi-for-secondary-market-launches-from-january-1-2024/,"Leverage UPI For Investing In Stock Market: UPI For Secondary Market Launches From January 1, 2024 - Trak.in",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240101173000-T1522,20240101173000,nobat.com,https://www.nobat.com/news5652-nd-3a2f0094313238313539.html,નિફ્ટી ફયુચર ૨૧૭૬૭ પોઈન્ટ મહત્ત્વની સપાટી...!!!,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240101183000-714,20240101183000,centralchronicle.com,https://www.centralchronicle.com/sensex-improves-31-pts/,Sensex improves 31 pts – Central India's Premier English Daily,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240101191500-18,20240101191500,moneycontrol.com,https://www.moneycontrol.com/news/business/hdfc-bank-goes-live-with-upi-in-secondary-market-platform-11984581.html,HDFC Bank goes live with UPI in secondary market platform,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240101191500-551,20240101191500,prokerala.com,https://www.prokerala.com/news/articles/a1492967.html,Key UPI transaction changes that come into effect in New Year,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240101203000-630,20240101203000,menafn.com,https://menafn.com/1107674190/Apple-Watch-Series-8-Available-For-Rs-23749-Check-Put-Flipkart-Deal-Details,"Apple Watch Series 8 Available For Rs 23,749? Check Put Flipkart Deal Details",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240101214500-817,20240101214500,hindustantimes.com,https://www.hindustantimes.com/india-news/jewel-thief-in-bihar-jail-behind-spate-of-heists-101704133467945.html,Jewel thief in Bihar jail behind spate of heists?,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240101220000-483,20240101220000,financialexpress.com,https://www.financialexpress.com/business/banking-finance-banks-fd-rates-unlikely-to-rise-further-in-2024-3352690/,Banks' FD rates unlikely to rise further in 2024 - Banking & Finance News,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102010000-655,20240102010000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/most-sectors-now-overvalued-some-stocks-hold-promise-kotak-institutional-equities/articleshow/106462053.cms,"sectors: Most sectors now overvalued, some stocks hold promise: Kotak Institutional Equities",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102010000-69,20240102010000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ashok-vaswani-assumes-charge-as-kotak-banks-md-and-ceo/articleshow/106462046.cms,Ashok Vaswani assumes charge as Kotak Bank's MD and CEO,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102030000-419,20240102030000,indiatimes.com,https://economictimes.indiatimes.com/markets/commodities/news/gold-kicks-off-2024-on-higher-note-on-us-fed-rate-cut-hopes/articleshow/106463056.cms,Gold prices: Gold kicks off 2024 on higher note on US Fed rate-cut hopes,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102034500-652,20240102034500,businesstoday.in,https://www.businesstoday.in/technology/news/story/hdfc-bank-goes-live-with-upi-for-secondary-market-facility-in-stock-trading-see-details-411477-2024-01-02,HDFC Bank goes live with 'UPI for secondary market' facility in stock trading; see details,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240102050000-235,20240102050000,indiatimes.com,https://timesofindia.indiatimes.com/city/ludhiana/man-runs-online-search-for-car-dealership-process-loses-65l/articleshow/106464477.cms,"Man Runs Online Search For Car Dealership Process, Loses 65l | Ludhiana News",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102050000-237,20240102050000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/nifty-sensex-open-marginally-in-red-volatility-to-persist-in-markets-analysts-11986101.html,"Nifty, Sensex open marginally in red, volatility to persist in markets: Analysts",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102053000-10,20240102053000,livemint.com,https://www.livemint.com/market/stock-market-news/jefferies-states-key-reasons-why-markets-could-scale-new-highs-nifty-december2024-target-stands-at-24000-11704166912236.html,Jefferies states key reasons why markets could scale new highs,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102053000-206,20240102053000,livemint.com,https://www.livemint.com/money/personal-finance/axis-bank-my-zone-credit-card-here-are-its-rewards-benefits-and-more-11703144057239.html,"Axis Bank My Zone Credit Card: Here are its rewards, benefits and more",ACCEPTED,True,2024-01-02,DIRECTLY_RELEVANT,Matches pattern: axis\s+bank.*(?:credit\s+card|debit\s+card|my\s+zone)
20240102060000-816,20240102060000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/24k-in-2024-nifty-can-deliver-double-digit-returns-says-jefferies-adds-adani-ports/articleshow/106469548.cms,"nifty 2024 target: 24K in 2024? Nifty can deliver double-digit returns, says Jefferies, adds Adani Ports",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102074500-728,20240102074500,businesstoday.in,https://www.businesstoday.in/markets/stock-picks/story/adani-ports-icici-bank-jsw-energy-bharti-airtel-shares-among-jefferies-top-india-2024-picks-411491-2024-01-02,"Adani Ports, ICICI Bank, JSW Energy, Bharti Airtel shares among Jefferies' top India 2024 picks",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102074500-697,20240102074500,businesstoday.in,https://www.businesstoday.in/personal-finance/news/story/from-road-trips-to-international-vacations-how-credit-cards-help-you-save-on-travel-during-this-holiday-season-411506-2024-01-02,From road trips to international vacations: How credit cards help you save on travel during this holiday season,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102074500-112,20240102074500,moneylife.in,https://www.moneylife.in/article/key-upi-transaction-changes-that-come-into-effect-in-new-year/73008.html,Key UPI transaction changes that come into effect in New Year,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240102083000-T1967,20240102083000,vtvgujarati.com,https://www.vtvgujarati.com/news-details/stock-market-rumbles-for-second-day-in-a-row-in-the-new-year-sensex-tumbles-see-which,"નવા વર્ષમાં સતત બીજા દિવસે શેર માર્કેટ કડડભૂસ: સેન્સેક્સનો કચ્ચરઘાણ, જુઓ કયા શેરમાં નુકસાન, અને કયા શેરમાં તેજી / Stock market rumbles for second day in a row in the new year: Sensex tumbles, see which stocks lose, which stocks gain",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102083000-521,20240102083000,livemint.com,https://www.livemint.com/money/personal-finance/up-to-7-50-fd-interest-rate-bank-of-india-launches-super-special-fixed-deposit-scheme-11704178081852.html,Up to 7.50% FD interest rate: Bank of India launches super special fixed deposit scheme,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102084500-203,20240102084500,ibtimes.co.in,https://www.ibtimes.co.in/key-upi-transaction-changes-that-come-into-effect-new-year-865091,Key UPI transaction changes that come into effect in New Year,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240102091500-99,20240102091500,thestatesman.com,https://www.thestatesman.com/business/key-upi-transaction-changes-that-come-into-effect-in-new-year-1503255404.html,Key UPI transaction changes that come into effect in New Year,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240102094500-825,20240102094500,siasat.com,https://www.siasat.com/key-upi-transaction-changes-that-come-into-effect-in-new-year-2947331/,Key UPI transaction changes that come into effect in New Year,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240102110000-T2684,20240102110000,livehindustan.com,https://www.livehindustan.com/gadgets/story-redmi-note-12-price-cut-in-india-ahead-of-redmi-note-13-launch-check-all-deals-and-offer-9146789.html,"Redmi Note 12 price cut in India ahead of Redmi Note 13 launch check all deals and offer - Tech news hindi - बड़ा तोहफा: Redmi Note 13 के आने से पहले 3,000 रुपए सस्ता हुआ Note 12, खरीदने की मची होड़, गैजेट्स न्यूज",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240102120000-T795,20240102120000,nobat.com,https://www.nobat.com/news8489-nd-3a2f0094313238313539.html,નિફ્ટી ફયુચર ૨૧૮૦૮ પોઈન્ટ મહત્ત્વની સપાટી...!!!,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102120000-1060,20240102120000,ibsintelligence.com,https://ibsintelligence.com/ibsi-news/7-major-credit-card-launches-in-december-2023-in-apac/,7 Major Credit Card launches in December 2023 in APAC,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102121500-T537,20240102121500,maalaimalar.com,https://www.maalaimalar.com:443/technology/mobilephone/redmi-note-12-4g-price-india-discount-696478,ரெட்மி நோட் ஸ்மார்ட்போனுக்கு ரூ. 4500 வரை தள்ளுபடி அறிவிப்பு.. சியோமி அசத்தல்,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102144500-T189,20240102144500,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-sensex-drops-379-pts-nifty-nears-21650-amid-covid-scare/articleshow/106486021.cms,"Stock Market: नए साल में दूसरे दिन गिरा शेयर बाजार, सेंसेक्स-निफ्टी लाल निशान पर बंद, जानिए क्या है वजह",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102163000-T8,20240102163000,nobat.com,https://www.nobat.com/news5901-nd-3a2f0094313238313539.html,નિફ્ટી ફયુચર ૨૧૮૦૮ પોઈન્ટ મહત્ત્વની સપાટી...!!!,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102163000-189,20240102163000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/banks-valuations-look-reasonable-2024s-credit-growth-to-be-around-15-jefferies-11989681.html,"Banks' valuations look reasonable, 2024's credit growth to be around 15%: Jefferies",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102163000-1354,20240102163000,newkerala.com,https://www.newkerala.com/news/2024/116.htm,Key UPI transaction changes that come into effect in New Year,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240102163000-558,20240102163000,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/alok-industries-shares-soar-on-3300-cr-fund-infusion-by-ril/article67698666.ece,"Alok Industries' shares soar on ₹3,300-cr fund infusion by RIL",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240102181500-998,20240102181500,livemint.com,https://www.livemint.com/companies/news/bombay-hc-asks-zee-promoter-to-deposit-61-6-crore-over-default-to-axis-finance-11704214694966.html,Bombay HC asks Zee promoter to deposit ₹61.6 crore over default to Axis Finance,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Axis Finance subsidiary — no parent bank nexus
20240102214500-507,20240102214500,menafn.com,https://menafn.com/1107678157/The-Launch-Of-UPI-For-Secondary-Market-Is-Set-To-Commence-In-Its-Beta-Phase,The Launch Of 'UPI For Secondary Market' Is Set To Commence In Its Beta Phase,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240103014500-490,20240103014500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/radhakishan-damani-acquires-1-4-more-in-vst-industries/articleshow/106497583.cms,Radhakishan Damani: Radhakishan Damani acquires 1.4% more in VST Industries,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103021500-460,20240103021500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-202-11986291.html,Stock Market Today: Top 10 things to know before the market opens,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic market roundup/index update
20240103034500-463,20240103034500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/philippines-stock-exchange-halts-trading/articleshow/106499754.cms,Philippines Stock Exchange: Philippines stock exchange halts trading,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103041500-685,20240103041500,forbes.com,https://www.forbes.com/sites/shivaramrajgopal/2024/01/02/tarred-by-the-same-brush-how-do-index-makers-deal-with-corporate-governance/,Tarred By The Same Brush: How Do Index Makers Deal With Corporate Governance?,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103043000-1352,20240103043000,indiatimes.com,https://economictimes.indiatimes.com/markets/options/fo-ban-list-iex-sail-among-6-stocks-under-trade-ban-on-wednesday/articleshow/106500446.cms,"stocks in f&o ban today: F&O Ban List: IEX, SAIL among 6 stocks under trade ban on Wednesday",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103051500-1013,20240103051500,businesstoday.in,https://www.businesstoday.in/markets/market-commentary/story/sensex-falls-over-200-points-nifty-tests-21600-national-aluminium-vodafone-idea-mphasis-slip-up-to-3-411660-2024-01-03,"Sensex falls over 200 points, Nifty tests 21,600; National Aluminium, Vodafone Idea & Mphasis slip up to 3%",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103053000-150,20240103053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/106503114.cms,Stock Market Sectors: Stock market update: Power stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic market roundup/index update
20240103053000-710,20240103053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hrh-next-services-debuts-on-nse-sme-with-14-premium/articleshow/106502164.cms,HRH Next Services debuts on NSE SME with 14% premium,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103061500-675,20240103061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/106504419.cms,Stock Market Sectors: Stock market update: Mining stocks down as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic market roundup/index update
20240103073000-41,20240103073000,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/chakri-lokapriya-on-his-top-largecap-midcap-and-smallcap-ideas-for-2024/articleshow/106507267.cms,"stock picks fpr 2024: Chakri Lokapriya on his top largecap, midcap and smallcap ideas for 2024",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103084500-1072,20240103084500,indiatimes.com,https://retail.economictimes.indiatimes.com/news/food-entertainment/food-services/vro-hospitality-raises-10-million-in-bridge-round-to-aid-expansion-plans/106504428,"VRO Hospitality raises $10 million in bridge round to aid expansion plans, ET Retail",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Minor startup investment by Axis Bank — not material parent event
20240103094500-447,20240103094500,businesstoday.in,https://www.businesstoday.in/markets/stock-picks/story/paytm-sbi-axis-icici-kotak-bank-hdfc-bank-shares-bernstein-sees-up-to-47-upside-heres-why-411692-2024-01-03,"Paytm, SBI, Axis, ICICI, Kotak Bank, HDFC Bank shares: Bernstein sees up to 47% upside. Here's why",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103104500-1192,20240103104500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-extends-losing-run-to-2nd-day-slides-536-pts-nifty-below-21550-ahead-of-fed-minutes/articleshow/106514979.cms,"Sensex extends losing run to 2nd day, slides 536 pts; Nifty below 21,550 ahead of Fed minute",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103110000-899,20240103110000,thehindubusinessline.com,https://www.thehindubusinessline.com/companies/vro-hospitality-raises-10-million-in-bridge-round/article67698877.ece,VRO Hospitality raises $10 million in bridge round - The Hindu BusinessLine,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Minor startup investment by Axis Bank — not material parent event
20240103111500-730,20240103111500,thehindubusinessline.com,https://www.thehindubusinessline.com/companies/pe-exits-worth-97500-crore-seen-in-2023-as-indian-equities-sizzled/article67701544.ece,"PE exits worth ₹97,500 crore seen in 2023 as Indian equities sizzled",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
20240103113000-426,20240103113000,indiatimes.com,https://economictimes.indiatimes.com/markets/options/nifty-bank-falls-for-4th-day-in-a-row-next-support-seen-at-20-dma/articleshow/106516793.cms,nifty bank: Nifty Bank falls for 4th day in a row; next support seen at 20-DMA,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic market roundup/index update
20240103113000-720,20240103113000,indiatimes.com,https://economictimes.indiatimes.com/wealth/invest/3-year-potd-interest-rate-hiked-fd-rates-of-sbi-vs-icici-bank-vs-hdfc-bank-vs-pnb-vs-post-office-time-deposit/articleshow/106516301.cms,3-year POTD interest rate hiked; FD rates of SBI vs ICICI Bank vs HDFC Bank vs PNB vs post office time deposit,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103120000-T311,20240103120000,nobat.com,https://www.nobat.com/news1254-nd-3a2f0094313238313539.html,નિફ્ટી ફયુચર ૨૧૬૦૬ પોઈન્ટ મહત્ત્વની સપાટી...!!!,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103120000-264,20240103120000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-0-45/articleshow/106517209.cms,Indices: Stock market update: Nifty Bank index falls 0.45%,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Generic market roundup/index update
20240103120000-965,20240103120000,businesstoday.in,https://www.businesstoday.in/markets/market-commentary/story/riding-the-rally-record-pe-vc-exits-in-2023-worth-rs-97500-crore-check-details-here-411715-2024-01-03,"Riding the rally: Record PE, VC exits in 2023 worth Rs 97,500 crore; check details here",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103143000-117,20240103143000,livemint.com,https://www.livemint.com/money/personal-finance/fd-rate-hikes-latest-fixed-deposit-rates-by-sbi-hdfc-bank-icici-bank-axis-bank-dcb-bank-bank-of-baroda-11704283999893.html,"FD rate hikes: Latest fixed deposit rates by 6 major lenders including SBI, HDFC Bank and ICICI Bank",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,No Axis Bank in headline — V2Org-only retrieval match
20240103154500-787,20240103154500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/pe-exits-worth-97500-crore-seen-in-2023-as-indian-equities-sizzled/article67701544.ece,"PE exits worth ₹97,500 crore seen in 2023 as Indian equities sizzled",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,Unrelated topic — no Axis Bank material
