gkg_record_id,date,source,url,headline,human_label,notes
20240401170000-T1128,20240401170000,livehindustan.com,https://www.livehindustan.com/bihar/story-kk-pathak-has-only-15-thousand-cash-how-much-property-do-nitish-government-officials-have-9669198.html,"KK Pathak has only 15 thousand cash how much property do Nitish government officials have - केके पाठक के पास मात्र 15 हजार कैश, नीतीश सरकार के अधिकारियों के पास कितनी संपत्ति? जानिए, बिहार न्यूज",NOT_RELEVANT,V2Organizations-only match
20240401174500-1454,20240401174500,dnaindia.com,https://www.dnaindia.com/business/report-meet-man-salil-pitale-iim-alumnus-who-worked-investment-banker-led-firm-of-rs-326000-cr-company-axis-capital-3083713,"Meet man, IIM alumnus, who worked as investment banker, led firm of Rs 326000 crore company as...",NOT_RELEVANT,V2Organizations-only match
20240401193000-1433,20240401193000,india.com,https://www.india.com/business/one-vehicle-one-fastag-effective-from-monday-how-it-will-affect-you-and-where-to-get-it-from-explained-6828656/,"One Vehicle, One FASTag Effective From Monday, How It Will Affect You",NOT_RELEVANT,V2Organizations-only match
20240401194500-T1005,20240401194500,navabharat.com,https://navabharat.com/?p=8260,"लगातार तीसरे दिन चढ़ा बाजार, सेंसेक्स 74 हजार अंक के पार",NOT_RELEVANT,V2Organizations-only match
20240401200000-T741,20240401200000,jagran.com,https://www.jagran.com/bihar/patna-city-bihar-government-officials-released-details-of-their-assets-23687594.html,"Bihar News: राज्य सरकार के अधिकारियों ने जारी किया अपनी संपत्ति का ब्यौरा, जानें किसके पास है कितनी प्रॉपर्टी और जमा-पूंजी - Bihar government officials released details of their assets",NOT_RELEVANT,V2Organizations-only match
20240402034500-537,20240402034500,rashtranews.com,https://www.rashtranews.com/bears-return-to-d-street-after-two-day-rally-sensex-tumbles-over-700-points-nifty-ends-below-17200/,"Bears return to D-Street after two-day rally; Sensex tumbles over 700 points, Nifty ends below 17,200",NOT_RELEVANT,V2Organizations-only match
20240402051500-592,20240402051500,freepressjournal.in,https://www.freepressjournal.in/business/its-all-red-major-banking-shares-slump-as-markets-start-on-a-negative-note,"Its All Red: Major Banking Shares Slump, As Markets Start On A Negative Note",NOT_RELEVANT,V2Organizations-only match
20240402054500-726,20240402054500,adgully.com,https://www.adgully.com/cleartrip-axis-bank-s-collaborative-strategy-game-changer-or-a-gamble-143872.html,Cleartrip & Axis Bank's Collaborative Strategy: Game-Changer or a Gamble?,DIRECTLY_RELEVANT,Prominent Axis Bank parent mention
20240402054500-1020,20240402054500,moneycontrol.com,https://www.moneycontrol.com/news/business/personal-finance/yes-bank-idfc-first-bank-to-levy-surcharge-on-utility-payments-with-credit-cards-12557041.html,"Yes Bank, IDFC First Bank to levy surcharge on utility payments with credit cards",NOT_RELEVANT,V2Organizations-only match
20240402060000-793,20240402060000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/108963421.cms,Stock Market Sectors: Stock market update: Fertilisers stocks up as market falls,NOT_RELEVANT,V2Organizations-only match
20240402060000-998,20240402060000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/108963535.cms,Stock Market Sectors: Stock market update: Power stocks up as market falls,NOT_RELEVANT,V2Organizations-only match
20240402061500-112,20240402061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-advances-0-08-in-a-weak-market/articleshow/108963753.cms,Indices: Stock market update: Nifty Bank index advances 0.08% in a weak market,NOT_RELEVANT,V2Organizations-only match
20240402061500-1483,20240402061500,india.com,https://zeenews.india.com/mobility/one-vehicle-one-fastag-comes-into-effect-know-how-it-will-impact-you-2736333.html,"'One Vehicle, One FASTag' Comes Into Effect: Know How It Will Impact You | Mobility News",NOT_RELEVANT,V2Organizations-only match
20240402063000-739,20240402063000,indiatimes.com,https://economictimes.indiatimes.com/wealth/save/one-vehicle-one-fastag-implemented-9-important-things-all-fastag-users-should-know/articleshow/108963752.cms,"One Vehicle, One FASTag implemented; 9 important things all FASTag users should know",NOT_RELEVANT,V2Organizations-only match
20240402080000-T1519,20240402080000,livehindustan.com,https://www.livehindustan.com/gadgets/flipkart-big-bachat-days-deal-on-motorola-edge-40-neo-and-motorola-g84-5g-201712043389134.html,"flipkart big bachat days deal on motorola edge 40 neo and motorola g84 5g Motorola का वॉटरप्रूफ 5G फोन फिर हुआ सस्ता, मोटो G84 पर भी चौंकाने वाली डील, 7 अप्रैल से पहले करें ऑर्डर",NOT_RELEVANT,V2Organizations-only match
20240402111500-692,20240402111500,businesstoday.in,https://www.businesstoday.in/markets/stocks/story/fiis-may-increase-their-stake-in-equity-markets-in-fy25-check-top-sectors-and-stock-picks-423946-2024-04-02,FIIs may increase their stake in equity markets in FY25; check top sectors and stock picks,NOT_RELEVANT,V2Organizations-only match
20240402111500-1161,20240402111500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stock-markets/reliance-power-sustains-uptrend-hits-upper-circuit/article68019343.ece,Reliance Power sustains uptrend; hits upper circuit - The Hindu BusinessLine,NOT_RELEVANT,V2Organizations-only match
20240402123000-1904,20240402123000,marketscreener.com,https://www.marketscreener.com/quote/stock/BSE-LIMITED-33930062/news/BSE-Listing-of-new-Commercial-Paper-of-Axis-Finance-Limited-46338644/,"BSE : Listing of new Commercial Paper of Axis Finance Limited -April 02, 2024 at 08:14 am EDT",NOT_RELEVANT,Standalone Axis Finance
20240402124500-247,20240402124500,gizbot.com,https://www.gizbot.com/deal-of-the-day/flipkart-big-bachat-days-sale-2024-smart-tvs-available-from-rs-5-499-093879.html,"Flipkart Big Bachat Days Sale 2024: Smart TVs Available from Rs 5,499",NOT_RELEVANT,V2Organizations-only match
20240402124500-1900,20240402124500,gizbot.com,https://www.gizbot.com/mobile/news/realme-12-pro-plus-gets-massive-discount-buy-it-for-24999-093863.html,"Realme 12 Pro Plus Gets Massive Discount of Rs 5,000: How to Buy it for as Low as Rs 24,999?",NOT_RELEVANT,V2Organizations-only match
20240402150000-2,20240402150000,livemint.com,https://www.livemint.com/money/personal-finance/how-some-axis-bank-credit-cards-became-fraud-targets-11712055614965.html,How some Axis Bank credit cards became fraud targets,DIRECTLY_RELEVANT,Regulatory/legal action
20240402160000-2023,20240402160000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-d-street-action-on-wednesday/articleshow/108981567.cms,Ahead of Market: 10 things that will decide D-Street action on Wednesday,NOT_RELEVANT,V2Organizations-only match
20240402160000-T2768,20240402160000,moneycontrol.com,https://hindi.moneycontrol.com/news/your-money/yes-bank-idfc-first-bank-will-levy-one-percent-surcharge-on-utility-bill-payment-through-credit-cards-1884661.html,"Yes Bank, IDFC First Bank के क्रेडिट कार्ड्स से मोबाइल, बिजली का बिल चुकाने पर लगेगा सरचार्ज",NOT_RELEVANT,V2Organizations-only match
20240402160000-T2778,20240402160000,livehindustan.com,https://www.livehindustan.com/uttar-pradesh/story-how-rich-is-tv-s-ram-arun-govil-gave-complete-details-of-land-flat-car-and-cash-in-his-nomination-9676249.html,"How rich is TV s Ram Arun Govil gave complete details of land flat car and cash in his nomination - टीवी के राम कितने धनवान? अरुण गोविल ने नामांकन में दिया जमीन-फ्लैट, कार और कैश का पूरा ब्योरा, उत्तर प्रदेश न्यूज",NOT_RELEVANT,V2Organizations-only match
20240402174500-2180,20240402174500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/cci-clears-indoedges-stake-purchase-in-mg-motor-india-other-deals/articleshow/108982766.cms,"MG Motor India share price: CCI clears IndoEdge's stake purchase in MG Motor India, other deals",NOT_RELEVANT,V2Organizations-only match
20240402180000-1488,20240402180000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/trade-setup-for-wednesday-15-things-to-know-before-opening-bell-27-12563901.html,Trade setup for Wednesday: 15 things to know before opening bell,NOT_RELEVANT,V2Organizations-only match
20240402180000-T114,20240402180000,gujaratsamachar.com,https://www.gujaratsamachar.com/news/national/bjp-candidate-from-meerut-and-ram-of-tv-serial-ramayan-arun-govil-file-nomination-know-his-net-worth,"ટીવી સિરિયલ રામાયણના 'રામ' પાસે છે કરોડોની સંપત્તિ, પત્ની પણ કરોડપતિ, મેરઠથી ઉમેદવારી નોંધાવી | BJP Candidate From Meerut And Ram Of TV Serial Ramayan Arun Govil File Nomination Know His Net Worth",NOT_RELEVANT,V2Organizations-only match
20240402180000-T2801,20240402180000,navabharat.com,https://navabharat.com/?p=8695,शेयर बाजार की तेजी थमी,NOT_RELEVANT,V2Organizations-only match
20240402181500-1815,20240402181500,thehindubusinessline.com,https://www.thehindubusinessline.com/economy/competition-commission-of-india-approves-axis-banks-1612-crore-worth-stake-buy-in-max-life-insurance/article68021024.ece,"Competition Commission of India approves Axis Bank's ₹1,612 crore Worth stake buy in Max Life Insurance",DIRECTLY_RELEVANT,Stock/analyst coverage
20240402181500-1592,20240402181500,aninews.in,https://www.aninews.in/news/business/competition-commission-of-india-approves-a-series-of-acquisitions20240402212802/,Competition Commission of India approves a series of acquisitions,NOT_RELEVANT,V2Organizations-only match
20240402181500-468,20240402181500,webindia123.com,https://news.webindia123.com/news/Articles/Business/20240402/4184082.html,Competition Commission of India approves a series of acquisitions,NOT_RELEVANT,V2Organizations-only match
20240402183000-T372,20240402183000,indiatimes.com,https://navbharattimes.indiatimes.com/state/uttar-pradesh/meerut/ramayana-ram-arun-govil-is-owner-of-crores-wife-sreelekha-is-also-not-behind/articleshow/108983332.cms,"Arun Govil Networth,रामायण के 'राम' करोड़ों के मालिक, पत्नी भी नहीं पीछे, शेयर मार्केट से लेकर MF में दोनों ने किए हैं खूब निवेश - ramayana ram arun govil is owner of crores wife sreelekha is also not behind",NOT_RELEVANT,V2Organizations-only match
20240402194500-1081,20240402194500,business-standard.com,https://www.business-standard.com/companies/news/cci-clears-axis-bank-s-proposed-acquisition-of-stake-in-max-life-insurance-124040201182_1.html,CCI clears Axis Bank's proposed acquisition of stake in Max Life Insurance,DIRECTLY_RELEVANT,Corporate stake/deal
20240402203000-1996,20240402203000,financialexpress.com,https://www.financialexpress.com/business/banking-finance-banks-look-to-grow-used-vehicle-portfolios-3444404/,Banks look to grow used vehicle portfolios,NOT_RELEVANT,V2Organizations-only match
20240402204500-1941,20240402204500,indiablooms.com,https://www.indiablooms.com/finance-details/20173/cci-approves-7-proposals-involving-acquisition-of-shares-across-companies.html,CCI approves 7 proposals involving acquisition of shares across companies | Indiablooms - First Portal on Digital News Management,NOT_RELEVANT,V2Organizations-only match
20240402230000-T236,20240402230000,dailyhindinews.com,https://dailyhindinews.com/ramayans-ram-is-the-owner-of-crores-of-rupees-not-even-his-wife-is-behind/,"रामायण के 'राम' करोड़ों के मालिक, पत्नी भी नहीं पीछे, शेयर मार्केट से लेकर MF में दोनों ने किए हैं खूब निवेश – Daily Hindi News",NOT_RELEVANT,V2Organizations-only match
20240403030000-178,20240403030000,moneycontrol.com,https://www.moneycontrol.com/news/business/exclusive-interview-next-3-6-months-will-tell-us-how-the-entire-business-with-paytm-pans-out-says-amitabh-chaudhry-12561051.html,"Exclusive Interview: ""Next 3-6 months will tell us how the entire business with Paytm pans out,"" says Amitabh Chaudhry",NOT_RELEVANT,V2Organizations-only match
20240403034500-855,20240403034500,businesstoday.in,https://www.businesstoday.in/markets/stocks/story/tata-steel-dr-reddys-labs-axis-bank-trading-strategies-for-these-buzzing-stocks-424049-2024-04-03,"Tata Steel, Dr Reddy's Labs, Axis Bank: Trading strategies for these buzzing stocks",DIRECTLY_RELEVANT,Stock/analyst coverage
20240403034500-879,20240403034500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-today-april-3-2024/article68022722.ece,Stock that will see action today: 3 April 2024 - The Hindu BusinessLine,NOT_RELEVANT,V2Organizations-only match
20240403043000-T2211,20240403043000,prabhatkhabar.com,https://www.prabhatkhabar.com/business/share-market-down-again-sensex-fall-323-points-nifty-update-mdn,"Share Market में छायी मायूसी, सेंसेक्स 323 अंक टूटा",NOT_RELEVANT,V2Organizations-only match
20240403050000-1461,20240403050000,freepressjournal.in,https://www.freepressjournal.in/business/airtel-shares-slide-by-1192-points-as-markets-start-in-red-reflecting-global-trend,"Airtel Shares Slide By 1192 Points As Markets Start In Red, Reflecting Global Trend",NOT_RELEVANT,V2Organizations-only match
20240403051500-1243,20240403051500,siasat.com,https://www.siasat.com/markets-fall-in-early-trade-amid-negative-global-trends-3003001/,Markets fall in early trade amid negative global trends,NOT_RELEVANT,V2Organizations-only match
20240403053000-338,20240403053000,india.com,https://zeenews.india.com/markets/markets-fall-in-early-trade-amid-negative-global-trends-sensex-declines-281-points-2736658.html,"Markets Fall In Early Trade Amid Negative Global Trends, Sensex Declines 281 Points",NOT_RELEVANT,V2Organizations-only match
20240403053000-405,20240403053000,indianexpress.com,https://indianexpress.com/article/business/market/sensex-nifty-fall-in-early-trade-amid-negative-global-trends-9248315/,"Sensex, Nifty fall in early trade amid negative global trends",NOT_RELEVANT,V2Organizations-only match
20240403054500-993,20240403054500,theweek.in,https://www.theweek.in/wire-updates/business/2024/04/03/del4-biz-stocks-open.html,Markets fall in early trade amid negative global trends,NOT_RELEVANT,V2Organizations-only match
20240403054500-374,20240403054500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/equity-markets-fall-in-early-trade-amid-negative-global-trends/article68022924.ece,equity markets fall in early trade amid negative global trends,NOT_RELEVANT,V2Organizations-only match
20240403061500-T1217,20240403061500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/paytm-business-next-3-6-months-are-very-crucial-for-paytm-business-future-axis-bank-ceo-amitabh-chaudhry-1885831.html,"Paytm के भविष्य के लिए अगले 3-6 महीने बहुत अहम हैं, Axis Bank के सीईओ अमिताभ चौधरी ने बताई इसकी वजह",DIRECTLY_RELEVANT,Prominent Axis Bank parent mention
20240403061500-272,20240403061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-0-07-in-a-weak-market/articleshow/108994007.cms,Indices: Stock market update: Nifty Bank index falls 0.07% in a weak market,NOT_RELEVANT,V2Organizations-only match
20240403061500-297,20240403061500,telegraphindia.com,https://www.telegraphindia.com/business/sensex-declines-281-points-to-73622-in-early-trade-nifty-dips-93-points-to-22360/cid/2010821,"Stock market | Sensex declines 281 points to 73,622 in early trade; Nifty dips 93 points to 22,360",NOT_RELEVANT,V2Organizations-only match
20240403061500-733,20240403061500,telegraphindia.com,https://www.telegraphindia.com/feeds/business/sensex-declines-281-points-to-73622-in-early-trade-nifty-dips-93-points-to-22360/cid/2010821,"Stock market | Sensex declines 281 points to 73,622 in early trade; Nifty dips 93 points to 22,360",NOT_RELEVANT,V2Organizations-only match
20240403063000-T2227,20240403063000,livehindustan.com,https://www.livehindustan.com/gadgets/flipkart-big-bachat-days-best-deal-on-samsung-galaxy-a15-5g-201712122993745.html,"flipkart big bachat days best deal on samsung galaxy a15 5g बड़ी खुशखबरी! Samsung के 5G फोन पर 5 हजार रुपये तक का डिस्काउंट, 7 अप्रैल से पहले करना होगा ऑर्डर",NOT_RELEVANT,V2Organizations-only match
20240403063000-438,20240403063000,theweek.in,https://www.theweek.in/news/biz-tech/2024/04/03/sensex-nifty-fall-in-early-trade-amid-negative-global-trends.html,"Sensex, Nifty fall in early trade amid negative global trends",NOT_RELEVANT,V2Organizations-only match
20240403070000-210,20240403070000,siliconindia.com,https://www.siliconindia.com/news/general/stocks-to-monitor-ultratech-cement-zeel-mahindra-finance-jsw-energy-zomato-nid-228800-cid-1.html,"Stocks to Monitor: UltraTech Cement, ZEEL, Mahindra Finance, JSW Energy, Zomato",NOT_RELEVANT,V2Organizations-only match
20240403071500-1191,20240403071500,aninews.in,https://aninews.in/news/business/competition-commission-of-india-approves-a-series-of-acquisitions20240402212802/,Competition Commission of India approves a series of acquisitions,NOT_RELEVANT,V2Organizations-only match
20240403071500-979,20240403071500,thehindu.com,https://www.thehindu.com/business/markets/markets-fall-in-early-trade-amid-negative-global-trends/article68023064.ece,Markets fall in early trade amid negative global trends,NOT_RELEVANT,V2Organizations-only match
20240403074500-T370,20240403074500,punjabkesari.com,https://www.punjabkesari.com/business-news/stock-market-falls-sensex-falls-281-18-points-nifty-slips-below-93-15/,"शेयर बाजार में गिरावट, Sensex 281.18 अंक टूटा, Nifty 93.15 से नीचे फिसला Stock Market Falls, Sensex Falls 281.18 Points, Nifty Slips Below 93.15",NOT_RELEVANT,V2Organizations-only match
20240403083000-1367,20240403083000,tribuneindia.com,https://www.tribuneindia.com/news/business/markets-fall-in-early-trade-amid-negative-global-trends-606937,Markets fall in early trade amid negative global trends,NOT_RELEVANT,V2Organizations-only match
20240403083000-1157,20240403083000,thehindubusinessline.com,https://www.thehindubusinessline.com/portfolio/technical-analysis/bank-nifty-prediction-today-april-3-2024-avoid-intraday-trading/article68023045.ece,"Bank Nifty prediction today — April 3, 2024: Avoid intraday trading",NOT_RELEVANT,V2Organizations-only match
20240403104500-689,20240403104500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-personal-loan/,axis bank personal loan | Udaipur Kiran,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240403104500-820,20240403104500,udaipurkiran.com,https://udaipurkiran.com/tag/axis-bank-personal-loan-calculator/,axis bank personal loan calculator,NOT_RELEVANT,Non-article URL / taxonomy tag page
20240403110000-1841,20240403110000,indiatimes.com,https://economictimes.indiatimes.com/markets/options/nifty-bank-recoups-losses-to-close-in-green-next-resistance-seen-around-48000-experts/articleshow/109004499.cms,"Nifty Bank recoups losses to close in green; next resistance seen around 48,000: Experts",NOT_RELEVANT,V2Organizations-only match
20240403110000-1186,20240403110000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/109004258.cms,52 week high stocks: Stock market update: Stocks that hit 52-week highs on NSE in today's trade,NOT_RELEVANT,V2Organizations-only match
20240403110000-484,20240403110000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/taking-stock-market-inches-closer-to-record-high-amid-volatility-midcap-index-hits-fresh-high-12568101.html,Taking Stock: Market inches closer to record high amid volatility; midcap index hits fresh high,NOT_RELEVANT,V2Organizations-only match
20240403111500-T1301,20240403111500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/share-market-today-sensex-down-but-mid-smallcaps-rise-investor-earns-rs-1-83-lakh-crore-in-a-day-1886661.html,"Sensex लुढ़का, लेकिन छोटे और मझोले शेयरों में तूफानी तेजी, निवेशकों ने ₹1.83 लाख करोड़ कमाए",NOT_RELEVANT,V2Organizations-only match
20240403111500-T1286,20240403111500,prabhatkhabar.com,https://www.prabhatkhabar.com/business/share-market-weak-recovery-sensex-nifty-closed-down-mdn,Share Market: कमजोर बाजार में रिकवरी से मिली मामूली राहत,NOT_RELEVANT,V2Organizations-only match
20240403113000-303,20240403113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/109005090.cms,52 week high stocks: Stock market update: Stocks that hit 52-week lows on NSE in today's trade,NOT_RELEVANT,V2Organizations-only match
20240403113000-363,20240403113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/109005506.cms,Stock Market Sectors: Stock market update: Mining stocks up as market falls,NOT_RELEVANT,V2Organizations-only match
20240403113000-972,20240403113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/109004906.cms,Stock Market Sectors: Stock market update: Sugar stocks up as market falls,NOT_RELEVANT,V2Organizations-only match
20240403113000-1058,20240403113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/109004742.cms,Stock Market Sectors: Stock market update: Power stocks up as market falls,NOT_RELEVANT,V2Organizations-only match
20240403113000-556,20240403113000,livemint.com,https://www.livemint.com/market/stock-market-news/top-gainers-and-losers-today-on-3-april-2024-shriram-finance-ntpc-nestle-india-bajaj-auto-among-most-active-stocks-check-full-list-here-11712140398434.html,"Top Gainers and Losers today on 3 April, 2024: Shriram Finance, NTPC, Nestle India, Bajaj Auto among most active stocks; Check full list here",NOT_RELEVANT,V2Organizations-only match
