gkg_record_id,headline,source,url,reason
20241001064500-T483,"Share Market: &#x938;&#x92A;&#x93E;&#x91F; &#x916;&#x941;&#x932;&#x93E; &#x936;&#x947;&#x92F;&#x930; &#x92C;&#x93E;&#x91C;&#x93E;&#x930;, Nifty-Sensex &#x92E;&#x947;&#x902; &#x926;&#x93F;&#x916;&#x940; &#x917;&#x93F;&#x930;&#x93E;&#x935;&#x91F;",punjabkesari.com,https://www.punjabkesari.com/business-news/share-market-stock-market-opened-flat-nifty-sensex-saw-decline/,Filtered by BigQueryGKGExtractor
20241001070000-407,"Sensex, Nifty pare gains; IT shares advance",business-standard.com,https://www.business-standard.com/markets/capital-market-news/sensex-nifty-pare-gains-it-shares-advance-124100100278_1.html,Filtered by BigQueryGKGExtractor
20241001070000-956,Markets rebound in early trade after sharp drubbing in previous session,thehindu.com,https://www.thehindu.com/business/markets-rebound-in-early-trade-after-sharp-drubbing-in-previous-session/article68704413.ece,Filtered by BigQueryGKGExtractor
20241001070000-T444,"Stock Market: &#x936;&#x947;&#x92F;&#x930; &#x92C;&#x93E;&#x91C;&#x93E;&#x930; &#x92E;&#x947;&#x902; &#x92E;&#x902;&#x917;&#x932;, &#x936;&#x941;&#x930;&#x941;&#x906;&#x924;&#x940; &#x915;&#x93E;&#x930;&#x94B;&#x92C;&#x93E;&#x930; &#x92E;&#x947;&#x902; 348 &#x905;&#x902;&#x915; &#x909;&#x91B;&#x932;&#x93E; &#x938;&#x947;&#x902;&#x938;&#x947;&#x915;&#x94D;&#x938;",prabhatkhabar.com,https://www.prabhatkhabar.com/business/stock-market-started-strongly-sensex-jumped-348-points-in-early-trade,Filtered by BigQueryGKGExtractor
20241001073000-662,Benchmark indices rebound amid buying in IT stocks and recovery in Japanese markets,mid-day.com,https://www.mid-day.com/business/business-news/article/markets-rebound-amid-early-trade-as-japanese-markets-recover-after-drubbing-23403270,Filtered by BigQueryGKGExtractor
20241001073000-1216,"Sensex, Nifty Modestly Higher As IT Stocks Surge",rttnews.com,https://www.rttnews.com/3478507/sensex-nifty-modestly-higher-as-it-stocks-surge.aspx,Filtered by BigQueryGKGExtractor
20241001073000-273,The Akshaya Patra Foundation & Thakkar Family Foundation Launched a Centralised Kitchen in Chikkajala to Empower School Children with Nutritious Meals,webindia123.com,https://news.webindia123.com/news/Articles/Business/20241001/4241023.html,Filtered by BigQueryGKGExtractor
20241001074500-980,"Nifty, Sensex open flat, Indian markets in consolidation phase after shift in foreign inflows",aninews.in,https://aninews.in/news/business/nifty-sensex-open-flat-indian-markets-in-consolidation-phase-after-shift-in-foreign-inflows20241001093614/,Filtered by BigQueryGKGExtractor
20241001080000-1239,"Nifty, Sensex open flat, Indian markets in consolidation phase after shift in foreign inflows",nigeriasun.com,https://www.nigeriasun.com/news/274656838/nifty-sensex-open-flat-indian-markets-in-consolidation-phase-after-shift-in-foreign-inflows,Filtered by BigQueryGKGExtractor
20241001081500-T410,Share market today 1 october 2024 bse sensex gains 280 points nifty near 26000,jansatta.com,https://www.jansatta.com/business/share-market-today-1-october-2024-bse-sensex-gains-280-points-nifty-near-26000/3601889/,Filtered by BigQueryGKGExtractor
20241001081500-427,stock picks: 3 sectors Vinay Rajani is bullish on for near term,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/3-sectors-vinay-rajani-is-bullish-on-for-near-term/articleshow/113842944.cms,Filtered by BigQueryGKGExtractor
20241001083000-551,"Nifty, Sensex open flat, Indian markets in consolidation phase after shift in foreign inflows",oklahomacitysun.com,https://www.oklahomacitysun.com/news/274656838/nifty-sensex-open-flat-indian-markets-in-consolidation-phase-after-shift-in-foreign-inflows,Filtered by BigQueryGKGExtractor
20241001084500-308,"Sensex, Nifty Modestly Higher As IT Stocks Surge",rttnews.com,https://www.rttnews.com/story.aspx?Id=3478507,Filtered by BigQueryGKGExtractor
20241001084500-1453,Good news for freshers! Indian IT sector entry-level hiring set to double in FY25,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/good-news-for-freshers-indian-it-sector-entry-level-hiring-set-to-double-in-fy25/articleshow/113842030.cms,Filtered by BigQueryGKGExtractor
20241001090000-1254,Danish telecoms giant TDC NET chooses IFS Cloud to boost workforce efficiency and modernize infrastructure,tmcnet.com,https://www.tmcnet.com/usubmit/2024/10/01/10081219.htm,Filtered by BigQueryGKGExtractor
20241001090000-123,The Akshaya Patra Foundation  &  Thakkar Family Foundation Launched a Centralised Kitchen in Chikkajala to Empower School Children with Nutritious Meals,business-standard.com,https://www.business-standard.com/content/press-releases-ani/the-akshaya-patra-foundation-thakkar-family-foundation-launched-a-centralised-kitchen-in-chikkajala-to-empower-school-children-with-nutritious-meals-124100100495_1.html,Filtered by BigQueryGKGExtractor
20241001090000-1076,Benchmarks continues to trade in sideways; IT shares advanced,business-standard.com,https://www.business-standard.com/markets/capital-market-news/benchmarks-continues-to-trade-in-sideways-it-shares-advanced-124100100552_1.html,Filtered by BigQueryGKGExtractor
20241001091500-25,Danish telecoms giant TDC NET chooses IFS Cloud to boost workforce efficiency and modernize infrastructure,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2024-10/63407349-danish-telecoms-giant-tdc-net-chooses-ifs-cloud-to-boost-workforce-efficiency-and-modernize-infrastructure-008.htm,Filtered by BigQueryGKGExtractor
20241001091500-1007,Danish telecoms giant TDC NET chooses IFS Cloud to boost workforce efficiency and modernize infrastructure,itnewsonline.com,https://www.itnewsonline.com/PRNewswire/Danish-telecoms-giant-TDC-NET-chooses-IFS-Cloud-to-boost-workforce-efficiency-and-modernize-infrastructure/1013226,Filtered by BigQueryGKGExtractor
20241001091500-552,The Akshaya Patra Foundation & Thakkar Family Foundation Launched a Centralised Kitchen in Chikkajala to Empower School Children with Nutritious Meals,aninews.in,https://aninews.in/news/business/the-akshaya-patra-foundation-amp-thakkar-family-foundation-launched-a-centralised-kitchen-in-chikkajala-to-empower-school-children-with-nutritious-meals20241001120401/,Filtered by BigQueryGKGExtractor
20241001091500-1069,"Nifty, Sensex open flat, Indian markets in consolidation phase after shift in foreign inflows",newzealandstar.com,https://www.newzealandstar.com/news/274656838/nifty-sensex-open-flat-indian-markets-in-consolidation-phase-after-shift-in-foreign-inflows,Filtered by BigQueryGKGExtractor
20241001094500-1031,"Markets open flat amid mixed global cues, Tech stocks lead gains",thehindubusinessline.com,https://www.thehindubusinessline.com/markets/markets-open-flat-amid-mixed-global-cues-tech-stocks-lead-gains/article68704189.ece,Filtered by BigQueryGKGExtractor
20241001094500-1356,Indian markets remain subdued in mid-day trading&#xA0; - The Hindu BusinessLine,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/indian-markets-remain-subdued-in-mid-day-trading/article68704616.ece,Filtered by BigQueryGKGExtractor
20241001100000-505,Danish telecoms giant TDC NET chooses IFS Cloud to boost workforce efficiency and modernize infrastructure,prnewswire.com,https://www.prnewswire.com/news-releases/danish-telecoms-giant-tdc-net-chooses-ifs-cloud-to-boost-workforce-efficiency-and-modernize-infrastructure-302263734.html,Filtered by BigQueryGKGExtractor
20241001100000-1107,Danish telecoms giant TDC NET chooses IFS Cloud to boost workforce efficiency and modernize infrastructure,prnewswire.com,https://www.prnewswire.com/news-releases/danish-telecoms-giant-tdc-net-chooses-ifs-cloud-to-boost-workforce-efficiency-and-modernize-infrastructure-302263739.html,Filtered by BigQueryGKGExtractor
20241001100000-733,Tech Mahindra Shares Rise By Over 2% After 'Hold' Call From HSBC,freepressjournal.in,https://www.freepressjournal.in/business/tech-mahindra-shares-rise-by-over-2-after-hold-call-from-hsbc,Filtered by BigQueryGKGExtractor
20241001104500-728,"Stock market today: Nifty 50, Sensex close flat amid volatility; IT stocks show resilience",livemint.com,https://www.livemint.com/market/stock-market-news/stock-market-today-nifty-50-sensex-close-flat-amid-volatility-it-stocks-show-resilience-11727772769135.html,Filtered by BigQueryGKGExtractor
20241001110000-1065,"Nifty, Sensex open flat, Indian markets in consolidation phase after shift in foreign inflows",shanghaisun.com,https://www.shanghaisun.com/news/274656838/nifty-sensex-open-flat-indian-markets-in-consolidation-phase-after-shift-in-foreign-inflows,Filtered by BigQueryGKGExtractor
20241001111500-166,"Top Gainers and Losers today on 1 October, 2024: Tech Mahindra, Mahindra & Mahindra, Indusind Bank, Oil & Natural Gas Corporation among most active stocks; Check full list here",livemint.com,https://www.livemint.com/market/stock-market-news/top-gainers-and-losers-today-on-1-october-2024-tech-mahindra-mahindra-mahindra-indusind-bank-oil-natural-gas-corporation-among-most-active-stocks-check-full-list-here-11727778793209.html,Filtered by BigQueryGKGExtractor
20241001111500-1239,"Stock markets settle flat in highly volatile trade; oil & gas, FMCG shares major drag",orissapost.com,https://www.orissapost.com/stock-markets-settle-flat-in-highly-volatile-trade-oil-gas-fmcg-shares-major-drag/,Filtered by BigQueryGKGExtractor
20241001111500-636,"Taking Stock: Sensex, Nifty end marginally lower; IT shines, oil and gas drag",moneycontrol.com,https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-nifty-end-marginally-lower-it-shines-oil-and-gas-drag-12833404.html,Filtered by BigQueryGKGExtractor
20241001111500-897,"Sensex, Nifty close flat; IT stocks rally while energy, infra witness selling pressure",moneycontrol.com,https://www.moneycontrol.com/news/business/markets/sensex-nifty-close-flat-it-stocks-rally-while-energy-infra-witness-selling-pressure-12833328.html,Filtered by BigQueryGKGExtractor
20241001111500-1498,Stock Market Sectors: Stock market update: Fertilisers stocks  up  as market  falls,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/113849216.cms,Filtered by BigQueryGKGExtractor
20241001111500-435,Stock Market Sectors: Stock market update: Power stocks  up  as market  falls,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/113849464.cms,Filtered by BigQueryGKGExtractor
20241001111500-1297,52 week high stocks: Stock market update: Stocks that hit 52-week lows on NSE in today's trade,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/113849710.cms,Filtered by BigQueryGKGExtractor
20241001111500-1321,"sensex news today: Sensex, Nifty end flat; IT shines, auto gears up",indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-end-flat-it-shines-auto-gears-up/articleshow/113849839.cms,Filtered by BigQueryGKGExtractor
20241001111500-T1843,"Indian stock market closed flat, buying in midcap and smallcap",khaskhabar.com,https://www.khaskhabar.com/news/india-news/news-indian-stock-market-closed-flat-buying-in-midcap-and-smallcap-news-hindi-1-673490-KKN.html,Filtered by BigQueryGKGExtractor
20241001113000-324,"Ellen MacArthur Foundation announces new CEO, with Davos 2025 as first major event",edie.net,https://www.edie.net/ellen-macarthur-foundation-announces-new-ceo-with-davos-2025-as-first-major-event/,Filtered by BigQueryGKGExtractor
20241001113000-858,Mphasis elects Jan Kathleen Hier as chairperson of the board,financialexpress.com,https://www.financialexpress.com/business/industry-mphasis-elects-jan-kathleen-hier-as-chairperson-of-the-board-3627747/,Filtered by BigQueryGKGExtractor
20241001113000-140,Sensex & Nifty In Red: Indian Markets Start October On A Negative Note,freepressjournal.in,https://www.freepressjournal.in/business/sensex-nifty-in-red-indian-markets-start-october-on-a-negative-note,Filtered by BigQueryGKGExtractor
20241001114500-570,"Indian stocks close marginally low, profit booking witnessed for third straight session",aninews.in,https://aninews.in/news/business/indian-stocks-close-marginally-low-profit-booking-witnessed-for-third-straight-session20241001160949/,Filtered by BigQueryGKGExtractor
20241001114500-140,"Sensex Closes Flat, IT And Auto Stocks Gain",menafn.com,https://menafn.com/1108733962/Sensex-Closes-Flat-IT-And-Auto-Stocks-Gain,Filtered by BigQueryGKGExtractor
20241001114500-103,"Indian stocks close marginally low, profit booking witnessed for third straight session",bignewsnetwork.com,https://www.bignewsnetwork.com/news/274657862/indian-stocks-close-marginally-low-profit-booking-witnessed-for-third-straight-session,Filtered by BigQueryGKGExtractor
20241001120000-600,Stock Market Sectors: Stock market update: Sugar stocks  up  as market  falls,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/113851455.cms,Filtered by BigQueryGKGExtractor
20241001120000-784,active stocks: Share market update: Most active stocks of the day in terms of traded value,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/113851322.cms,Filtered by BigQueryGKGExtractor
20241001120000-1020,Stock Market Sectors: Stock market update: Mining stocks  mixed  as market  falls,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-falls/articleshow/113851172.cms,Filtered by BigQueryGKGExtractor
20241001120000-268,"Sensex, Nifty End Flat After Volatility",rttnews.com,https://www.rttnews.com/3478629/sensex-nifty-end-flat-after-volatility.aspx,Filtered by BigQueryGKGExtractor
20241001120000-453,"Stock markets settle flat in highly volatile trade; oil & gas, FMCG shares major drag",thehindu.com,https://www.thehindu.com/business/markets/stock-markets-settle-flat-in-highly-volatile-trade-oil-gas-fmcg-shares-major-drag/article68705360.ece,Filtered by BigQueryGKGExtractor
20241001121500-824,Stock Market Sectors: Stock market update: FMCG stocks  up  as market  falls,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/113851997.cms,Filtered by BigQueryGKGExtractor
20241001121500-265,"Sensex closes flat, IT and auto stocks gain",prokerala.com,https://www.prokerala.com/news/articles/a1568949.html,Filtered by BigQueryGKGExtractor
20241001121500-1758,"Oil & gas, FMCG shares drag markets down",rediff.com,https://www.rediff.com/business/report/oil--gas-fmcg-shares-drag-markets-down/20241001.htm,Filtered by BigQueryGKGExtractor
20241001121500-1586,Application Management Services Market Advancements Highlighted by Size And Growth Report 2024,whatech.com,https://whatech.com/og/markets-research/it/889693-application-management-services-market-size-and-growth-report-2024.html,Filtered by BigQueryGKGExtractor
20241001121500-T1106,"80000 &#x915;&#x930;&#x94B;&#x921;&#x93C; &#x930;&#x941;&#x92A;&#x92F;&#x947; &#x938;&#x94D;&#x935;&#x93E;&#x939;&#x93E;, &#x92E;&#x941;&#x915;&#x947;&#x936; &#x905;&#x902;&#x92C;&#x93E;&#x928;&#x940; &#x915;&#x940; &#x915;&#x902;&#x92A;&#x928;&#x940; &#x915;&#x94B; &#x926;&#x94B; &#x926;&#x93F;&#x928; &#x92E;&#x947;&#x902; &#x924;&#x917;&#x921;&#x93C;&#x93E; &#x928;&#x941;&#x915;&#x938;&#x93E;&#x928;, &#x91C;&#x93E;&#x928;&#x947;&#x902; &#x915;&#x94D;&#x92F;&#x94B;&#x902; &#x939;&#x941;&#x906; &#x910;&#x938;&#x93E;",indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/reliance-industries-lost-approx-rupees-80000-crore-in-two-days-know-the-reason/articleshow/113851264.cms,Filtered by BigQueryGKGExtractor
20241001123000-125,"Indian stocks close marginally low, profit booking witnessed for third straight session",nigeriasun.com,https://www.nigeriasun.com/news/274657862/indian-stocks-close-marginally-low-profit-booking-witnessed-for-third-straight-session,Filtered by BigQueryGKGExtractor
20241001123000-907,52 week high stocks: Stock market update: Stocks that hit 52-week highs on NSE in today's trade,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/113852236.cms,Filtered by BigQueryGKGExtractor
20241001130000-1406,"Stock Markets Settle Flat In Highly Volatile Trade; Oil & Gas, FMCG Shares Major Drag",india.com,https://zeenews.india.com/economy/stock-markets-settle-flat-in-highly-volatile-trade-oil-gas-fmcg-shares-major-drag-2801104.html,Filtered by BigQueryGKGExtractor
20241001130000-1513,Kerala CM Pinarayi Vijayan inaugurates India's first supercapacitor manufacturing facility at Keltron in Kannur,webindia123.com,https://news.webindia123.com/news/Articles/India/20241001/4241207.html,Filtered by BigQueryGKGExtractor
20241001130000-1146,Kerala CM Pinarayi Vijayan inaugurates India's first supercapacitor manufacturing facility at Keltron in Kannur,aninews.in,https://aninews.in/news/national/general-news/kerala-cm-pinarayi-vijayan-inaugurates-indias-first-supercapacitor-manufacturing-facility-at-keltron-in-kannur20241001171026/,Filtered by BigQueryGKGExtractor
20241001130000-673,"Indian Stocks Close Marginally Low, Profit Booking Witnessed For Third Straight Session",india.com,https://zeenews.india.com/economy/indian-stocks-close-marginally-low-profit-booking-witnessed-for-third-straight-session-2801095.html,Filtered by BigQueryGKGExtractor
20241001130000-608,"Sensex, Nifty fall for 3rd day on FII outflows, profit-taking in oil & gas, FMCG shares",indianexpress.com,https://indianexpress.com/article/business/sensex-nifty-fall-on-fii-outflows-profit-taking-in-oil-gas-fmcg-shares-9598241/,Filtered by BigQueryGKGExtractor
20241001131500-9,"Stock Market Highlights: Sensex, Nifty close flat; Tech Mahindra top gainer on Sensex",thehindubusinessline.com,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-1-october-2024/article68701832.ece,Filtered by BigQueryGKGExtractor
20241001131500-621,"Indian stocks close marginally low, profit booking witnessed for third straight session",oklahomacitysun.com,https://www.oklahomacitysun.com/news/274657862/indian-stocks-close-marginally-low-profit-booking-witnessed-for-third-straight-session,Filtered by BigQueryGKGExtractor
20241001131500-383,"Sensex, Nifty End Flat After Volatility",rttnews.com,https://www.rttnews.com/story.aspx?Id=3478629,Filtered by BigQueryGKGExtractor
20241001133000-1766,Kerala CM Pinarayi Vijayan inaugurates India's first supercapacitor manufacturing facility at Keltron in Kannur,bignewsnetwork.com,https://www.bignewsnetwork.com/news/274658274/kerala-cm-pinarayi-vijayan-inaugurates-india-first-supercapacitor-manufacturing-facility-at-keltron-in-kannur,Filtered by BigQueryGKGExtractor
20241001134500-1140,"Indian stocks close marginally low, profit booking witnessed for third straight session",newzealandstar.com,https://www.newzealandstar.com/news/274657862/indian-stocks-close-marginally-low-profit-booking-witnessed-for-third-straight-session,Filtered by BigQueryGKGExtractor
20241001140000-1073,"Sensex closes flat, IT and auto stocks gain",ibcworldnews.com,https://ibcworldnews.com/?p=160345,Filtered by BigQueryGKGExtractor
20241001140000-1058,"Stock markets settle flat in highly volatile trade; oil & gas, FMCG shares major drag",thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stock-markets-settle-flat-in-highly-volatile-trade-oil-gas-fmcg-shares-major-drag/article68705255.ece,Filtered by BigQueryGKGExtractor
20241001140000-638,Indian markets close marginally lower; Tech stocks lead gains,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stock-markets/tech-stocks-rally-as-nifty-edges-lower-in-choppy-trade/article68705333.ece,Filtered by BigQueryGKGExtractor
20241001143000-492,"Market ends lower for 3rd consecutive session; IT shines, oil and gas drag",thestatesman.com,https://www.thestatesman.com/business/market-ends-lower-for-3rd-consecutive-session-it-shines-oil-and-gas-drag-1503348974.html,Filtered by BigQueryGKGExtractor
20241001144500-1083,"Indian stocks close marginally low, profit booking witnessed for third straight session",shanghaisun.com,https://www.shanghaisun.com/news/274657862/indian-stocks-close-marginally-low-profit-booking-witnessed-for-third-straight-session,Filtered by BigQueryGKGExtractor
20241001150000-674,"Sensex closes flat, IT and auto stocks gain",newkerala.com,https://www.newkerala.com/news/2024/61911.htm,Filtered by BigQueryGKGExtractor
20241001151500-1876,"Sensex, Nifty fall for third day on FII outlfows, profit-taking in oil & gas, FMCG shares",theweek.in,https://www.theweek.in/news/biz-tech/2024/10/01/sensex-nifty-fall-for-third-day-on-fii-outlfows-profit-taking-in-oil-and-gas-fmcg-shares.html,Filtered by BigQueryGKGExtractor
20241001151500-1004,"DIIs net buy shares worth Rs 4610 crore, FIIs net sell shares worth Rs 5579 crore",moneycontrol.com,https://www.moneycontrol.com/news/business/markets/diis-net-buy-shares-worth-rs-4610-crore-fiis-net-sell-shares-worth-rs-5579-crore-12833717.html,Filtered by BigQueryGKGExtractor
20241001160000-441,How India's Research Infrastructure Can Sidestep Mistakes In The US Ecosystem,indiacurrents.com,https://indiacurrents.com/how-indias-research-infrastructure-can-sidestep-mistakes-in-the-us-ecosystem/,Filtered by BigQueryGKGExtractor
20241001171500-2286,The Ellen MacArthur Foundation Names Jonquil Hackenberg As New CEO,esmmagazine.com,https://www.esmmagazine.com/retail/the-ellen-macarthur-foundation-names-jonquil-hackenberg-as-new-ceo-274112,Filtered by BigQueryGKGExtractor
20241001174500-1037,Plan Security Relies on Vetting 3rd-Party Providers,plansponsor.com,https://www.plansponsor.com/in-depth/plan-security-relies-on-vetting-3rd-party-providers/,Filtered by BigQueryGKGExtractor
20241001174500-177,Sustainability charity reveals next chief,thirdsector.co.uk,https://www.thirdsector.co.uk/sustainability-charity-reveals-next-chief/management/article/1890484,Filtered by BigQueryGKGExtractor
20241001183000-511,"Sensex closes flat, IT and auto stocks gain - INDIA New England News",indianewengland.com,https://indianewengland.com/sensex-closes-flat-it-and-auto-stocks-gain/,Filtered by BigQueryGKGExtractor
20241001184500-587,Sensex falls 33 pts | Central India's Premier English Daily,centralchronicle.com,https://www.centralchronicle.com/sensex-falls-33-pts/,Filtered by BigQueryGKGExtractor
20241001203000-T124,&#x9B6;&#x9C7;&#x9DF;&#x9BE;&#x9B0;&#x9AC;&#x9BE;&#x99C;&#x9BE;&#x9B0;&#x9C7; &#x995;&#x9BE;&#x9B0;&#x9B8;&#x9BE;&#x99C;&#x9BF;&#x9B0; &#x995;&#x9C7;&#x9A8;&#x9CD;&#x9A6;&#x9CD;&#x9B0;&#x9AC;&#x9BF;&#x9A8;&#x9CD;&#x9A6;&#x9C1;&#x9A4;&#x9C7; &#x9AB;&#x9B0;&#x99A;&#x9C1;&#x9A8; &#x9B8;&#x9C1;&#x99C;,dailyjanakantha.com,https://www.dailyjanakantha.com/economy/news/734873,Filtered by BigQueryGKGExtractor
20241001204500-1928,Microsoft's Copilot: A New Era of AI Innovation?,infotechlead.com,https://infotechlead.com/artificial-intelligence/microsofts-copilot-a-new-era-of-ai-innovation-86967,Filtered by BigQueryGKGExtractor
