audit_id,article_id,date_extracted,timestamp_basis,source,headline,url,human_label,human_notes
ITC_OCT_AUDIT_011,4bee9e608b4799d5f9cd97fed82b3863e5cc2036,,gdelt_gkg_observation,indiatimes.com,"Sensex Today | Stock Market LIVE Updates: Sensex climbs 400 pts, Nifty above 25,100; Jio Fin, ITC rise up to 2%",https://economictimes.indiatimes.com/markets/stocks/live-blog/bse-sensex-today-live-nifty-stock-market-updates-7-october-2024/liveblog/113997134.cms,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_012,7867b5e919e94a9d490e364e88a2278f67f4a0fd,,gdelt_gkg_observation,indiatimes.com,ITC shares rise over 2% as NCLT approves demerger of hotel business,https://economictimes.indiatimes.com/markets/stocks/news/itc-shares-rise-over-2-as-nclt-approves-demerger-of-hotel-business/articleshow/114001584.cms,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_013,62b9fe24758099254ddb531672122e6ce2f16458,,gdelt_gkg_observation,news18.com,ITC Shares Rise 2% After NCLT Clears Plan To Demerge Hotels Business; Key Points,https://www.news18.com/business/markets/itc-shares-rise-2-after-nclt-clears-plan-to-demerge-hotels-business-key-points-9076354.html,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_014,142f035ca354a1a3ea86b3beec0749fe5a6dfded,,gdelt_gkg_observation,business-standard.com,ITC demerger update: Stock gains over 2% on NCLT approval; details,https://www.business-standard.com/markets/news/itc-demerger-update-stock-gains-over-2-on-nclt-approval-details-124100700480_1.html,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_015,289611d4743044bf4b332c1b78d920e5fb156ad2,,gdelt_gkg_observation,invezz.com,"Sensex, Nifty50 Rally at opening bell on strong global cues; ITC and NBCC surge, Titan and ONGC decline",https://invezz.com/news/2024/10/07/sensex-nifty50-rally-at-opening-bell-on-strong-global-cues-itc-and-nbcc-surge-titan-and-ongc-decline,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_016,8fcb12ca130c237743cc61d4625cdb1b0ba7c115,,gdelt_gkg_observation,thehindubusinessline.com,"ITC Foods expands into adjacencies, focuses on high-potential growth areas",https://www.thehindubusinessline.com/companies/itc-foods-expands-into-adjacencies-focuses-on-high-potential-growth-areas/article68724608.ece,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_017,a5886912b28d2acc3f24c48d6ec368901b33254b,,gdelt_gkg_observation,lexology.com,Talkin' Trade: Navigating the Post-Loper Bright World at the ITC,https://www.lexology.com/library/detail.aspx?g=5b2f31d0-2f1a-43ec-aa6b-7d114220516b,NOT_RELEVANT,"False positive acronym collision (USITC legal report, Maharashtra VAT ITC tax litigation, or San Antonio Texan Cultures building)."
ITC_OCT_AUDIT_018,2350f53cec69adf4bc9ade6c406a08901c44ea46,,gdelt_gkg_observation,business-standard.com,"ITC, HUL, Airtel among 5 Nifty stocks to avoid as the market bounces back",https://www.business-standard.com/markets/news/itc-hul-airtel-among-5-nifty-stocks-to-avoid-as-the-market-bounces-back-124100900489_1.html,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_019,fa99ec6e7bc57e23de630c2b3c7103701e8c3402,,gdelt_gkg_observation,business-standard.com,"बाजार में रिकवरी के बीच ITC, HUL, Airtel समेत 5 Nifty स्टॉक्स को लेकर रहें सतर्क - amidst market recovery be cautious about 5 nifty stocks including itc hul airtel",https://hindi.business-standard.com/markets/amidst-market-recovery-be-cautious-about-5-nifty-stocks-including-itc-hul-airtel-id-377195,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_020,1b01777f0b7064c24233469badb63f78cfecfb42,,gdelt_gkg_observation,mondaq.com,Talkin' Trade: Navigating The Post-Loper Bright World At The ITC (Podcast) - International Trade & Investment - International Law,https://www.mondaq.com:443/unitedstates/international-trade-investment/1528610/talkin-trade-navigating-the-post-loper-bright-world-at-the-itc-podcast,NOT_RELEVANT,"False positive acronym collision (USITC legal report, Maharashtra VAT ITC tax litigation, or San Antonio Texan Cultures building)."
ITC_OCT_AUDIT_021,1f716013b3187c272f7ad2d740a590252239a002,,gdelt_gkg_observation,aninews.in,"""He stood as a tall mentor and guide for us all"": CII President Sanjiv Puri pays tribute to Ratan Tata",https://aninews.in/news/national/general-news/he-stood-as-a-tall-mentor-and-guide-for-us-all-cii-president-sanjiv-puri-pays-tribute-to-ratan-tata20241010161615,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_022,4146671140edf47a6fbef816badeb1c25b89528d,,gdelt_gkg_observation,webindia123.com,"""He stood as a tall mentor and guide for us all"": CII President Sanjiv Puri pays tribute to Ratan Tata",https://news.webindia123.com/news/Articles/India/20241010/4244378.html,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_023,9857333ba39b74446c90aa458208bf2c4311ca6e,,gdelt_gkg_observation,livehindustan.com,"ITC लिमिटेड शेयर प्राइस टुडे , ITC लिमिटेड स्टॉक प्राइस - ITC Share Price Today Live NSE, BSE",https://www.livehindustan.com/business/market-stats/stocks-itc-share-price-nse-bse-s0003028,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_024,7d13cbe0deb71909a71591f3b722f9d773e36599,,gdelt_gkg_observation,thehindubusinessline.com,ITC wants a bigger FMCG slice - The Hindu BusinessLine,https://www.thehindubusinessline.com/specials/corporate-file/itc-wants-a-bigger-fmcg-slice/article68746234.ece,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_025,3509d465ad25c7261aa325b4926b0e32a07e954a,,gdelt_gkg_observation,business-standard.com,Bombay HC seeks response from revenue dept in Maharashtra ITC rule case,https://www.business-standard.com/finance/news/bombay-hc-seeks-response-from-revenue-dept-in-maharashtra-itc-rule-case-124101401103_1.html,NOT_RELEVANT,"False positive acronym collision (USITC legal report, Maharashtra VAT ITC tax litigation, or San Antonio Texan Cultures building)."
ITC_OCT_AUDIT_026,0ff87787908daefc8386337916129f156f59972e,,gdelt_gkg_observation,businessnewsthisweek.com,ITC Expands Renewable Energy with 2nd Offsite Solar Plant in Karnataka,https://businessnewsthisweek.com/news/itc-expands-renewable-energy-with-2nd-offsite-solar-plant-in-karnataka,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
ITC_OCT_AUDIT_027,3eae05bde77f0967a45967785e04b4ddb680c29c,,gdelt_gkg_observation,wn.com,ITC Expands Renewable Energy Footprint By Commissioning Its 2Nd Offsite Solar Plant In Karnataka,https://article.wn.com/view/2024/10/15/ITC_Expands_Renewable_Energy_Footprint_By_Commissioning_Its_,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
ITC_OCT_AUDIT_028,a37c8617f6683b5d52abf2b9bfcdfa260605fd13,,gdelt_gkg_observation,businesstoday.in,"ITC, Titan Company, ICICI Bank: How to trade these blue-chip stocks",https://www.businesstoday.in/markets/company-stock/story/itc-titan-company-icici-bank-how-to-trade-these-blue-chip-stocks-450183-2024-10-16,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_029,bea38de22f32c8abbe4c96d2893472db538dc4dd,,gdelt_gkg_observation,indiatimes.com,ITC Limited launches 9.45 MW solar plant in Karnataka to boost renewable energy goals,https://economictimes.indiatimes.com/small-biz/sustainability/itc-limited-launches-9-45-mw-solar-plant-in-karnataka-to-boost-renewable-energy-goals/articleshow/114316048.cms,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_030,2f306d42767fb8ce5bf6502ccc15f8ec02c3c487,,gdelt_gkg_observation,livemint.com,"Itc Share Price Today on : Itc share are up by 0.02%, Nifty down by -0.26%",https://www.livemint.com/market/itc-share-price-today-latest-on-22102024-11729576685246.html,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_031,60b986af191dc6457aad4444970bc1b8636fbbf7,,gdelt_gkg_observation,indiainfoline.com,BAT to Sell Stake in ITC Hotels | India Infoline,https://www.indiainfoline.com/news/companies/bat-to-sell-stake-in-itc-hotels,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_032,2b434c04cc12c852614b9ff851542be86f47e10a,,gdelt_gkg_observation,indiatimes.com,ITC Q2 results preview: PAT may rise 3% YoY; subdued paperboard biz may hurt margins,https://economictimes.indiatimes.com/markets/stocks/earnings/itc-q2-results-preview-pat-may-rise-3-yoy-subdued-paperboard-biz-may-hurt-margins/articleshow/114495445.cms,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_033,641332c848eee67b25759e621fec39a32f020654,,gdelt_gkg_observation,livemint.com,ITC Q2 Results Preview: Revenue expected to rise 7% with cigarette volume growth seen at 3% YoY; margins may fall,https://www.livemint.com/market/stock-market-news/itc-q2-results-preview-revenue-expected-to-rise-7-with-cigarette-volume-growth-seen-at-3-yoy-margins-may-fall-11729668828006.html,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_034,673aea126dcaa0b8af30a926764ab0570d55d6b4,,gdelt_gkg_observation,thehindubusinessline.com,ITC likely to report mid-to-high single digit revenue growth for Q2,https://www.thehindubusinessline.com/companies/itc-results-preview-itc-likely-to-report-mid-to-high-single-digit-revenue-growth-for-q2/article68785670.ece,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
ITC_OCT_AUDIT_035,993cb4484e9370c2c904153bb578e423ce800df6,,gdelt_gkg_observation,hindustantimes.com,Iconic dining: Avartana joins Bukhara & Dum Pukht at ITC Maurya,https://www.hindustantimes.com/htcity/htcity-showstoppers/iconic-dining-avartana-joins-bukhara-dum-pukht-at-itc-maurya-101729677940394.html,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
ITC_OCT_AUDIT_036,b66bdb5906a09db55360617accd6138f8365f0a1,,gdelt_gkg_observation,financialexpress.com,"Stocks To Watch: HUL, Piramal Pharma, SBI, Infosys, Aviation Stocks, Adani Power, Sona BLW, AU Small Finance Bank, ITC, GMR Airports Infra",https://www.financialexpress.com/market/stocks-to-watch-hul-piramal-pharma-sbi-infosys-aviation-stocks-adani-power-sona-blw-au-small-finance-bank-itc-gmr-airports-infra-3648131,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_037,e57b6c70bfb93e2206fe1ada09215143ae097533,,gdelt_gkg_observation,indiatimes.com,"Stocks in news: Stocks in news: ITC, Adani Wilmar, HUL, United Spirits, Adani Power",https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-itc-adani-wilmar-hul-united-spirits-adani-power/articleshow/114525614.cms,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_038,50b67b7f585383566d2ca7caa26ecdd07378b07a,,gdelt_gkg_observation,indiatimes.com,"Q2 results today: ITC, Adani Wilmar among 114 companies to announce earnings on Thursday",https://economictimes.indiatimes.com/markets/stocks/earnings/q2-results-today-itc-adani-wilmar-among-114-companies-to-announce-earnings-on-thursday/articleshow/114526709.cms,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
ITC_OCT_AUDIT_039,af17ef02ea672ae106e1ba739985cdb25e494be0,,gdelt_gkg_observation,indiatimes.com,ITC Share Price: ITC shares in focus ahead of Q2 results today,https://economictimes.indiatimes.com/markets/stocks/news/itc-shares-in-focus-ahead-of-q2-results-today/articleshow/114527006.cms,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_040,9173371bad5ffae9b5a7047ba441fa0662628aaa,,gdelt_gkg_observation,businesstoday.in,"Stocks in news: HUL, Infosys, M&M, Titan, AU Bank, ITC, Mankind, Adani Power & NPTC",https://www.businesstoday.in/markets/story/stocks-in-news-hul-infosys-mm-titan-au-bank-itc-mankind-adani-power-nptc-451303-2024-10-24,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_041,51d339ff2094f0be13232730d382a63da4ea7763,,gdelt_gkg_observation,businesstoday.in,"ITC Q2 results: Profit may rise up to 6%, cigarette volumes may grow at 2.5-3.5%",https://www.businesstoday.in/markets/stocks/story/itc-q2-results-profit-may-rise-up-to-6-cigarette-volumes-may-grow-at-25-35-451301-2024-10-24,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_042,90fedc7636f5caea230175e95435817d9c06992a,,gdelt_gkg_observation,news18.com,"Stocks To Watch: ITC, Adani Wilmar, HUL, AU SFB, Power Grid, SBI, And Others",https://www.news18.com/business/markets/stocks-to-watch-itc-adani-wilmar-hul-au-sfb-power-grid-sbi-and-others-9096881.html,INDIRECTLY_RELEVANT,Indirect financial / multi-asset mention.
ITC_OCT_AUDIT_043,51343ceac0d0cfe8dd60d6960c5f7b8c7cd4e7c6,,gdelt_gkg_observation,moneycontrol.com,"Q2FY25 Earnings Live: NII, profit expected to rise for IndusInd Bank, ITC's cigarette volume may grow",https://www.moneycontrol.com/news/business/earnings/q2fy25-earnings-live-indusind-bank-itc-ntpc-jsw-energy-among-companies-to-report-their-earnings-on-october-24-liveblog-12849553.html,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
ITC_OCT_AUDIT_044,3aa7da4be96dde5ec59066f298e6343a290af7c6,,gdelt_gkg_observation,moneycontrol.com,"ITC Q2FY25 results: Net profit jumps/drops X% to Rs X crore, revenue rises/falls x%",https://www.moneycontrol.com/news/business/earnings/itc-q2fy25-results-net-profit-jumps-3-1-to-rs-5078-3-crore-revenue-rises-16-12849642.html,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_045,c6cd96431bf5ec39860107bde7a2456850ea90f7,,gdelt_gkg_observation,indiatimes.com,"ITC Q2 Results: Profit rises 2% YoY to Rs 4,993 crore, revenue jumps 16%",https://economictimes.indiatimes.com/markets/stocks/earnings/itc-q2-results-profit-rises-2-yoy-to-rs-4993-crore-revenue-jumps-15/articleshow/114548381.cms,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_046,268b8c79b910154a373714ff6e772fa0bf9c796d,,gdelt_gkg_observation,marketscreener.com,India's ITC misses Q2 profit view as costs rise,https://www.marketscreener.com/quote/stock/ITC-LIMITED-9743470/news/India-s-ITC-misses-Q2-profit-view-as-costs-rise-48155295,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
ITC_OCT_AUDIT_047,47ebd00082f36002cfa524c7af72ae44b8a4f5b6,,gdelt_gkg_observation,theweek.in,ITC Q2 net profit rises 1.8 pc to Rs 5 054.43 cr revenue jumps 15.6 pc to Rs 22 281.9 cr,https://www.theweek.in/wire-updates/business/2024/10/24/dcm129-biz-results-itc.html,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_048,bd4f437212eaaf8e3b3a3e6016af7a54dd75c430,,gdelt_gkg_observation,theweek.in,ITC Q2 net profit rises 1.8 pc to Rs 5 054.43 cr revenue jumps 15.6 pc to Rs 22 281.9 cr,https://www.theweek.in/wire-updates/business/2024/10/24/del91-biz-results-itc.html,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_049,da3bba939b9312625740fec5075893af133ac46c,,gdelt_gkg_observation,livemint.com,"ITC Q2 Results: Net profit rises 3% to ₹5,078 crore, revenue up 17% YoY; Expenses soar 21% on high costs",https://www.livemint.com/companies/company-results/itc-q2-results-net-profit-rises-3-to-rs-5-078-crore-revenue-up-17-yoy-eih-acquisition-approved-5-key-highlights-11729768175724.html,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_050,3eee9545b6e2cfd9938e9919a5d11b7dfdf9441c,,gdelt_gkg_observation,moneycontrol.com,"ITC Q2 results: सितंबर तिमाही में 3.1% बढ़ा नेट प्रॉफिट, रेवेन्यू में 17% का उछाल",https://hindi.moneycontrol.com/news/markets/itc-q2fy25-results-net-profit-jumps-3-1-percent-to-rs-5078-3-crore-revenue-rises-16-percent-1932492.html,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_051,63bce46d19be9ea427a17013241b5c24b51fb87e,,gdelt_gkg_observation,indiatimes.com,"ITC Q2 Results: PAT grows 3% to Rs 5,078 crore, revenue rises 16%",https://economictimes.indiatimes.com/markets/stocks/earnings/itc-q2-results-pat-grows-3-to-rs-5078-crore-revenue-rises-16/articleshow/114554416.cms,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_052,32d510640df895d64631180157f72d060c989156,,gdelt_gkg_observation,financialexpress.com,"ITC's Q2 profit rises marginally to Rs 4992.87 crore, revenue up 15.6% on agri business and hotels; Here's how biz verticals performed - Industry News",https://www.financialexpress.com/business/industry-itcs-q2-profit-rises-marginally-to-rs-4992-87-crore-revenue-up-156-on-agri-business-and-hotels-heres-how-biz-verticals-performed-3648857,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
ITC_OCT_AUDIT_053,899310034ec633a706c072c8294419808330c157,,gdelt_gkg_observation,indiatimes.com,"ITC Q2 Results: सिगरेट, होटल नहीं, खेती-पाती की कमाई में सबसे ज्‍यादा उछाल... चौंकाने वाला है ITC का र‍िजल्‍ट!",https://navbharattimes.indiatimes.com/business/business-news/itc-q2-results-profit-rises-2-yoy-to-rs-4993-crore-revenue-jumps-16/articleshow/114553645.cms,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_054,3b67c718f03b49ba10f6fa9f9f8022c79250aa49,,gdelt_gkg_observation,livehindustan.com,"ITC net profit jumps revenue also rises focus on share detail is here ITC के प्रॉफिट में मामूली उछाल, नतीजों से पहले शेयर बेचने की दिखी होड़, बिज़नेस न्यूज़",https://www.livehindustan.com/business/itc-net-profit-jumps-revenue-also-rises-focus-on-share-detail-is-here-201729783771704.html,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
ITC_OCT_AUDIT_055,14d198288bc42b188dd5d7ea6a2d61bdcda73fca,,gdelt_gkg_observation,livemint.com,"ITC reports 3% rise in Q2 profit, beats revenue estimate",https://www.livemint.com/companies/itc-q2-net-profit-revenue-estimate-gold-flake-bingo-report-11729781241470.html,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_056,511e1a0a4bfa73d569b7f74041d0b777abd6a19e,,gdelt_gkg_observation,thehindu.com,"ITC Q2 net profit rises 2% to ₹4,993 crore",https://www.thehindu.com/business/itc-q2-net-profit-rises-2-to-4993-crore/article68792621.ece,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_057,c196366231950d04093b0697e88983e40640a29d,,gdelt_gkg_observation,indiatimes.com,"ITC Q2 Results: ITC Q2 PAT grows 3% to Rs 5,078 crore, revenue rises 16%, ET Retail",https://retail.economictimes.indiatimes.com/news/food-entertainment/personal-care-pet-supplies-liquor/itc-q2-pat-grows-3-to-rs-5078-crore-revenue-rises-16/114554462,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_058,15172466fa874bc068cc6d38953c818dd955404d,,gdelt_gkg_observation,businesstoday.in,"ITC Q2 results: Net profit up 3.1% YoY at Rs 5,078.3 crore, revenue jumps 16.8%",https://www.businesstoday.in/latest/corporate/story/itc-q2-results-net-profit-up-31-yoy-at-rs-50783-crore-revenue-jumps-168-451462-2024-10-24,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_059,70339cf5ec94b875c071a733fd9c69de75b58f05,,gdelt_gkg_observation,thehindubusinessline.com,"ITC reports 3.1% growth in Q2 profit at ₹5078.34 cr, revenue up 16%",https://www.thehindubusinessline.com/companies/itc-reports-31-growth-in-q2-profit-at-507834-cr-revenue-up-16/article68792782.ece,DIRECTLY_RELEVANT,"Direct operational earnings, NCLT hotel demerger approval, IT acquisition, or standalone brokerage rating for ITC Limited."
ITC_OCT_AUDIT_060,c10b662752fa455befa3f385442e1f8934e8420b,,gdelt_gkg_observation,business-standard.com,"Q2 results: ITC, JSW, IEX के मुनाफे में वृद्धि, इंडसइंड और उज्जीवन बैंक को नुकसान; अन्य कंपनियों के परिणाम भी जानें - q2 results itc jsw iexs profit increase indusind and ujjivan banks loss also know the results of other companies",https://hindi.business-standard.com/companies/q2-results-itc-jsw-iexs-profit-increase-indusind-and-ujjivan-banks-loss-also-know-the-results-of-other-companies-id-381511,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
ITC_OCT_AUDIT_061,7b8c00b0bc53c37f9646d001d3801fef72d1f873,,gdelt_gkg_observation,indiatimes.com,"ITC: Costs a drag on ITC's Q2, D-Street show may stay muted",https://economictimes.indiatimes.com/markets/stocks/earnings/costs-a-drag-on-itcs-q2-d-street-show-may-stay-muted/articleshow/114563909.cms,DIRECTLY_RELEVANT,Direct operational performance or vertical news of ITC Limited.
