gkg_record_id,date,source,document_url,headline,human_label,notes
20250103140000-T410,20250103140000,dailykesari.com,https://www.dailykesari.com/News/20816/%E0%A4%B6%E0%A5%87%E0%A4%85%E0%A4%B0-%E0%A4%AC%E0%A4%BE%E0%A4%9C%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%A4-%E0%A4%98%E0%A4%B8%E0%A4%B0%E0%A4%A3,News - Daily Kesari,NOT_RELEVANT,Unrelated acronym or foreign mention
20250103181500-T2230,20250103181500,loktej.com,https://www.loktej.com/article/117444/market-fell-due-to-selling-in-banks--it-shares--sensex-fell-720-points,"बैंकों, आईटी शेयरों में बिकवाली से बाजार गिरा, सेंसेक्स 720 अंक लुढ़का",NOT_RELEVANT,Unrelated acronym or foreign mention
20250103184500-1050,20250103184500,americanbazaaronline.com,https://americanbazaaronline.com/2025/01/03/top-companies-that-have-historically-been-major-sponsors-of-h-1b-visas/,Top companies that have been major sponsors of H-1B visas,NOT_RELEVANT,Unrelated acronym or foreign mention
20250103190000-1798,20250103190000,sun-sentinel.com,https://www.sun-sentinel.com/2025/01/03/furor-over-worker-visas-is-all-about-musk-and-his-money-editorial/,Furor over worker visas is all about Musk and his money | Editorial,NOT_RELEVANT,Unrelated acronym or foreign mention
20250103231500-31,20250103231500,pymnts.com,https://www.pymnts.com/earnings/2025/report-uniqlo-and-7-eleven-earnings-reports-expected-to-describe-challenges/,Uniqlo and 7-Eleven Earnings Expected to Describe Challenges,NOT_RELEVANT,Unrelated acronym or foreign mention
20250103231500-T413,20250103231500,ebizlatam.com,https://ebizlatam.com/tcs-presenta-las-tendencias-que-transformaran-las-industrias-en-2025/,TCS presenta las tendencias que transformarán las industrias en 2025,NOT_RELEVANT,Unrelated acronym or foreign mention
20250103233000-T7,20250103233000,loksatta.com,https://www.loksatta.com/business/finance/stock-market-updates-sensex-fall-by-720-points-print-eco-news-css-98-4806430/,stock market updates sensex fall by 720 points नफावसुलीने सेन्सेक्सची ७२० अंश माघार,NOT_RELEVANT,Unrelated acronym or foreign mention
20250104071500-257,20250104071500,indiatimes.com,https://timesofindia.indiatimes.com/toi-plus/technology/this-is-how-you-should-invest-in-indian-tech-stocks-in-2025/articleshow/116908962.cms,This is how you should invest in Indian tech stocks in 2025,NOT_RELEVANT,Unrelated acronym or foreign mention
20250104123000-771,20250104123000,businesstoday.in,https://www.businesstoday.in/personal-finance/investment/story/crorepati-goal-through-sips-rs-2600-a-month-in-this-fund-for-24-years-gave-more-than-rs-1-crore-check-details-459594-2025-01-04,"Crorepati goal through SIPs: Rs 2,600 a month in this fund for 24 years gave more than Rs 1 crore; check details",NOT_RELEVANT,Unrelated acronym or foreign mention
20250105041500-70,20250105041500,thestatesman.com,https://www.thestatesman.com/opinion/many-sides-to-the-h1b-visa-debate-1503383056.html,Many sides to the H1B visa debate - The Statesman,NOT_RELEVANT,Unrelated acronym or foreign mention
20250105050000-241,20250105050000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/-fii-action-among-8-factors-that-could-keep-d-street-on-toes-this-week/articleshow/116957819.cms,"TCS Q3 results, FII action among 8 factors that could keep D-Street on toes this week",DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105063000-460,20250105063000,indiatimes.com,https://economictimes.indiatimes.com/nri/work/tcs-infosys-other-indian-origin-tech-firms-corner-1/5th-of-h-1b-visas-issued-by-us/articleshow/116959388.cms,"H-1B visa: TCS, Infosys & other Indian-origin tech firms corner 1/5th of H-1B visas issued by US",DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105064500-58,20250105064500,indianexpress.com,https://indianexpress.com/article/news-today/indian-origin-tech-firms-corner-1-5th-of-h-1b-visas-issued-by-us-9760843/,Indian-origin tech firms corner 1/5th of H-1B visas issued by US,NOT_RELEVANT,Unrelated acronym or foreign mention
20250105070000-112,20250105070000,thehindu.com,https://www.thehindu.com/business/markets/market-capitalisation-of-four-of-top-10-most-valued-firms-erode-by-9660566-crore-hdfc-bank-hit-hard/article69064106.ece,"Market Capitalisation of four of top-10 most valued firms erode by ₹96,605.66 crore; HDFC Bank hit hard",NOT_RELEVANT,Unrelated acronym or foreign mention
20250105071500-322,20250105071500,thehindubusinessline.com,https://www.thehindubusinessline.com/info-tech/indian-origin-tech-firms-corner-15th-of-h1b-visas-issued-by-us/article69064056.ece,Indian-origin tech firms corner 1/5th of H1B visas issued by US,NOT_RELEVANT,Unrelated acronym or foreign mention
20250105071500-571,20250105071500,news18.com,https://www.news18.com/business/markets/global-trends-earnings-fii-trading-activity-major-drivers-for-markets-this-week-analysts-9177543.html,"Global Cues, FII Activity, Quarterly Earnings Major Drivers For Markets This Week: Analysts",NOT_RELEVANT,Unrelated acronym or foreign mention
20250105071500-402,20250105071500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/mcap-of-four-of-top-10-most-valued-firms-erode-by-9660566-cr-hdfc-bank-hit-hard/article69064051.ece,"Mcap of four of top-10 most valued firms erode by ₹96,605.66 cr; HDFC Bank hit hard",NOT_RELEVANT,Unrelated acronym or foreign mention
20250105083000-60,20250105083000,thestatesman.com,https://www.thestatesman.com/business/market-valuation-of-four-of-top-10-most-valued-firms-erode-by-rs-96605-66-crore-1503383064.html,"Market valuation of four of top 10 most valued firms erode by Rs 96,605.66 crore",NOT_RELEVANT,Unrelated acronym or foreign mention
20250105084500-220,20250105084500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/dalal-street-week-ahead-q3-earnings-fomc-minutes-us-unemployment-rate-among-10-key-factors-to-watch-12903567.html,"Dalal Street Week Ahead: Q3 earnings, FOMC minutes, US unemployment rate among 10 key factors to watch",NOT_RELEVANT,Unrelated acronym or foreign mention
20250105100000-183,20250105100000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/q3-results-tcs-dmart-among-36-companies-to-announce-earnings-this-week/articleshow/116962319.cms,"Q3 results: TCS, DMart among 36 companies to announce earnings this week",DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105100000-136,20250105100000,financialexpress.com,https://www.financialexpress.com/market/market-cap-of-hdfc-bank-tcs-sbi-decline-nearly-by-rs-1-lakh-crore-this-week-ril-itc-emerge-winners-3707624/,"Market cap of HDFC Bank, TCS, SBI decline nearly by Rs 1 lakh crore this week; RIL, ITC emerge winners",DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105103000-308,20250105103000,tribuneindia.com,https://www.tribuneindia.com/news/business/indian-origin-tech-firms-corner-1-5th-of-h1b-visas-issued-by-us/,Indian-origin tech firms corner 1/5th of H1B visas issued by US,NOT_RELEVANT,Unrelated acronym or foreign mention
20250105110000-194,20250105110000,indiatimes.com,https://telecom.economictimes.indiatimes.com/news/enterprise-services/tcs-infosys-other-indian-origin-tech-firms-corner-1/5th-of-h-1b-visas-issued-by-us/116959916,"TCS, Infosys & other Indian-origin tech firms corner 1/5th of H-1B visas issued by US, ET Telecom",DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105111500-T182,20250105111500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/dalal-street-week-ahead-key-factors-that-determine-market-dynamics-next-week-q3-earnings-fomc-minutes-us-unemployment-rate-1948575.html,"Market This Week: इस हफ्ते किस ओर बढ़ेगा शेयर बाजार; Q3 नतीजे, US बेरोजगारी दर समेत ये फैक्टर करेंगे तय",NOT_RELEVANT,Unrelated acronym or foreign mention
20250105113000-651,20250105113000,businesstoday.in,https://www.businesstoday.in/nri/visa/story/h-1b-visa-indian-tech-companies-dominate-allocations-infosys-tcs-lead-with-maximum-recipients-459624-2025-01-05,"H-1B visa: Indian tech companies dominate allocations. Infosys, TCS lead with maximum recipients",DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105113000-682,20250105113000,orissapost.com,https://www.orissapost.com/mcap-of-four-of-top-10-most-valued-firms-erode-by-rs-96605-66-cr-hdfc-bank-hit-hard/,"Mcap of four of top-10 most valued firms erode by Rs 96,605.66 cr; HDFC Bank hit hard",NOT_RELEVANT,Unrelated acronym or foreign mention
20250105113000-88,20250105113000,thehindu.com,https://www.thehindu.com/news/national/indian-origin-tech-firms-corner-15th-of-h1b-visas-issued-by-us/article69064437.ece,Indian-origin tech firms corner 1/5th of H1B visas issued by U.S.,NOT_RELEVANT,Unrelated acronym or foreign mention
20250105144500-92,20250105144500,menafn.com,https://menafn.com/1109056382/Top-News-Of-Jan-5-Chopper-Crash-Ramesh-Bidhuris-Sexist-Remark-Golden-Globes-OYO-Says-NO-To-Unmarried-Couples-More,"Top News Of Jan 5: Chopper Crash, Ramesh Bidhuri's Sexist Remark, Golden Globes, OYO Says NO To Unmarried Couples, More",NOT_RELEVANT,Unrelated acronym or foreign mention
20250105151500-653,20250105151500,openpr.com,https://www.openpr.com/news/3803596/blockchain-in-banking-finance-market-to-see-huge-demand-by-2030,Blockchain in Banking & Finance Market to See Huge Demand by 2030:,NOT_RELEVANT,Unrelated acronym or foreign mention
20250105163000-85,20250105163000,thehindu.com,https://www.thehindu.com/news/cities/Visakhapatnam/tcs-to-make-millennium-towers-its-transit-building-in-visakhapatnam-to-start-functioning-with-2000-employees/article69064889.ece,"TCS to make Millennium Towers its transit building in Visakhapatnam, to start functioning with 2,000 employees",DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105164500-643,20250105164500,rediff.com,https://www.rediff.com/business/report/indian-origin-tech-firms-corner-15th-of-h-1b-visas/20250105.htm,Indian-origin tech firms corner 1/5th of H-1B visas,NOT_RELEVANT,Unrelated acronym or foreign mention
20250105170000-289,20250105170000,oneindia.com,https://www.oneindia.com/international/indian-tech-firms-dominate-h-1b-visa-issuance-with-infosys-and-tcs-leading-in-2024-011-4034049.html,Indian Tech Firms Dominate H-1B Visa Issuance With Infosys And TCS Leading In 2024,DIRECTLY_RELEVANT,"TCS Q3/FY25 earnings, financial performance, client deals, order wins, hiring, leadership, or dividend."
20250105201500-T970,20250105201500,oneindia.com,https://hindi.oneindia.com/news/international/indian-tech-companies-achieved-20-percent-american-h1b-visas-in-2024-1194187.html,"भारतीय टेक कंपनियों ने 2024 में 20 प्रतिशत अमेरिकी H1B वीजा हासिल किए, जानिए कौनसी कंपनी रही अव्वल",NOT_RELEVANT,Unrelated acronym or foreign mention
20250106011500-185,20250106011500,indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/tata-sons-ends-debt-support-for-new-businesses-focus-on-independent-financing/articleshow/116971235.cms,"Tata Sons ends debt support for new businesses, focus on independent financing",NOT_RELEVANT,Unrelated acronym or foreign mention
20250106011500-297,20250106011500,indiatimes.com,https://economictimes.indiatimes.com/epaper/delhicapital/2025/jan/06/et-front/tata-cos-told-to-stand-on-own-feet-debt-wise/articleshow/116973752.cms,Tata Cos Told to Stand on Own Feet Debt-wise,NOT_RELEVANT,Unrelated acronym or foreign mention
20250106011500-720,20250106011500,indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/currency-tailwinds-may-help-it-companies-shake-off-seasonal-december-blues/articleshow/116971463.cms,technology outsourcing industry: Currency tailwinds may help IT companies shake off seasonal December blues,NOT_RELEVANT,Unrelated acronym or foreign mention
