audit_id,ticker,trading_date,headline,source,url,match_category,timestamp_basis,published_at,seen_at,gkg_record_id,human_label,human_notes
AUDIT_017,RELIANCE.NS,2024-01-08,Q1 2024 EPS Estimates for Reliance Steel & Aluminum Co. Raised by Zacks Research (NYSE:RS),wkrb13.com,https://www.wkrb13.com/2024/01/05/q1-2024-eps-estimates-for-reliance-steel-aluminum-co-raised-by-zacks-research-nysers.html,E: Bare Reliance (RIL Context),gdelt_gkg_observation,,2024-01-05T18:00:00+05:30,20240105123000-15,NOT_RELEVANT,Unrelated US company: Reliance Steel & Aluminum (NYSE:RS)
AUDIT_018,RELIANCE.NS,2024-01-08,"Gautam Adani became the richest man of india overtook Mukesh Ambani | देश के सबसे अमीर आदमी बने गौतम अडानी, मुकेश अंबानी को पछाड़ा",patrika.com,https://www.patrika.com/national-news/gautam-adani-became-the-richest-man-of-india-overtook-mukesh-ambani-8667597,D: Mukesh Ambani,publisher_precise_timestamp,2024-01-05T17:02:00+05:30,2024-01-05T19:15:00+05:30,20240105134500-T339,NOT_RELEVANT,Wealth list net worth comparison
AUDIT_019,RELIANCE.NS,2024-01-08,"5 દિવસમાં 50 ટકા રિટર્ન, ગજબના છે આ 5 શેર, અંબાણીએ પણ લગાવ્યા છે પૈસા! / company associated with Reliance Industries has given 50 percent return in five days. Mukesh Ambani's company has a huge investment in this",vtvgujarati.com,https://www.vtvgujarati.com/news-details/company-associated-with-reliance-industries-has-given-50-percent-return-in-five-days,A: Reliance Industries / RIL,gdelt_gkg_observation,,2024-01-06T15:00:00+05:30,20240106093000-T1557,INDIRECTLY_RELEVANT,Alok Industries stock surge driven by RIL investment
AUDIT_020,RELIANCE.NS,2024-01-08,"Charging Rs. 15 Extra Despite Applicable Discount, Jaipur District Commission Holds Reliance Retail And Its Dealer Liable For Unfair Trade Practices",livelaw.in,https://www.livelaw.in/consumer-cases/charging-rs-15-extra-despite-applicable-discount-jaipur-district-commission-holds-reliance-retail-and-its-dealer-liable-for-unfair-trade-practices-246007,C: Reliance Retail,gdelt_gkg_observation,,2024-01-06T18:45:00+05:30,20240106131500-630,DIRECTLY_RELEVANT,Reliance Retail consumer court unfair trade practices ruling
AUDIT_021,RELIANCE.NS,2024-01-08,"Reliance Industries to invest in renewable energy, green hydrogen in Tamil Nadu: Mukesh Ambani",indiatimes.com,https://economictimes.indiatimes.com/industry/renewables/reliance-industries-to-invest-in-renewable-energy-green-hydrogen-in-tamil-nadu-mukesh-ambani/articleshow/106611162.cms,A: Reliance Industries / RIL,gdelt_gkg_observation,,2024-01-07T14:30:00+05:30,20240107090000-217,DIRECTLY_RELEVANT,RIL renewable energy and green hydrogen investment in TN
AUDIT_022,RELIANCE.NS,2024-01-08,Continued investment in Tamil Nadu: Mukesh Ambani proud | தமிழகத்தில் தொடர்ந்து முதலீடு: முகேஷ் அம்பானி பெருமிதம்,dinamalar.com,https://www.dinamalar.com/news_detail.asp?id=3521920,D: Mukesh Ambani,publisher_precise_timestamp,2024-01-07T14:37:00+05:30,2024-01-07T17:00:00+05:30,20240107113000-T1733,DIRECTLY_RELEVANT,RIL investment commitments in Tamil Nadu announced by Ambani
AUDIT_023,RELIANCE.NS,2024-01-08,Reliance Committed To Making New Investments In Renewable Energy Green Hydrogen Space In Tamil Nadu Mukesh Ambani - BW Businessworld,businessworld.in,https://www.businessworld.in/article/Reliance-Committed-To-Making-New-Investments-In-Renewable-Energy-Green-Hydrogen-Space-In-Tamil-Nadu-Mukesh-Ambani/07-01-2024-505013,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-07T17:30:00+05:30,20240107120000-232,DIRECTLY_RELEVANT,Reliance green hydrogen & renewable capex commitments in TN
AUDIT_024,RELIANCE.NS,2024-01-08,Reliance Industries committed to make new investments in TN: Mukesh Ambani,yourstory.com,https://yourstory.com:443/2024/01/reliance-industries-new-investmests-tamil-nadu-data-centres,A: Reliance Industries / RIL,publisher_precise_timestamp,2024-01-07T17:14:00+05:30,2024-01-07T18:45:00+05:30,20240107131500-609,DIRECTLY_RELEVANT,RIL new data centres and capex investment in TN
AUDIT_025,RELIANCE.NS,2024-01-08,"Reliance Industries, Bajaj Finance, SBI Life: Trading strategies for these largecap stocks",businesstoday.in,https://www.businesstoday.in/markets/stock-picks/story/reliance-industries-bajaj-finance-sbi-life-trading-strategies-for-these-largecap-stocks-412189-2024-01-08,A: Reliance Industries / RIL,gdelt_gkg_observation,,2024-01-08T08:30:00+05:30,20240108030000-401,INDIRECTLY_RELEVANT,Largecap trading strategies including RIL
AUDIT_026,RELIANCE.NS,2024-01-08,Reliance Industries and Brookfield Set to Open Data Centre in Chennai Next Week: Mukesh Ambani's Latest Venture,compsmag.com,https://www.compsmag.com/news/reliance-industries-and-brookfield-set-to-open-data-centre-in-chennai-next-week-mukesh-ambanis-latest-venture,A: Reliance Industries / RIL,publisher_precise_timestamp,2024-01-08T07:19:00+05:30,2024-01-08T11:45:00+05:30,20240108061500-769,DIRECTLY_RELEVANT,RIL-Brookfield data centre joint venture opening in Chennai
AUDIT_027,RELIANCE.NS,2024-01-08,"RIL shares approach record high; can they cross Rs 3,000 mark?",businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/reliance-industries-shares-near-record-high-buy-sell-hold-412201-2024-01-08,A: Reliance Industries / RIL,gdelt_gkg_observation,,2024-01-08T12:45:00+05:30,20240108071500-654,DIRECTLY_RELEVANT,RIL share price analysis approaching record highs
AUDIT_028,RELIANCE.NS,2024-01-08,"Business News : Alok Industries Ltd share surges continuously hits upper circuit mukesh ambani connection - Business News India - ₹35 के शेयर में हर दिन लग रहा अपर सर्किट, निवेशकों के पैसे डबल, मुकेश अंबानी हैं मेहरबान",livehindustan.com,https://www.livehindustan.com/business/story-alok-industries-ltd-share-surges-continuously-hits-upper-circuit-mukesh-ambani-connection-9172900.html,D: Mukesh Ambani,publisher_precise_timestamp,2024-01-08T12:53:00+05:30,2024-01-08T13:45:00+05:30,20240108081500-T982,INDIRECTLY_RELEVANT,Alok Industries rally following RIL capital infusion
AUDIT_029,RELIANCE.NS,2024-01-08,Billionaire Mukesh Ambani owns Boeing 737-9 Max jet type that was in Alaska Air accident,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/billionaire-mukesh-ambani-owns-boeing-737-9-max-jet-type-that-was-in-alaska-air-accident/articleshow/106631217.cms,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-08T14:15:00+05:30,20240108084500-822,NOT_RELEVANT,Personal jet ownership curiosity piece
AUDIT_030,RELIANCE.NS,2024-01-09,"Mukesh Ambani: వాచ్‌మెన్‌పై అరిచిన ఆకాష్ అంబానీ.. అక్కడే ఉన్న ముఖేష్ ఏం చేశారంటే.. | Akash Ambani once raised his voice on Watch man, then what Mukesh Ambani did was.. sgr spl",andhrajyothy.com,https://www.andhrajyothy.com/2024/prathyekam/akash-ambani-once-raised-his-voice-on-watch-man-then-what-mukesh-ambani-did-was-sgr-spl-1193302.html,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-08T18:00:00+05:30,20240108123000-T1254,NOT_RELEVANT,Celebrity / family anecdote
AUDIT_031,RELIANCE.NS,2024-01-09,"Reliance Jio Unlimited 5G: জিও গ্রাহকরা 28 দিন পর্যন্ত পাবেন আনলিমিটেড 5G ডেটা, একগুচ্ছ সুবিধা",digit.in,https://www.digit.in/bn/news/telecom/reliance-jio-239-plan-offer-unlimited-5g-data-for-28-days.html,B: Reliance Jio / Jio Platforms,gdelt_gkg_observation,,2024-01-08T20:00:00+05:30,20240108143000-T422,DIRECTLY_RELEVANT,Jio commercial unlimited 5G tariff plan
AUDIT_032,RELIANCE.NS,2024-01-10,"After Mukesh Ambani, Gautam Adani makes big announcement to invest Rs 42700 crore in....",dnaindia.com,https://www.dnaindia.com/business/report-after-mukesh-ambani-gautam-adani-makes-big-announcement-to-invest-rs-42700-crore-in-3073996,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-09T18:45:00+05:30,20240109131500-575,INDIRECTLY_RELEVANT,Sector capex announcements comparing Adani and Ambani
AUDIT_033,RELIANCE.NS,2024-01-10,Billionaire Mukesh Ambani's Viacom18 Wins Field Hockey Media Rights for India,biztoc.com,https://biztoc.com/x/10dd644faf60e197,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-09T23:15:00+05:30,20240109174500-1648,DIRECTLY_RELEVANT,Viacom18 (RIL media unit) bags field hockey media rights
AUDIT_034,RELIANCE.NS,2024-01-10,"Meet man who was once richer than Mukesh Ambani, Adani, now India's fifth richest man, his business is....",dnaindia.com,https://www.dnaindia.com/business/report-meet-azim-premji-wipro-who-was-once-richer-than-mukesh-ambani-adani-now-india-s-fifth-richest-man-3074032,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-10T08:30:00+05:30,20240110030000-1140,NOT_RELEVANT,Biographical wealth comparison clickbait
AUDIT_035,RELIANCE.NS,2024-01-10,reliance: Vibrant Gujarat Summit: Reliance chairman Mukesh Ambani unveils five commitments to make Gujarat a global leader,indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/vibrant-gujarat-summit-reliance-chairman-mukesh-ambani-unveils-five-commitments-to-make-gujarat-a-global-leader/articleshow/106686703.cms,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-10T11:30:00+05:30,20240110060000-46,DIRECTLY_RELEVANT,Reliance 5 major corporate & capex commitments at VGGS
AUDIT_036,RELIANCE.NS,2024-01-10,Reliance Will Always be 'Gujarati Firm': Mukesh Ambani's Plan to Make State Global Leader in Green Growth,news18.com,https://www.news18.com/india/reliance-was-will-always-remain-a-gujarati-company-mukesh-ambani-at-vibrant-gujarat-global-summit-8734442.html,D: Mukesh Ambani,publisher_precise_timestamp,2024-01-10T11:12:00+05:30,2024-01-10T11:45:00+05:30,20240110061500-320,DIRECTLY_RELEVANT,Reliance green growth and corporate strategy at VGGS
AUDIT_037,RELIANCE.NS,2024-01-10,"Vibrant Gujarat Summit 2024: Reliance is, was and will always remain a Gujarati company, says Mukesh Ambani",businesstoday.in,https://www.businesstoday.in/latest/corporate/story/vibrant-gujarat-summit-2024-reliance-is-was-and-will-always-remain-a-gujarati-company-says-mukesh-ambani-412586-2024-01-10,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-10T11:45:00+05:30,20240110061500-728,DIRECTLY_RELEVANT,Reliance corporate vision announced at VGGS 2024
AUDIT_038,RELIANCE.NS,2024-01-10,"Vibrant Gujarat Mukesh Ambani will set up Giga Factory said Reliance will always be a Gujarat company - बाइब्रेंट गुजरात: मुकेश अंबानी लगांएगे गीगा फैक्टरी, कहा-रिलायंस हमेशा गुजरात की कंपनी रहेगी, Business News",livehindustan.com,https://www.livehindustan.com/business/story-vibrant-gujarat-mukesh-ambani-will-set-up-giga-factory-said-reliance-will-always-be-a-gujarat-company-9181622.html,D: Mukesh Ambani,publisher_precise_timestamp,2024-01-10T11:26:00+05:30,2024-01-10T12:15:00+05:30,20240110064500-T536,DIRECTLY_RELEVANT,Reliance Giga factory setup announcement at VGGS
AUDIT_039,RELIANCE.NS,2024-01-10,"modi hai to mumkin hai mukesh ambani praises pm narendra modi - India Hindi News - भारत के इतिहास के सबसे सफल PM हैं नरेंद्र मोदी, पूरी दुनिया सुनती है उनकी बात: मुकेश अंबानी, देश न्यूज",livehindustan.com,https://www.livehindustan.com/national/story-modi-hai-to-mumkin-hai-mukesh-ambani-praises-pm-narendra-modi-9181594.html,D: Mukesh Ambani,publisher_precise_timestamp,2024-01-10T11:20:00+05:30,2024-01-10T12:15:00+05:30,20240110064500-T576,NOT_RELEVANT,Political commentary / speech praise without business news
AUDIT_040,RELIANCE.NS,2024-01-10,BofA gives Meta and Google-backed Jio Platforms a $100 billion-plus valuation,biztoc.com,https://biztoc.com/x/b6ea308d29902018,B: Reliance Jio / Jio Platforms,gdelt_gkg_observation,,2024-01-10T13:00:00+05:30,20240110073000-175,DIRECTLY_RELEVANT,BofA valuation of Jio Platforms at $100B+
AUDIT_041,RELIANCE.NS,2024-01-10,Gujarat Global Summit में बोले मुकेश अंबानी- मोदी है तो मुमकिन है - gujarat global summit mukesh ambani said if there is modi then,punjabkesari.in,https://www.punjabkesari.in/business/news/gujarat-global-summit-mukesh-ambani-said-if-there-is-modi-then-1926732,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-10T13:30:00+05:30,20240110080000-T392,NOT_RELEVANT,Political speech statement
AUDIT_042,RELIANCE.NS,2024-01-10,"""No power on earth can stop India from becoming a 35 trillion-dollar economy by 2047"" says Mukesh Ambani at VGGS 2024",webindia123.com,https://news.webindia123.com/news/Articles/Business/20240110/4157528.html,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-10T14:00:00+05:30,20240110083000-275,INDIRECTLY_RELEVANT,Macroeconomic outlook speech by RIL Chairman at VGGS
AUDIT_043,RELIANCE.NS,2024-01-10,"Mukesh Ambani | Narendra Modi most successful Indian Prime Minister, greatest global leader, says Mukesh Ambani",telegraphindia.com,https://www.telegraphindia.com/business/narendra-modi-most-successful-indian-prime-minister-greatest-global-leader-says-mukesh-ambani/cid/1992826,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-10T14:30:00+05:30,20240110090000-275,NOT_RELEVANT,Political leadership praise
AUDIT_044,RELIANCE.NS,2024-01-11,"મુકેશ અંબાણીના 5 મોટા એલાન: કહ્યું અમે ગુજરાતીઓના સપના પૂર્ણ કરીશું, જુઓ શું ફાયદો થશે | Mukesh Ambani's 5 big announcements: Said we will fulfill the dreams of Gujaratis",vtvgujarati.com,https://www.vtvgujarati.com/news-details/mukesh-ambanis-5-big-announcements-said-we-will-fulfill-the-dreams-of-gujaratis,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-10T17:15:00+05:30,20240110114500-T2008,DIRECTLY_RELEVANT,Reliance 5 major investment announcements at VGGS
AUDIT_045,RELIANCE.NS,2024-01-11,"Late buying helps Sensex jump 270 pts; RIL, ICICI Bank shine",orissapost.com,https://www.orissapost.com/late-buying-helps-sensex-jump-270-pts-ril-icici-bank-shine,A: Reliance Industries / RIL,publisher_precise_timestamp,2024-01-10T17:11:00+05:30,2024-01-10T17:30:00+05:30,20240110120000-1298,INDIRECTLY_RELEVANT,Market rally led by RIL and ICICI Bank
AUDIT_046,RELIANCE.NS,2024-01-11,"Modi most successful Indian PM, greatest global leader: Mukesh Ambani",deccanherald.com,https://www.deccanherald.com/india/modi-most-successful-indian-pm-greatest-global-leader-mukesh-ambani-2842787,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-10T18:00:00+05:30,20240110123000-668,NOT_RELEVANT,Political commentary / speech quote
AUDIT_047,RELIANCE.NS,2024-01-11,"Late buying helps Sensex jump 270 pts; RIL, ICICI Bank shine",rediff.com,https://www.rediff.com/business/report/late-buying-helps-sensex-jump-270-pts-ril-icici-bank-shine/20240110.htm,A: Reliance Industries / RIL,publisher_precise_timestamp,2024-01-10T17:15:00+05:30,2024-01-10T20:15:00+05:30,20240110144500-714,INDIRECTLY_RELEVANT,Sensex jump driven by RIL and banking stocks
AUDIT_048,RELIANCE.NS,2024-01-11,"''मग महाराष्ट्रात तुम्ही आलात कशाला? बोऱ्याबिस्तारा गुंडाळा अन् गुजरातला जा,'' अंबानींच्या 'त्या' वक्तव्यावर मनसेकडून संताप व्यक्त| Then why did you come to Maharashtra Roll up your sacks and go to Gujarat expressed anger from MNS over mukesh Ambani statement",loksatta.com,https://www.loksatta.com/business/then-why-did-you-come-to-maharashtra-roll-up-your-sacks-and-go-to-gujarat-expressed-anger-from-mns-over-mukesh-ambani-statement-vrd-88-4151669,D: Mukesh Ambani,publisher_precise_timestamp,2024-01-11T13:03:00+05:30,2024-01-11T13:45:00+05:30,20240111081500-T121,NOT_RELEVANT,Political controversy regarding VGGS statement
AUDIT_049,RELIANCE.NS,2024-01-12,"Green hydrogen | Reliance, ACME, seven others selected for government sops to set up green hydrogen production facilities",telegraphindia.com,https://www.telegraphindia.com/feeds/business/reliance-acme-seven-others-selected-for-government-sops-to-set-up-green-hydrogen-production-facilities/cid/1993205,E: Bare Reliance (RIL Context),gdelt_gkg_observation,,2024-01-12T12:00:00+05:30,20240112063000-237,DIRECTLY_RELEVANT,Reliance selected for Green Hydrogen PLI scheme sops
AUDIT_050,RELIANCE.NS,2024-01-12,"Mukesh Ambani Regains Title As Asia's Richest, Surpasses $100 Billion Net Worth",outlookindia.com,https://business.outlookindia.com/corporate/mukesh-ambani-regains-title-as-asias-richest-surpasses-100-billion-net-worth,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-12T12:15:00+05:30,20240112064500-662,INDIRECTLY_RELEVANT,Ambani net worth crosses $100B driven by RIL stock price surge
AUDIT_051,RELIANCE.NS,2024-01-12,"Green hydrogen | Reliance, ACME, seven others selected for government sops to set up green hydrogen production facilities",telegraphindia.com,https://www.telegraphindia.com/business/reliance-acme-seven-others-selected-for-government-sops-to-set-up-green-hydrogen-production-facilities/cid/1993205,E: Bare Reliance (RIL Context),gdelt_gkg_observation,,2024-01-12T13:45:00+05:30,20240112081500-1039,DIRECTLY_RELEVANT,Reliance selected for government green hydrogen production sops
AUDIT_052,RELIANCE.NS,2024-01-15,Mukesh Ambani: 100 బిలియన్ డాలర్ల సంపన్నుల జాబితాలో అడుగుపెట్టిన ముకేశ్ అంబానీ | Mukesh Ambani re enters into USD 100 billion club amid surge in RIL stock psnr,andhrajyothy.com,https://www.andhrajyothy.com/2024/business/mukesh-ambani-re-enters-into-usd-100-billion-club-amid-surge-in-ril-stock-psnr-1195391.html,A: Reliance Industries / RIL,gdelt_gkg_observation,,2024-01-12T17:00:00+05:30,20240112113000-T853,DIRECTLY_RELEVANT,RIL stock surge powers valuation and wealth benchmark
AUDIT_053,RELIANCE.NS,2024-01-15,"Mukesh Ambani Rich Industrialist Pankaj Tripathi Main Atal Hoon Story | मुकेश अंबानी अभिनेता असते तर त्यांना उद्योगपतीची भूमिका मिळाली नसती: पंकज त्रिपाठी म्हणाले- लूक्सवरून जगाची विभागणी, ही विचारसरणी बदलली पाहिजे",bhaskar.com,https://divyamarathi.bhaskar.com/entertainment/bollywood/news/mukesh-ambani-rich-industrialist-pankaj-tripathi-main-atal-hoon-story-132432337.html,D: Mukesh Ambani,gdelt_gkg_observation,,2024-01-13T08:15:00+05:30,20240113024500-T57,NOT_RELEVANT,Bollywood actor interview passing mention
AUDIT_054,RELIANCE.NS,2024-01-15,"റിലയന്‍സ് ജിയോ എയര്‍ഫൈബര്‍ സേവനങ്ങള്‍ കേരളത്തിലുടനീളം നാളെ മുതല്‍, reliance jio airfiber launched in kerala",mathrubhumi.com,https://www.mathrubhumi.com/technology/news/reliance-jio-airfiber-launched-in-kerala-1.9238451,B: Reliance Jio / Jio Platforms,gdelt_gkg_observation,,2024-01-14T13:15:00+05:30,20240114074500-T798,DIRECTLY_RELEVANT,Reliance Jio AirFiber commercial launch in Kerala
AUDIT_055,RELIANCE.NS,2024-01-15,"Mukesh Ambani planning Rs 4000 crore bet on Jio, may buy government's....",dnaindia.com,https://www.dnaindia.com/business/report-mukesh-ambani-planning-rs-4000-crore-bet-on-jio-may-buy-government-s-3074557,B: Reliance Jio / Jio Platforms,gdelt_gkg_observation,,2024-01-15T10:30:00+05:30,20240115050000-541,DIRECTLY_RELEVANT,Jio capital allocation / acquisition strategy
AUDIT_056,RELIANCE.NS,2024-01-17,"Reliance Jio announces Republic Day plan: Price, data offered and more",indiatimes.com,https://timesofindia.indiatimes.com/gadgets-news/reliance-jio-announces-republic-day-plan-price-data-offered-and-more/articleshow/106891542.cms,B: Reliance Jio / Jio Platforms,gdelt_gkg_observation,,2024-01-16T17:00:00+05:30,20240116113000-1336,DIRECTLY_RELEVANT,Jio Republic Day commercial tariff plan
