audit_id,article_id,headline,source,url,trading_date,timestamp_basis,match_category,published_at,seen_at,gkg_record_id,human_label,human_notes
ITC_AUDIT_020,b865d7f6939d9e3a5e461cb9a03d055ebed542cc,"1500 कारोबारियों को 1.45 लाख करोड़ का GST नोटिस, ITC के नाम 44000 करोड़ के फर्जीवाड़ा का भी खुलासा - gst notice of rs 1 45 lakh crore to 1500 businessmen",punjabkesari.in,https://www.punjabkesari.in/business/news/gst-notice-of-rs-1-45-lakh-crore-to-1500-businessmen-1925962,2024-01-08,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-08T15:00:00+05:30,20240108093000-T1414,NOT_RELEVANT,GST Input Tax Credit (ITC) enforcement action.
ITC_AUDIT_021,2d58eb494e4d5b5372136ce22bb4e3df19c572bd,Mementos by ITC Hotels Ekaaya Udaipur awarded the Best New Hotel Resort by Travel & Leisure India,udaipurkiran.com,https://udaipurkiran.com/mementos-by-itc-hotels-ekaaya-udaipur-awarded-the-best-new-hotel-resort-by-travel-leisure-india,2024-01-08,gdelt_gkg_observation,B: ITC Hotels (Vertical),,2024-01-08T15:15:00+05:30,20240108094500-743,NOT_RELEVANT,Incidental keyword/acronym collision or non-material travel award.
ITC_AUDIT_022,0cfaf4b6a1dc67903b41041acbf24f8e11cf8b39,Co-owner of burgled Wiltshire store offers advice to other retailers,talkingretail.com,https://www.talkingretail.com/news/industry-news/co-owner-of-burgled-wiltshire-store-offers-advice-to-other-retailers-08-01-2024,2024-01-09,publisher_published_at,E: Other Accepted Match Path,2024-01-08T17:30:00+05:30,2024-01-08T22:00:00+05:30,20240108163000-1161,NOT_RELEVANT,Incidental keyword/acronym collision or non-material travel award.
ITC_AUDIT_023,ddaf37bfe158f97945847f1edb178933c9307c5a,"Smoking - Health Risks, Addiction, History",britannica.com,https://www.britannica.com/topic/smoking-tobacco/The-age-of-the-cigarette,2024-01-11,gdelt_gkg_observation,E: Other Accepted Match Path,,2024-01-11T14:45:00+05:30,20240111091500-52,NOT_RELEVANT,Academic/health policy article on tobacco/nicotine.
ITC_AUDIT_024,2ff866651f152f975c19b74f1142392e4d98f957,Battling the Blaze of Forest Fires in J&K,eyesonnews.com,https://eyesonnews.com/battling-the-blaze-of-forest-fires-in-jk,2024-01-12,gdelt_gkg_observation,E: Other Accepted Match Path,,2024-01-12T00:15:00+05:30,20240111184500-1324,NOT_RELEVANT,Incidental keyword/acronym collision or non-material travel award.
ITC_AUDIT_025,cbb7178fed839b3441cd4e68498bf5ab6942fd2f,"Imperial Tobacco Company Limited (ITC): History, Company Profile & News Updates",eyesonnews.com,https://eyesonnews.com/imperial-tobacco-company-limited-itc-history-company-profile-news-updates,2024-01-12,gdelt_gkg_observation,A: Explicit ITC Limited / Ltd,,2024-01-12T00:15:00+05:30,20240111184500-219,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_026,0c7169c43162739ab7636acff69733f09111f9c9,What is Stocks? Know Definition & Meaning of Stocks- Top 20 Stocks,eyesonnews.com,https://eyesonnews.com/what-is-stocks-know-definition-meaning-of-stocks-top-20-stocks,2024-01-12,gdelt_gkg_observation,E: Other Accepted Match Path,,2024-01-12T10:00:00+05:30,20240112043000-1127,NOT_RELEVANT,Incidental keyword/acronym collision or non-material travel award.
ITC_AUDIT_027,a0b7dd7b9a741ac91c9fb0f7f6c42e9e290c2291,Local authors: Discovering quite a tale in her Carmel cottage,montereyherald.com,https://www.montereyherald.com/2024/01/12/local-authors-discovering-quite-a-tale-in-her-carmel-cottage,2024-01-15,publisher_published_at,E: Other Accepted Match Path,2024-01-13T04:59:00+05:30,2024-01-13T07:15:00+05:30,20240113014500-596,NOT_RELEVANT,Incidental keyword/acronym collision or non-material travel award.
ITC_AUDIT_028,e4e965bccf11f4c908796255b5590ca6cde0689a,Imperial launches new Rizla Classic King Size variant,talkingretail.com,https://www.talkingretail.com/products-news/tobacco/imperial-launches-new-rizla-classic-king-size-variant-15-01-2024,2024-01-16,publisher_published_at,E: Other Accepted Match Path,2024-01-15T14:42:00+05:30,2024-01-15T17:30:00+05:30,20240115120000-718,NOT_RELEVANT,Incidental reference without material ITC economic context.
ITC_AUDIT_029,67c8a008565d427e153907d7abd330bb166aa18b,ITC director David Robert Simpson resigns,moneycontrol.com,https://www.moneycontrol.com/news/business/itc-director-david-robert-simpson-resigns-12061191.html,2024-01-16,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-16T15:15:00+05:30,20240116094500-960,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_030,6a820d56b6306b02042561f11bc358c992cfdf21,ITC: ITC director David Robert Simpson resigns - The Economic Times,indiatimes.com,https://economictimes.indiatimes.com/news/company/corporate-trends/itc-director-david-robert-simpson-resigns/articleshow/106894988.cms,2024-01-17,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-16T15:45:00+05:30,20240116101500-1015,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_031,ffb289db43ee76b0edc6d326e26ec4647b14a28a,ITC Non-Executive Director David Robert Simpson resigns,theweek.in,https://www.theweek.in/news/biz-tech/2024/01/16/itc-non-executive-director-david-robert-simpson-resigns.html,2024-01-17,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-16T16:30:00+05:30,20240116110000-1167,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_032,92e6d0c1f3e9156e44598a79ba31058fe7940063,"GQG Partners raises stake in ITC, holding value worth ₹16,400 crore",thehindubusinessline.com,https://www.thehindubusinessline.com/companies/gqg-partners-raises-stake-in-itc-holding-value-worth-16400-crore/article67745389.ece,2024-01-17,publisher_published_at,D: Bare ITC (Contextual Match),2024-01-16T20:25:00+05:30,2024-01-16T21:00:00+05:30,20240116153000-36,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_033,782bbfe703e64725ab0f6e0b86ad059cb93c4a6e,"GQG Partners raises stake in ITC, holding value worth ₹16,400 crore",thehindubusinessline.com,https://www.thehindubusinessline.com/markets/gqg-partners-raises-stake-in-itc-holding-value-worth-16400-crore/article67745389.ece,2024-01-17,publisher_published_at,D: Bare ITC (Contextual Match),2024-01-16T20:25:00+05:30,2024-01-16T23:30:00+05:30,20240116180000-469,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_034,bde4d7163019cf5dc82c57e6e034b05e4704e4b1,"Allied Blenders @ Distillers Private ... vs Hermes Distillery Private Limited on 15 January, 2024",indiankanoon.org,https://indiankanoon.org/doc/67768107,2024-01-17,gdelt_gkg_observation,E: Other Accepted Match Path,,2024-01-17T03:30:00+05:30,20240116220000-1929,NOT_RELEVANT,Incidental keyword/acronym collision or non-material travel award.
ITC_AUDIT_035,1dd15557e04a986b3138239586f80ef35f958820,We stand behind our smoking-cessation products: Imperial Tobacco,hilltimes.com,https://www.hilltimes.com/story/2024/01/17/we-stand-behind-our-smoking-cessation-products-imperial-tobacco/407972,2024-01-18,gdelt_gkg_observation,A: Explicit ITC Limited / Ltd,,2024-01-17T15:30:00+05:30,20240117100000-901,NOT_RELEVANT,Imperial Brands / Imperial Tobacco foreign subsidiary.
ITC_AUDIT_036,cb0b93b5b8ab2f20fbfe330ade79e1d50ef461f3,MIL-Evening Report: Reducing nicotine in tobacco would help people quit – without prohibiting cigarettes,foreignaffairs.co.nz,https://foreignaffairs.co.nz/2024/01/18/mil-evening-report-reducing-nicotine-in-tobacco-would-help-people-quit-without-prohibiting-cigarettes,2024-01-18,gdelt_gkg_observation,E: Other Accepted Match Path,,2024-01-18T11:30:00+05:30,20240118060000-315,NOT_RELEVANT,Academic/health policy article on tobacco/nicotine.
ITC_AUDIT_037,0f47f0df00ced2186a5738cb2cc4c6da235b41fd,Reducing Nicotine In Tobacco Would Help People Quit Without Prohibiting Cigarettes,menafn.com,https://menafn.com/1107736039/Reducing-Nicotine-In-Tobacco-Would-Help-People-Quit-Without-Prohibiting-Cigarettes,2024-01-18,publisher_published_at,E: Other Accepted Match Path,2024-01-18T05:30:00+05:30,2024-01-18T12:00:00+05:30,20240118063000-170,NOT_RELEVANT,Academic/health policy article on tobacco/nicotine.
ITC_AUDIT_038,50ba763ba10e2de4d765f88f9ffff5c6cdf1f703,Reducing nicotine in tobacco would help people quit – without prohibiting cigarettes,theconversation.com,https://theconversation.com/reducing-nicotine-in-tobacco-would-help-people-quit-without-prohibiting-cigarettes-221383,2024-01-18,publisher_published_at,E: Other Accepted Match Path,2024-01-18T09:13:00+05:30,2024-01-18T12:00:00+05:30,20240118063000-879,NOT_RELEVANT,Academic/health policy article on tobacco/nicotine.
ITC_AUDIT_039,b182ac6ce311d2443b5c19e471a953ba3eff6760,"GST: Fake ITC Claim of Rs 180 Crore: Karnataka's GST authorities detect 100 bogus firms, arrest mastermind",indiatimes.com,https://economictimes.indiatimes.com/news/india/fake-itc-claim-of-rs-180-crore-karnatakas-gst-authorities-detect-100-bogus-firms-arrest-mastermind/articleshow/106961152.cms,2024-01-19,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-18T18:00:00+05:30,20240118123000-455,NOT_RELEVANT,GST Input Tax Credit (ITC) tax court / fraud news.
ITC_AUDIT_040,e658f86c4d30a2c6368a269eabc777ed5cfca03b,Business Analyst | ITC - Пошук роботи в IT інкогніто,itc.ua,https://itc.ua/jobs/candidate/3lkxezmww0iss,2024-01-19,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-18T18:00:00+05:30,20240118123000-T926,NOT_RELEVANT,itc.ua Ukrainian tech/job portal domain collision.
ITC_AUDIT_041,1be78d04f22f8feaa5c3c2d55205e81d892262f2,'Welcom' to a makeover of ITC's first ever hotel - The Hindu BusinessLine,thehindubusinessline.com,https://www.thehindubusinessline.com/books/reviews/brand-marketing/welcom-to-a-makeover-of-itcs-first-ever-hotel/article67751564.ece,2024-01-19,publisher_published_at,D: Bare ITC (Contextual Match),2024-01-18T13:48:00+05:30,2024-01-18T18:45:00+05:30,20240118131500-1272,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_042,2f8d921136a8ca7096f5bfe71dbb2ea010000c91,ITC Hotels to launch its maiden international luxury hotel in Sri Lanka before FY24-end,thehindubusinessline.com,https://www.thehindubusinessline.com/companies/itc-hotels-to-launch-its-maiden-international-luxury-hotel-in-sri-lanka-before-fy24-end/article67752300.ece,2024-01-19,publisher_published_at,B: ITC Hotels (Vertical),2024-01-18T19:03:00+05:30,2024-01-18T21:45:00+05:30,20240118161500-1319,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_043,0400dcb61fae562529e70fc9dcae166f1dbcff61,Researchers: Reducing nicotine in tobacco would help people quit—without prohibiting cigarettes,medicalxpress.com,https://medicalxpress.com/news/2024-01-nicotine-tobacco-people-prohibiting-cigarettes.html,2024-01-19,gdelt_gkg_observation,E: Other Accepted Match Path,,2024-01-19T01:15:00+05:30,20240118194500-1338,NOT_RELEVANT,Academic/health policy article on tobacco/nicotine.
ITC_AUDIT_044,9947d5d5c2ea9fcdee40bcc54ab3213b4538cabe,Imperial Tobacco Appoints Cluster Marketing Director,kamcity.com,https://www.kamcity.com/namnews/uk-and-ireland/manufacturers/imperial-tobacco-appoints-cluster-marketing-director,2024-01-22,publisher_published_at,A: Explicit ITC Limited / Ltd,2024-01-19T18:15:00+05:30,2024-01-19T19:45:00+05:30,20240119141500-1003,NOT_RELEVANT,Imperial Brands / Imperial Tobacco foreign subsidiary.
ITC_AUDIT_045,955759599088d5ecd22e619d21aa116a4636b7cb,Reducing nicotine in tobacco would help people quit – without prohibiting cigarettes,nzdoctor.co.nz,https://www.nzdoctor.co.nz/article/opinion/reducing-nicotine-tobacco-would-help-people-quit-without-prohibiting-cigarettes,2024-01-22,publisher_published_at,E: Other Accepted Match Path,2024-01-22T05:30:00+05:30,2024-01-22T07:15:00+05:30,20240122014500-616,NOT_RELEVANT,Academic/health policy article on tobacco/nicotine.
ITC_AUDIT_046,2c4f67f6e3ad6a57afd92d93f891e05a12c92ac2,ITC Hotels to launch its maiden international luxury hotel in Sri Lanka before FY24-end - Adaderana Biz English,bizenglish.adaderana.lk,http://bizenglish.adaderana.lk/itc-hotels-to-launch-its-maiden-international-luxury-hotel-in-sri-lanka-before-fy24-end,2024-01-22,publisher_published_at,B: ITC Hotels (Vertical),2024-01-21T21:54:00+05:30,2024-01-22T07:15:00+05:30,20240122014500-817,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_047,caf854dfbf47fdc7f96f45c9183a6f28a7c1fdf1,The scandalous story behind the man who introduced glamour to F1,planetf1.com,https://www.planetf1.com/news/david-thieme-scandalous-story-behind-the-man-who-introduced-glamour-to-f1,2024-01-23,publisher_published_at,E: Other Accepted Match Path,2024-01-22T17:16:00+05:30,2024-01-22T19:15:00+05:30,20240122134500-354,NOT_RELEVANT,Incidental keyword/acronym collision or non-material travel award.
ITC_AUDIT_048,a09a0456907dfad8340dde1c263f591bf7de18bf,Welcomhotel by ITC Hotels reopens in Chennai,travelbizmonitor.com,https://travelbizmonitor.com/welcomhotel-by-itc-hotels-reopens-in-chennai,2024-01-24,gdelt_gkg_observation,B: ITC Hotels (Vertical),,2024-01-23T17:00:00+05:30,20240123113000-741,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_049,a525f5085c2283393787c161cdd6f691fffa683d,Public health joins forces against the sale of nicotine pouches,fftimes.com,https://fftimes.com/news/district-news/public-health-joins-forces-against-the-sale-of-nicotine-pouches,2024-01-24,publisher_published_at,E: Other Accepted Match Path,2024-01-24T01:08:00+05:30,2024-01-24T06:00:00+05:30,20240124003000-1223,NOT_RELEVANT,Academic/health policy article on tobacco/nicotine.
ITC_AUDIT_050,806d7666d40f2272cb454b15e44173c9648859b3,"Q3FY24 Preview: ITC: Revenue seen at ₹1,85,709 million, PAT at ₹50,938 million",indiainfoline.com,https://www.indiainfoline.com/article/earnings-preview/q-fy-preview-itc-revenue-seen-at-million-pat-at-million-1706152292242_1.html,2024-01-25,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-25T11:15:00+05:30,20240125054500-316,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_051,251ae848bc6c5367bba9b769aa106212f19ba308,"ITC Q3 preview: Revenue, net profit may see single-digit growth; hotel, FMCG to shine",moneycontrol.com,https://www.moneycontrol.com/news/business/earnings/itc-q3-preview-revenue-net-profit-may-see-single-digit-growth-hotel-fmcg-to-shine-12125431.html,2024-01-29,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-25T16:00:00+05:30,20240125103000-1290,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_052,0e00f722f2117a19f5322ff7432293e9410a218c,"Imperial Tobacco zainwestowało dotychczas w fabrykę w Tarnowie Podgórnym ponad 1,5 mld zł – Inwestycje.pl",inwestycje.pl,https://inwestycje.pl/biznes/imperial-tobacco-zainwestowalo-dotychczas-w-fabryke-w-tarnowie-podgornym-ponad-15-mld-zl,2024-01-29,publisher_published_at,A: Explicit ITC Limited / Ltd,2024-01-25T17:24:00+05:30,2024-01-25T19:30:00+05:30,20240125140000-T1073,NOT_RELEVANT,Imperial Brands / Imperial Tobacco foreign subsidiary.
ITC_AUDIT_053,f411ae137042187d6642728b10b12ea8dd189dde,ITC Infotech embarks on a global footprint expansion spree,thehindu.com,https://www.thehindu.com/business/itc-infotech-embarks-on-a-global-footprint-expansion-spree/article67780113.ece,2024-01-29,publisher_published_at,C: Other Explicit ITC Subsidiary,2024-01-26T19:23:00+05:30,2024-01-26T20:15:00+05:30,20240126144500-1342,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_054,a5c7e72ac2afc504674921a6fe6bc860de3eb859,"Q3 results this week: ITC, Adani Ports, Bajaj Finance, IndiGo, SBI, Tata Motors and others",indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/q3-results-this-week-itc-adani-ports-bajaj-finance-indigo-sbi-tata-motors-and-others/articleshow/107198217.cms,2024-01-29,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-28T10:45:00+05:30,20240128051500-215,INDIRECTLY_RELEVANT,Broad market/sector or multi-company roundup featuring ITC.
ITC_AUDIT_055,a1fbd8fbaf850bca70a66cd67b037da4bad90955,ITC Q3 Results Preview: PAT may rise 2% YoY; cigarette sales volume seen steady,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/itc-q3-results-preview-pat-may-rise-2-yoy-cigarette-sales-volume-seen-steady/articleshow/107201071.cms,2024-01-29,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-28T14:15:00+05:30,20240128084500-224,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_056,025946df7a89a1bdf5342a7994383f84863465d1,Options Trade | An earnings-based non-directional options strategy setup in ITC,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/options-trade-an-earnings-based-non-directional-options-strategy-setup-in-itc-12135511.html,2024-01-29,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-29T07:15:00+05:30,20240129014500-213,DIRECTLY_RELEVANT,Direct ITC Limited corporate/financial intelligence.
ITC_AUDIT_057,67fb96151cbd98a6fbac142eac1271ed66a8a925,"Adani Enterprises, ITC, NTPC: Trading strategies for these buzzing blue-chip stocks",businesstoday.in,https://www.businesstoday.in/markets/stock-picks/story/adani-enterprises-itc-ntpc-trading-strategies-for-these-buzzing-blue-chip-stocks-415126-2024-01-29,2024-01-29,gdelt_gkg_observation,D: Bare ITC (Contextual Match),,2024-01-29T08:30:00+05:30,20240129030000-648,INDIRECTLY_RELEVANT,Broad market/sector or multi-company roundup featuring ITC.
