audit_id,article_id,date_extracted,timestamp_basis,source,headline,url,human_label,human_notes
ITC_JUL_AUDIT_011,ba128ba27b7226c8d56b7237518068254ebe0343,,gdelt_gkg_observation,indiainfoline.com,ITC Ltd Stock Price: ITC Share Price Today,https://www.indiainfoline.com/company/itc-ltd-share-price,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_012,9f1c836d4ebba8bfc7e0929652d9e9059c6624cf,,gdelt_gkg_observation,businesstoday.in,'Positive steps in upcoming Union Budget': ITC shares at Rs 500? What MOFSL says,https://www.businesstoday.in/markets/stocks/story/positive-steps-in-upcoming-union-budget-itc-shares-at-rs-500-what-mofsl-says-435737-2024-07-04,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_013,0413b848e6b8dae2bcc5ae7e8bdb45f0f261d19b,,gdelt_gkg_observation,thehindubusinessline.com,Broker's call: ITC (Buy) - The Hindu BusinessLine,https://www.thehindubusinessline.com/markets/brokers-call-itc-buy/article68370888.ece,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_014,4a46fc54b9dac15422816cfff98dd1dd8723e0b0,,gdelt_gkg_observation,thehindubusinessline.com,"Day trading guide & stocks, 14 February 2024: Here are the intraday supports and resistances for widely traded stocks such as Reliance Industries, ITC, ONGC, Infosys, HDFC Bank, TCS, and SBI",https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-july-09/article68381853.ece,INDIRECTLY_RELEVANT,Indirect corporate/market reference.
ITC_JUL_AUDIT_015,2d7631ffa1bdf5f2fb422002063f71d33f021a89,,gdelt_gkg_observation,business-standard.com,ITC Ltd up for five straight sessions,https://www.business-standard.com/markets/capital-market-news/itc-ltd-up-for-five-straight-sessions-124070900382_1.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_016,0feb5fb1f40783020e172afb82e8ad62bc1bcafb,,gdelt_gkg_observation,businesstoday.in,"RIL, ITC, SBI, CIL & IRCTC: What Rudra Murthy BV of Vachana Investments says on these 5 stocks",https://www.businesstoday.in/markets/company-stock/story/ril-itc-sbi-cil-irctc-what-rudra-murthy-bv-of-vachana-investments-says-on-these-5-stocks-436400-2024-07-09,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_017,13ad3798a3091c22885a3da30e3d13eb43c7aecf,,gdelt_gkg_observation,business-standard.com,"ITC stock extends rally into 5th day, hits 5-month high; up 7% in 1 week",https://www.business-standard.com/markets/news/itc-trades-higher-for-5th-straight-day-stock-rallies-7-in-one-week-124070900534_1.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_018,f2ca16d47df7b74671fb3056c6ad4b26bb112a1e,,gdelt_gkg_observation,india.com,"Share Price Target Today, Buy Call For Top Stocks; CAMS, ITC futures, Vodafone Idea, ICICI Lombard, BEL, Hindalco, Mahindra & Mahindra",https://www.india.com/business/share-price-target-today-buy-call-for-top-stocks-cams-itc-futures-vodafone-idea-icici-lombard-bel-hindalco-mahindra-mahindra-7073831,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_019,dd91b4817781f3f91a8efbafff62df6153a7804e,,gdelt_gkg_observation,livemint.com,"Chandan Taparia's recommendations: How to trade ITC, ONGC, PFC shares on July 12?",https://www.livemint.com/market/stock-market-news/chandan-taparias-recommendations-how-to-trade-itc-ongc-pfc-shares-on-july-12-11720701358113.html,INDIRECTLY_RELEVANT,Indirect corporate/market reference.
ITC_JUL_AUDIT_020,799d6f5c6054ad3212192294b3f1e3dfafc6d5b8,,gdelt_gkg_observation,barandbench.com,Poovayya & Co assists ITC Limited with sale of real estate,https://www.barandbench.com/law-firms/dealstreet/poovayya-co-assists-itc-limited-with-sale-of-real-estate,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_021,f61ceb23b362cb8d91ced674cd6323711d3c42b8,,gdelt_gkg_observation,livemint.com,"Stock market today: Nifty 50, Sensex end at fresh highs; SBI, ONGC, ITC among top index movers",https://www.livemint.com/market/stock-market-news/stock-market-today-nifty-50-sensex-end-at-fresh-highs-sbi-itc-among-top-index-movers-11721037297759.html,INDIRECTLY_RELEVANT,Indirect corporate/market reference.
ITC_JUL_AUDIT_022,c7ac487b69b4706dbfb67dda5c0f5b0d1c284c31,,gdelt_gkg_observation,business-standard.com,"RVNL, Angel One, Dixon, ITC, SBI: Strategies for Budget 2024 stocks",https://www.business-standard.com/markets/news/rvnl-angel-one-dixon-itc-sbi-strategies-for-budget-2024-stocks-124071800117_1.html,INDIRECTLY_RELEVANT,Indirect corporate/market reference.
ITC_JUL_AUDIT_023,804fbb7bf88c6d9c1808f92cf885e4c7a481108f,,gdelt_gkg_observation,business-standard.com,ITC Ltd up for fifth session,https://www.business-standard.com/markets/capital-market-news/itc-ltd-up-for-fifth-session-124071800501_1.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_024,3a9b65ac9c634e17a4bbe1602fa0733f2cb26b70,,gdelt_gkg_observation,businesstoday.in,"YES Bank, Tata Power, ITC, Suzlon, VIL, IRCTC, JFS: How retail-heavy stocks fared ahead of Budget 2024",https://www.businesstoday.in/union-budget/story/yes-bank-tata-power-itc-suzlon-vil-irctc-jfs-how-retail-heavy-stocks-fared-ahead-of-budget-2024-437768-2024-07-19,INDIRECTLY_RELEVANT,Indirect corporate/market reference.
ITC_JUL_AUDIT_025,68afa985568e127a55ea5a68536f27bda0d4e253,,gdelt_gkg_observation,business-standard.com,"ITC gains 2% in weak market, nears record high; stock up 19% from June low",https://www.business-standard.com/markets/news/itc-gains-2-in-weak-market-nears-record-high-rallies-19-from-june-low-124071900392_1.html,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_026,b30cddcd2744f4133610853b2300e9043abf7d4e,,gdelt_gkg_observation,livemint.com,"Top Gainers and Losers today on 19 July, 2024: Infosys, ITC, Tata Steel, Bharat Petroleum Corporation among most active stocks; Check full list here",https://www.livemint.com/market/stock-market-news/top-gainers-and-losers-today-on-19-july-2024-infosys-itc-tata-steel-bharat-petroleum-corporation-among-most-active-stocks-check-full-list-here-11721385206049.html,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_027,0d9ca561fc48d5c5f198696f42e222035a9f7313,,gdelt_gkg_observation,freepressjournal.in,"Regional Industry Conclave 2024 In Jabalpur: Adani Likely To Invest ₹10K Cr In Shivpuri; Giants Like ITC, Baidyanath Grace The Event (WATCH)",https://www.freepressjournal.in/bhopal/regional-industry-conclave-2024-in-jabalpur-adani-likely-to-invest-10k-cr-in-shivpuri-giants-like-itc-baidyanath-grace-the-event-watch,DIRECTLY_RELEVANT,Direct operational or market performance of ITC.
ITC_JUL_AUDIT_028,624dbaa6a47e3ba047376051b3499ed75006f7e5,,gdelt_gkg_observation,indiatimes.com,budget 2024: ITC is the only Sensex stock with 90% win rate on Budget days,https://economictimes.indiatimes.com/markets/stocks/news/itc-is-the-only-sensex-stock-with-90-win-rate-on-budget-days/articleshow/111943414.cms,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_029,3c54887d455d829188a459c758066d324b31e1f8,,gdelt_gkg_observation,indiatimes.com,itc share price: ITC shares jump 5% as cigarettes escape tax shocks in Budget,https://economictimes.indiatimes.com/markets/stocks/news/itc-shares-jump-5-as-cigarettes-escape-tax-shocks-in-budget/articleshow/111954859.cms,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_030,77862f8799ab870f814b5861b586e0124292a564,,gdelt_gkg_observation,businesstoday.in,"Budget 2024: ITC, Tata Consumer, HUL shares defied market crash today, here's why",https://www.businesstoday.in/markets/company-stock/story/budget-2024-itc-tata-consumer-hul-shares-market-crash-sensex-crash-nifty-crash-438390-2024-07-23,INDIRECTLY_RELEVANT,Indirect corporate/market reference.
ITC_JUL_AUDIT_031,00ef51551e4a035aac16df63b38b1c93ec43960a,,gdelt_gkg_observation,moneycontrol.com,ITC stock soars 4% as Budget 2024 skips hike in tobacco taxation,https://www.moneycontrol.com/news/business/markets/itc-stock-soars-4-as-budget-2024-skips-hike-in-tobacco-taxation-12776037.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_032,a23c030010e723bff60054cee556cc53eca41a96,,gdelt_gkg_observation,indiatimes.com,"Budget 2024: ITC, Tata Consumer, other FMCG shares climb up to 5% on govt's rural, employment push",https://economictimes.indiatimes.com/markets/stocks/news/budget-2024-itc-tata-consumer-other-fmcg-shares-climb-up-to-5-on-govts-rural-employment-push/articleshow/111957098.cms,INDIRECTLY_RELEVANT,Indirect corporate/market reference.
ITC_JUL_AUDIT_033,d41508e5c45358ce2675a926ea98b432c9738849,,gdelt_gkg_observation,moneycontrol.com,"ITC share price target: Jefferies upgrades ITC to buy from hold, hikes target price to Rs 585/ share",https://www.moneycontrol.com/news/business/earnings/jefferies-upgrades-itc-to-buy-from-hold-hikes-target-price-to-rs-585-share-12776169.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_034,ca257cb1e299f60f766715c8477d46702b2db6a9,,gdelt_gkg_observation,prokerala.com,"Sensex recovers after robust budget, Titan and ITC top gainers",https://www.prokerala.com/news/articles/a1549590.html,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_035,6fedc48e43887d16ba6526fa9147848948b78ef1,,gdelt_gkg_observation,livemint.com,"Budget 2024: ITC stock up 4%. No news is great news, says Jefferies",https://www.livemint.com/market/mark-to-market/budget-2024-itc-shares-tax-on-tobacco-cigarettes-volumes-fmcg-volumes-hul-11721729385943.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_036,933c897af599041c03075e10efb95eda2adeb56a,,gdelt_gkg_observation,menafn.com,"Sensex Recovers After Robust Budget, Titan And ITC Top Gainers",https://menafn.com/1108471025/Sensex-Recovers-After-Robust-Budget-Titan-And-ITC-Top-Gainers,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_037,cbd7ff57768763e6a8abea566d84a4954feb46f3,,gdelt_gkg_observation,indiatimes.com,"Gainers & Losers on Budget day: ITC,Titan among 16 stocks that hogged limelight on Tuesday",https://economictimes.indiatimes.com/markets/web-stories/gainers-amp-losers-on-budget-day-itctitan-among-16-stocks-that-hogged-limelight-on-tuesday/slideshow/111960675.cms,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_038,71eaa452e9d70bc2452c0b855f54da8f35c81b05,,gdelt_gkg_observation,sakshipost.com,"Sensex recovers after robust budget, Titan and ITC top gainers",https://www.sakshipost.com/news/sensex-recovers-after-robust-budget-titan-and-itc-top-gainers-317144,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_039,73c8327392e6c4d5afbb1c8676ced9cf6d359981,,gdelt_gkg_observation,india.com,"Sensex Recovers After Robust Budget, Titan And ITC Top Gainers",https://zeenews.india.com/markets/sensex-recovers-after-robust-budget-titan-and-itc-top-gainers-2769521.html,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_040,445cd675faa1c57d73673cd5d39d6865a3a63c77,,gdelt_gkg_observation,morungexpress.com,"Sensex recovers after robust budget, Titan and ITC top gainers",https://morungexpress.com/sensex-recovers-after-robust-budget-titan-and-itc-top-gainers,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_041,d98bdb08a6def7156558bec064e5f181a7238920,,gdelt_gkg_observation,newkerala.com,"Sensex recovers after robust budget, Titan and ITC top gainers",https://www.newkerala.com/news/2024/43563.htm,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_042,0f41dee13249429eb6d3eec6ed85727d8153885d,,gdelt_gkg_observation,moneycontrol.com,Brokerage Radar: Jefferies raises ITC to 'Buy'; Morgan Stanley upgrades Coforge target on strong results,https://www.moneycontrol.com/news/business/markets/brokerage-radar-jefferies-raises-itc-to-buy-morgan-stanley-upgrades-coforge-target-on-strong-results-12776550.html,DIRECTLY_RELEVANT,Direct operational or market performance of ITC.
ITC_JUL_AUDIT_043,9e1acec5f031f2cf500e09e1e9bf09f9a94e952b,,gdelt_gkg_observation,indiatimes.com,budget: Schemes announced in Budget to provide further impetus to the economy: Sanjiv Puri,https://economictimes.indiatimes.com/markets/expert-view/schemes-announced-in-budget-to-provide-further-impetus-to-the-economy-sanjiv-puri/articleshow/111961313.cms,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_044,f6a1ff8528ee481d8929b41b5b4e833069e26af3,,gdelt_gkg_observation,indiatimes.com,ITC shares rally nearly 10% in 2 sessions to cross Rs 500 mark,https://economictimes.indiatimes.com/markets/stocks/news/itc-shares-rally-nearly-10-in-2-sessions-to-cross-500-mark/articleshow/111976232.cms,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_045,644aadc5cb3cb2c19576a938d66a08720e5bf496,,gdelt_gkg_observation,indiatimes.com,"Sensex Today | Stock Market LIVE Updates: Sensex falls 100 pts, Nifty tests 24,400; ITC gains 2%, Bajaj Finance drops 2%",https://economictimes.indiatimes.com/markets/stocks/live-blog/bse-sensex-today-live-nifty-stock-market-updates-24-july-2024/liveblog/111974350.cms,INDIRECTLY_RELEVANT,Broader market movements / sector commentary mentioning ITC.
ITC_JUL_AUDIT_046,e6184d74d64e263dc68abe2a1242c917ee33ea19,,gdelt_gkg_observation,livemint.com,"Budget impact: ITC shares breach ₹500 for the first time on unchanged tobacco taxes, Jefferies' upgrades to buy",https://www.livemint.com/market/stock-market-news/budget-impact-itc-shares-jump-3-7-to-record-high-on-unchanged-tobacco-taxes-jefferies-upgrades-to-buy-11721793487592.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_047,6d1f7d70a11a6a81242141cb07bdbc6e5e694eea,,gdelt_gkg_observation,business-standard.com,ITC hits Rs 500: Jefferies says 'Buy' on no tobacco tax rejig in Budget,https://www.business-standard.com/markets/news/itc-rs-500-jefferies-upgrades-to-buy-on-no-tobacco-tax-rejig-in-budget-124072400167_1.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_048,416be95b91eb8c31c7f346b3a949b652f522b660,,gdelt_gkg_observation,indiainfoline.com,ITC Soars Above ₹500: Shares Surge 10% in Two Days,https://www.indiainfoline.com/news/companies/itc-soars-above-500-shares-surge-10-in-two-days,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_049,97eb15c725631ff06048f27c45fc208111cc9826,,gdelt_gkg_observation,news18.com,"ITC Shares Hit 52-Week High, Crosses Rs 500-Mark; Should You Invest?",https://www.news18.com/business/markets/itc-shares-hit-52-week-high-crosses-rs-500-mark-should-you-invest-8976420.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_050,eb04d068d43f4ee83514bf2702e6596cf0873848,,gdelt_gkg_observation,businesstoday.in,Budget 2024 effect: ITC shares cross Rs 500 mark for first time; two factors behind the rally,https://www.businesstoday.in/markets/company-stock/story/budget-2024-itc-shares-rise-record-high-price-targets-factors-behind-the-rally-438532-2024-07-24,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_051,917c18fd3c3ac234d87bfc54dc8742489c874a1b,,gdelt_gkg_observation,businesstoday.in,"Hot stocks on July 24: IREDA, Ion Exchange, ITC, Suzlon Energy and more",https://www.businesstoday.in/visualstories/stock/hot-stocks-on-july-24-ireda-ion-exchange-itc-suzlon-energy-and-more-157054-24-07-2024,INDIRECTLY_RELEVANT,Indirect corporate/market reference.
ITC_JUL_AUDIT_052,acc6ac74c7931e91d0c1afecc4b1f22b53b0fa88,,gdelt_gkg_observation,indiatimes.com,"ITC: Budget does not singe ITC with tax hike, shares top Rs 500-mark",https://economictimes.indiatimes.com/markets/stocks/news/budget-does-not-singe-itc-with-tax-hike-shares-top-rs-500-mark/articleshow/112000871.cms,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_053,bfbe35ab41f44432b7a710a073c793cf4818784a,,gdelt_gkg_observation,tarunbharat.com,ITC shares jumped 10 percent in two day,https://www.tarunbharat.com/vitc-shares-jumped-10-percent-in-two-day,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_054,eadff005f9b6d5753fa9f16c1ecb29d882dd8ca0,,gdelt_gkg_observation,businesstoday.in,"Stocks in news: Adani Green, ITC, Axis Bank, L&T, RBL Bank, DRL, Sun Pharma, RVNL and IEX",https://www.businesstoday.in/markets/story/stocks-in-news-adani-green-itc-axis-bank-lt-rbl-bank-drl-sun-pharma-rvnl-and-iex-438664-2024-07-25,INDIRECTLY_RELEVANT,Indirect corporate/market reference.
ITC_JUL_AUDIT_055,9b6f922f7859f01d611ec1607860092871088796,,gdelt_gkg_observation,firstpost.com,"Stocks to watch: Nestle India, Dr Reddy's Labs, ITC, RVNL, Axis Bank, and Larsen and Toubro shares in focus",https://www.firstpost.com/business/stocks-to-watch-nestle-india-dr-reddys-labs-itc-rvnl-axis-bank-and-larsen-and-toubro-shares-in-focus-13796708.html,INDIRECTLY_RELEVANT,Indirect corporate/market reference.
ITC_JUL_AUDIT_056,7efb4bc3ef6f963036e0e5baafa4bc988c91d117,,gdelt_gkg_observation,business-standard.com,ITC allots 69.87 lakh Ordinary Shares under ESOS,https://www.business-standard.com/markets/capital-market-news/itc-allots-69-87-lakh-ordinary-shares-under-esos-124072500335_1.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_057,eae9bfdef39e5561f5ff261c9837529400682614,,gdelt_gkg_observation,indiatimes.com,ITC Hotels' brand Welcomhotel grows with 25 properties pan India,https://economictimes.indiatimes.com/industry/services/hotels-/-restaurants/itc-hotels-brand-welcomhotel-grows-with-25-properties-pan-india/articleshow/112013033.cms,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_058,dbea2986c6d9901d117cb9774d6551decc96c8cb,,gdelt_gkg_observation,prokerala.com,ITC Hotels achieves major milestone as Brand Welcomhotel grows with 25 properties pan India,https://www.prokerala.com/news/articles/a1550190.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_059,6e5910baa3704fdc19531baddacdded658bf4292,,gdelt_gkg_observation,menafn.com,ITC Hotels Achieves Major Milestone As Brand Welcomhotel Grows With 25 Properties Pan India,https://menafn.com/1108481416/ITC-Hotels-Achieves-Major-Milestone-As-Brand-Welcomhotel-Grows-With-25-Properties-Pan-India,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_060,861e541ef2f0424256a4ad54c8e5c1a6832daeff,,gdelt_gkg_observation,newkerala.com,ITC Hotels achieves major milestone as Brand Welcomhotel grows with 25 properties pan India,https://www.newkerala.com/news/2024/44048.htm,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_061,efc961739f474d113a2c8f5f561cdf2fe9f37c5a,,gdelt_gkg_observation,thehindubusinessline.com,"Partial monetisation of ITC stake enabled initiation of sustainable share buy-back programme, says BAT",https://www.thehindubusinessline.com/companies/partial-monetisation-of-itc-stake-enabled-initiation-of-sustainable-share-buy-back-programme-says-bat/article68446154.ece,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_062,53172d930d8673718af945c4978afbe31394abe6,,gdelt_gkg_observation,livemint.com,"ITC to invest ₹20,000 crore over the medium term, says CMD Sanjiv Puri",https://www.livemint.com/companies/news/itc-investment-agm-chairman-managing-director-sanjiv-puri-itc-hotels-cigarettes-fmcg-11721974028685.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_063,1fc2dffc3e4594b85be5c3c3ec4695fc4c5e812d,,gdelt_gkg_observation,indiatimes.com,"ITC announces Rs 20,000 crore investment across businesses",https://economictimes.indiatimes.com/news/company/corporate-trends/itc-announces-rs-20000-crore-investment-across-businesses/articleshow/112036714.cms,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_064,d1cd848627ba784b0f87fffa7614a2844456c0b5,,gdelt_gkg_observation,business-standard.com,"ITC Chairman Sanjiv Puri outlines investment of Rs 20,000 cr in medium term",https://www.business-standard.com/companies/news/itc-chairman-sanjiv-puri-outlines-investment-of-rs-20-000-cr-in-medium-term-124072600504_1.html,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_065,c8fa43045236218e8fce3ef410951a4e43c72daa,,gdelt_gkg_observation,traveldailymedia.com,"ITC Hotels opens Welcomhotel Belagavi, Karnataka with 116 keys",https://www.traveldailymedia.com/itc-hotels-opens-welcomhotel-belagavi-karnataka-with-116-keys,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
ITC_JUL_AUDIT_066,9b910e787a1bd38b88b86b0c53c24aca6538db89,,gdelt_gkg_observation,indiatimes.com,"ITC to invest Rs 20,000 crore in medium term across businesses: Chairman and MD, Sanjiv Puri, ET Retail",https://retail.economictimes.indiatimes.com/news/food-entertainment/personal-care-pet-supplies-liquor/itc-to-invest-rs-20000-crore-in-medium-term-across-businesses-chairman-and-md-sanjiv-puri/112037840,DIRECTLY_RELEVANT,"Direct corporate action, stock price movement, investment, or hotel business expansion of ITC Limited."
