gkg_record_id,date,source,url,headline,pipeline_stage,matcher_decision,trading_date,human_label,notes
20241001083000-547,20241001083000,newkerala.com,https://www.newkerala.com/news/2024/61739.htm,Sensex trades higher amid positive global cues,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001104500-728,20241001104500,livemint.com,https://www.livemint.com/market/stock-market-news/stock-market-today-nifty-50-sensex-close-flat-amid-volatility-it-stocks-show-resilience-11727772769135.html,"Stock market today: Nifty 50, Sensex close flat amid volatility; IT stocks show resilience",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001110000-T534,20241001110000,pressnote.in,https://www.pressnote.in/Business_News_503353.html,OPPO India ने इस फेस्टिव सीजन को ख़ास बनाने के लिए पेश किया Reno12 Pro Manish Malhotra लिमिटेड एडिशन Business_News :: pressnote.in,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001110000-T556,20241001110000,pressnote.in,https://www.pressnote.in/Business_News_503353.html%20,OPPO India ने इस फेस्टिव सीजन को ख़ास बनाने के लिए पेश किया Reno12 Pro Manish Malhotra लिमिटेड एडिशन Business_News :: pressnote.in,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001111500-166,20241001111500,livemint.com,https://www.livemint.com/market/stock-market-news/top-gainers-and-losers-today-on-1-october-2024-tech-mahindra-mahindra-mahindra-indusind-bank-oil-natural-gas-corporation-among-most-active-stocks-check-full-list-here-11727778793209.html,"Top Gainers and Losers today on 1 October, 2024: Tech Mahindra, Mahindra & Mahindra, Indusind Bank, Oil & Natural Gas Corporation among most active stocks; Check full list here",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001111500-1239,20241001111500,orissapost.com,https://www.orissapost.com/stock-markets-settle-flat-in-highly-volatile-trade-oil-gas-fmcg-shares-major-drag/,"Stock markets settle flat in highly volatile trade; oil & gas, FMCG shares major drag",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001111500-1498,20241001111500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-falls/articleshow/113849216.cms,Stock Market Sectors: Stock market update: Fertilisers stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001111500-435,20241001111500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/113849464.cms,Stock Market Sectors: Stock market update: Power stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001111500-1321,20241001111500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-end-flat-it-shines-auto-gears-up/articleshow/113849839.cms,"sensex news today: Sensex, Nifty end flat; IT shines, auto gears up",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001113000-140,20241001113000,freepressjournal.in,https://www.freepressjournal.in/business/sensex-nifty-in-red-indian-markets-start-october-on-a-negative-note,Sensex & Nifty In Red: Indian Markets Start October On A Negative Note,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001114500-1320,20241001114500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-0-1/articleshow/113851012.cms,Indices: Stock market update: Nifty Bank index falls 0.1%,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001114500-140,20241001114500,menafn.com,https://menafn.com/1108733962/Sensex-Closes-Flat-IT-And-Auto-Stocks-Gain,"Sensex Closes Flat, IT And Auto Stocks Gain",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001114500-136,20241001114500,pc-tablet.co.in,https://www.pc-tablet.co.in/oneplus-12-now-available-with-%E2%82%B99000-discount-on-vijay-sales/44641/,"OnePlus 12 Now Available with ₹9,000 Discount on Vijay Sales",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001120000-600,20241001120000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/113851455.cms,Stock Market Sectors: Stock market update: Sugar stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001120000-1020,20241001120000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-falls/articleshow/113851172.cms,Stock Market Sectors: Stock market update: Mining stocks mixed as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001120000-58,20241001120000,livemint.com,https://www.livemint.com/market/ipo/swiggy-ipo-from-financials-to-key-risks-here-are-10-key-things-to-know-from-updated-drhpi-11727775049116.html,"Swiggy IPO: From financials to key risks, here are 10 key things to know from updated DRHP-I",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001120000-453,20241001120000,thehindu.com,https://www.thehindu.com/business/markets/stock-markets-settle-flat-in-highly-volatile-trade-oil-gas-fmcg-shares-major-drag/article68705360.ece,"Stock markets settle flat in highly volatile trade; oil & gas, FMCG shares major drag",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001121500-824,20241001121500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/113851997.cms,Stock Market Sectors: Stock market update: FMCG stocks up as market falls,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001121500-265,20241001121500,prokerala.com,https://www.prokerala.com/news/articles/a1568949.html,"Sensex closes flat, IT and auto stocks gain",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001121500-1758,20241001121500,rediff.com,https://www.rediff.com/business/report/oil--gas-fmcg-shares-drag-markets-down/20241001.htm,"Oil & gas, FMCG shares drag markets down",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001121500-T1106,20241001121500,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/reliance-industries-lost-approx-rupees-80000-crore-in-two-days-know-the-reason/articleshow/113851264.cms,"80000 करोड़ रुपये स्वाहा, मुकेश अंबानी की कंपनी को दो दिन में तगड़ा नुकसान, जानें क्यों हुआ ऐसा",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001130000-1406,20241001130000,india.com,https://zeenews.india.com/economy/stock-markets-settle-flat-in-highly-volatile-trade-oil-gas-fmcg-shares-major-drag-2801104.html,"Stock Markets Settle Flat In Highly Volatile Trade; Oil & Gas, FMCG Shares Major Drag",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001130000-773,20241001130000,businesstoday.in,https://www.businesstoday.in/markets/ipo-corner/story/ipo-watch-these-6-companies-file-draft-papers-with-sebi-to-launch-ipos-448319-2024-10-01,IPO watch: These 6 companies file draft papers with Sebi to launch IPOs,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001130000-608,20241001130000,indianexpress.com,https://indianexpress.com/article/business/sensex-nifty-fall-on-fii-outflows-profit-taking-in-oil-gas-fmcg-shares-9598241/,"Sensex, Nifty fall for 3rd day on FII outflows, profit-taking in oil & gas, FMCG shares",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001130000-363,20241001130000,livemint.com,https://www.livemint.com/market/stock-market-news/hyundai-motor-india-ipo-here-are-10-key-things-to-know-from-drhp-11727751799240.html,Hyundai Motor India IPO: Here are 10 Key things to know from DRHP,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001133000-378,20241001133000,india.com,https://zeenews.india.com/technology/mukesh-ambani-exclusive-diwali-offer-for-apple-lovers-at-reliance-digital-get-iphone-16-for-rs-13000-heres-how-to-grab-deal-2801183.html,"Mukesh Ambani Exclusive Diwali Offer For Apple Lovers At Reliance Digital, Get iPhone 16 For Rs 13,000; Here's How To Grab Deal | Technology News",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001140000-1073,20241001140000,ibcworldnews.com,https://ibcworldnews.com/?p=160345,"Sensex closes flat, IT and auto stocks gain",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001140000-1058,20241001140000,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stock-markets-settle-flat-in-highly-volatile-trade-oil-gas-fmcg-shares-major-drag/article68705255.ece,"Stock markets settle flat in highly volatile trade; oil & gas, FMCG shares major drag",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001140000-638,20241001140000,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stock-markets/tech-stocks-rally-as-nifty-edges-lower-in-choppy-trade/article68705333.ece,Indian markets close marginally lower; Tech stocks lead gains,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001143000-492,20241001143000,thestatesman.com,https://www.thestatesman.com/business/market-ends-lower-for-3rd-consecutive-session-it-shines-oil-and-gas-drag-1503348974.html,"Market ends lower for 3rd consecutive session; IT shines, oil and gas drag",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001150000-674,20241001150000,newkerala.com,https://www.newkerala.com/news/2024/61911.htm,"Sensex closes flat, IT and auto stocks gain",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001151500-1876,20241001151500,theweek.in,https://www.theweek.in/news/biz-tech/2024/10/01/sensex-nifty-fall-for-third-day-on-fii-outlfows-profit-taking-in-oil-and-gas-fmcg-shares.html,"Sensex, Nifty fall for third day on FII outlfows, profit-taking in oil & gas, FMCG shares",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001151500-2057,20241001151500,business-standard.com,https://www.business-standard.com/finance/news/nbbl-introduces-national-pension-system-on-bharat-connect-platform-124100101198_1.html,NBBL introduces national pension system on Bharat Connect platform,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001163000-706,20241001163000,moneycontrol.com,https://www.moneycontrol.com/editors-picks/newsletter-01-10-2024,"Editor's Picks: The best of Moneycontrol's exclusives, market-moving coverage and must-read perspectives, curated specially for you",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001173000-T25,20241001173000,navabharat.com,https://navabharat.com/?p=92885,शुरूआती तेजी गंवाकर फिसला बाजार,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001183000-511,20241001183000,indianewengland.com,https://indianewengland.com/sensex-closes-flat-it-and-auto-stocks-gain/,"Sensex closes flat, IT and auto stocks gain - INDIA New England News",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241001184500-587,20241001184500,centralchronicle.com,https://www.centralchronicle.com/sensex-falls-33-pts/,Sensex falls 33 pts | Central India's Premier English Daily,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241002040000-633,20241002040000,moneycontrol.com,https://www.moneycontrol.com/news/business/personal-finance/nre-fixed-deposit-rates-deutsche-bank-rbl-bank-top-with-up-to-8-percent-interest-rates-on-two-year-tenor-12833419.html,"NRE fixed deposit rates: Deutsche Bank, RBL Bank top with up to 8 percent interest rates on two-year tenor",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241002051500-836,20241002051500,yourstory.com,https://yourstory.com:443/2024/10/startup-shakeup-separation-the-unfolding-of-bharatpe-ashneer-grover-saga,"Startup, Shakeup, Separation: The unfolding of BharatPe-Ashneer Grover saga",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241002080000-1107,20241002080000,india.com,https://zeenews.india.com/economy/stock-markets-to-remain-closed-today-for-mahatma-gandhi-jayanti-2801390.html,Stock Markets To Remain Closed Today For Mahatma Gandhi Jayanti,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241002091500-726,20241002091500,dailypioneer.com,https://www.dailypioneer.com/2024/business/bharatpe--ashneer-grover-settle-dispute--end-months-of-legal-battle.html,"BharatPe, Ashneer Grover settle dispute, end months of legal battle",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241002100000-224,20241002100000,business-standard.com,https://www.business-standard.com/finance/personal-finance/planning-to-buy-a-home-explore-the-best-loan-rates-offered-by-banks-124100200374_1.html,Planning to buy a home? Explore the best loan rates offered by banks,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241002104500-146,20241002104500,moneylife.in,https://moneylife.in/article/dr-keki-gharda-the-legendary-chemical-engineer-is-no-more/75283.html,"Dr Keki Gharda, the Legendary Chemical Engineer, Is No More",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241002111500-1500,20241002111500,livemint.com,https://www.livemint.com/money/personal-finance/concert-credit-cards-applied-today-discarded-tomorrow-hdfc-pixel-hsbc-kotak-mahindra-coldplay-diljit-dosanjh-dua-lipa-11727850225322.html,"Concert credit cards: applied today, discarded tomorrow",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241002113000-T1111,20241002113000,naidunia.com,https://www.naidunia.com/madhya-pradesh/bhopal-12-year-old-student-hanged-himself-in-the-room-had-told-classmate-on-phone-i-am-weak-in-studies-8353781,"मध्य प्रदेश में 12 साल के छात्र ने कमरे में लगाई फांसी, सहपाठी को फोन पर बोला था- पढ़ाई में कमजोर हूं",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003040000-203,20241003040000,moneycontrol.com,https://www.moneycontrol.com/news/business/personal-finance/gold-loan-risks-rbi-exposes-irregularities-borrowers-beware-12834169.html,"Gold loan risks: RBI exposes irregularities, borrowers beware",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003044500-1085,20241003044500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-to-buy-today-abb-tech-mahindra-among-top-9-trading-ideas-for-3-october-2024/articleshow/113892959.cms,"Stocks to buy today: ABB, Tech Mahindra among top 9 trading ideas for 3 October 2024",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003050000-449,20241003050000,siasat.com,https://www.siasat.com/sensex-trades-lower-amid-tension-in-middle-east-3106673/,Sensex trades lower amid tension in Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003051500-722,20241003051500,menafn.com,https://menafn.com/1108741797/Sensex-Trades-Lower-Amid-Tension-In-Middle-East,Sensex Trades Lower Amid Tension In Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003053000-450,20241003053000,indianexpress.com,https://indianexpress.com/article/business/market/stock-market-crash-today-sensex-nifty-israel-iran-lebanon-war-9601130/,"Stock Market Crash: Sensex, Nifty plunge amid fears over escalation of Middle East crisis",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003053000-746,20241003053000,thehindu.com,https://www.thehindu.com/business/sensex-nifty-slump-in-early-trade-as-middle-east-conflict-deepens/article68712240.ece,"Sensex, Nifty slump in early trade as Middle East conflict deepens",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003053000-900,20241003053000,news18.com,https://www.news18.com/business/markets/stock-market-live-updates-sensex-slumps-1100-points-in-pre-open-session-nifty-below-25400-liveblog-9071683.html,"Stock Market LIVE Updates: Sensex Tanks Over 1,000 Points, Nifty Below 25,600; All Sectors In Red",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003053000-1025,20241003053000,prokerala.com,https://www.prokerala.com/news/articles/a1569415.html,Sensex trades lower amid tension in Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003060000-125,20241003060000,mangalorean.com,https://www.mangalorean.com/sensex-trades-lower-amid-tension-in-middle-east/,Sensex trades lower amid tension in Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003060000-1035,20241003060000,hindustantimes.com,https://www.hindustantimes.com/business/sensex-nifty-fall-1-each-wiping-out-rs-6-lakh-crore-major-reasons-why-101727930267120.html,"Sensex, Nifty fall 1% each wiping out ₹6 lakh crore: Major reasons why",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003060000-659,20241003060000,sakshipost.com,https://www.sakshipost.com/news/sensex-trades-lower-amid-tension-middle-east-337845,October 3: Sensex trades lower amid tension in Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003064500-128,20241003064500,centralchronicle.com,https://www.centralchronicle.com/school-student-dies-of-suicide-by-hanging/,School student dies of suicide by hanging | Central India's Premier English Daily,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003070000-1124,20241003070000,newindianexpress.com,https://www.newindianexpress.com/business/2024/Oct/03/stock-market-crash-sensex-nifty-slump-as-middle-east-conflict-deepens,"Stock market crash: Sensex, Nifty slump as Middle East conflict deepens",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003071500-10,20241003071500,businessinsider.in,https://www.businessinsider.in/stock-market/news/sensex-nifty-slump-in-early-trade-as-middle-east-conflict-deepens/articleshow/113894750.cms,"Sensex, Nifty slump in early trade as Middle East conflict deepens",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003073000-780,20241003073000,fonearena.com,https://www.fonearena.com/blog/437122/oppo-reno12-pro-5g-manish-malhotra-limited-edition-sale-india.html,OPPO Reno12 Pro 5G Manish Malhotra Limited Edition goes on sale in India,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003074500-54,20241003074500,ibtimes.co.in,https://www.ibtimes.co.in/sensex-trades-lower-amid-tension-middle-east-872963,"Sensex trades lower, 589 points down amid escalating Middle East Conflict",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003091500-657,20241003091500,thestatesman.com,https://www.thestatesman.com/business/india-stock-market-crashes-amid-fears-of-israel-iran-war-1503349558.html,India stock market crashes amid fears of Israel-Iran war,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003091500-113,20241003091500,thestatesman.com,https://www.thestatesman.com/india/akashvani-organises-preventive-health-check-up-camps-safai-mitra-suraksha-shivirs-as-part-of-swachhata-hi-seva-campaign-1503349577.html,"Akashvani organises preventive health check-up camps, Safai Mitra Suraksha Shivirs as part of 'Swachhata Hi Seva' campaign",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003091500-324,20241003091500,easternmirrornagaland.com,https://easternmirrornagaland.com/sensex-trades-lower-amid-tension-in-middle-east/,Sensex Trades Lower Amid Tension In Middle East,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003094500-T1469,20241003094500,prabhatkhabar.com,https://www.prabhatkhabar.com/technology/mukesh-ambani-diwali-offer-get-iphone-16-for-rs-13000-check-reliance-digital-emi-scheme,"Mukesh Ambani Diwali Gift: 13 हजार रुपये देकर घर लाएं ब्रांड न्यू iPhone 16, यह स्कीम है शानदार",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003101500-375,20241003101500,theweek.in,https://www.theweek.in/news/biz-tech/2024/10/03/sensex-nifty-plunge-in-early-trade-amid-deepening-middle-east-conflict.html,"Sensex, Nifty plunge in early trade; Tata Motors, Asian Paints, Larsen & Toubro hit most",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003101500-689,20241003101500,dnaindia.com,https://www.dnaindia.com/technology/report-mukesh-ambani-s-mega-diwali-offer-take-home-apple-iphone-16-for-just-rs-check-deal-here-3111200,"Mukesh Ambani's mega Diwali offer, take home Apple iPhone 16 for just Rs..., check deal here",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003110000-1215,20241003110000,businesstoday.in,https://www.businesstoday.in/markets/story/sensex-crashes-over-1750-points-rs-99l-cr-investor-wealth-lost-nifty-slips-below-25250-448533-2024-10-03,"Sensex crashes over 1,800 points: Rs 10L cr investor wealth lost; Nifty slips below 25,250",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003110000-T570,20241003110000,punjabkesari.in,https://www.punjabkesari.in/business/news/stock-market-crashed-bse-fell-1769-points-and-closed-at-82-497-2042595,"Closing Bell: शेयर बाजार धराशायी, सेंसेक्स 1769 अंक टूटकर 82,497 पर बंद - stock market crashed bse fell 1769 points and closed at 82 497",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003111500-437,20241003111500,thehindu.com,https://www.thehindu.com/business/markets/sensex-nifty-slump-over-2-as-middle-east-conflict-deepens/article68713225.ece,"Sensex, Nifty slump over 2% as Middle East conflict deepens",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003113000-896,20241003113000,prokerala.com,https://www.prokerala.com/news/articles/a1569536.html,Investors lose Rs 10 lakh crore amid Middle East conflict,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003113000-1567,20241003113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-2-04/articleshow/113907309.cms,Indices: Stock market update: Nifty Bank index falls 2.04%,REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
20241003114500-739,20241003114500,india.com,https://zeenews.india.com/economy/stock-market-crash-sensex-falls-1769-points-as-middle-east-conflict-deepens-2802061.html,"Stock Market Crash: Sensex Falls 1,769 Points As Middle East Conflict Deepens",REJECTED_ENTITY_MATCHER,False,,NOT_RELEVANT,V2Organizations-only match without Kotak Bank in headline
